drug_name	n_signals	n_female_signals	n_male_signals	pct_female	n_unique_aes	mean_abs_lr	median_abs_lr	max_abs_lr	total_female_reports	total_male_reports	total_reports	report_pct_female
ATRACURIUM	8	4	4	50.000	8	0.907	0.751	1.542	258	201	459	56.209
DACLIZUMAB	8	2	6	25.000	8	0.877	0.834	1.480	806	167	973	82.837
NELARABINE	8	7	1	87.500	8	0.903	0.932	1.175	129	162	291	44.330
PSEUDOEPHEDRINE HYDROCHLORIDE	8	2	6	25.000	8	1.451	1.252	2.728	1467	167	1634	89.780
RISDIPLAM	8	1	7	12.500	8	0.567	0.551	0.688	265	261	526	50.380
CYTARABINE;DAUNORUBICIN	8	8	0	100.000	8	0.831	0.810	1.185	139	115	254	54.724
CHLORDIAZEPOXIDE	8	7	1	87.500	8	0.986	0.881	1.614	155	113	268	57.836
AVIBACTAM;CEFTAZIDIME	8	8	0	100.000	8	1.099	0.902	1.976	185	173	358	51.676
MARAVIROC	8	8	0	100.000	8	1.090	1.059	1.821	144	216	360	40.000
MEFENAMIC ACID	8	1	7	12.500	8	0.926	0.915	1.351	227	109	336	67.560
BISOPROLOL;HYDROCHLOROTHIAZIDE	8	1	7	12.500	8	0.927	1.052	1.211	162	196	358	45.251
PREDNISOLONE ACETATE	8	1	7	12.500	8	0.727	0.695	1.023	274	212	486	56.379
LETERMOVIR	8	8	0	100.000	8	0.898	0.868	1.318	201	178	379	53.034
PANAX SPP	8	2	6	25.000	8	0.849	0.792	1.273	100	374	474	21.097
CITRIC ACID	8	6	2	75.000	8	1.185	1.179	1.987	179	301	480	37.292
PENICILLINS, UNSPECIFIED	8	4	4	50.000	8	0.931	0.920	1.153	715	129	844	84.716
DEFLAZACORT	8	7	1	87.500	8	1.404	1.358	2.405	131	424	555	23.604
AMIVANTAMAB	8	2	6	25.000	8	0.857	0.810	1.427	170	145	315	53.968
DINUTUXIMAB	8	7	1	87.500	8	0.769	0.719	1.210	131	132	263	49.810
TIOPRONIN	8	2	6	25.000	8	0.696	0.638	1.156	212	184	396	53.535
FERRIC DERISOMALTOSE	8	0	8	0.000	8	1.121	0.878	2.474	254	131	385	65.974
HYALURONIC ACID	8	1	7	12.500	8	1.208	1.290	1.714	264	101	365	72.329
ERDAFITINIB	8	6	2	75.000	8	0.827	0.815	1.305	136	139	275	49.455
FLUTICASONE FUROATE\VILANTEROL TRIFENATATE	8	0	8	0.000	8	0.968	0.861	1.732	148	194	342	43.275
ACETYLSALICYLIC ACID;DIPYRIDAMOLE	8	2	6	25.000	8	1.079	0.921	2.710	586	211	797	73.526
DIVALPROEX SODIUM	8	7	1	87.500	8	0.717	0.662	1.011	193	208	401	48.130
DISULFIRAM	8	7	1	87.500	8	0.919	0.881	1.157	163	150	313	52.077
TRANDOLAPRIL	8	7	1	87.500	8	0.964	0.774	1.658	290	149	439	66.059
DIPYRIDAMOLE	8	4	4	50.000	8	1.796	1.512	3.397	1121	148	1269	88.337
TALIGLUCERASE ALFA	8	1	7	12.500	8	0.644	0.587	1.058	117	129	246	47.561
HYDROCHLOROTHIAZIDE;TELMISARTAN	8	5	3	62.500	8	0.736	0.732	0.967	291	113	404	72.030
HYDROCODONE;IBUPROFEN	8	7	1	87.500	8	0.945	0.928	1.427	444	537	981	45.260
BROTIZOLAM	8	3	5	37.500	8	0.948	0.840	1.639	183	164	347	52.738
INDINAVIR	8	8	0	100.000	8	1.167	0.919	2.539	179	205	384	46.615
DIPHENHYDRAMINE;IBUPROFEN	8	0	8	0.000	8	0.759	0.641	1.290	186	132	318	58.491
HYDROXYPROGESTERONE	8	0	8	0.000	8	3.648	2.845	6.456	992	945	1937	51.213
HYDROXYUREA	8	6	2	75.000	8	0.686	0.646	1.033	219	155	374	58.556
TAZOBACTAM	8	6	2	75.000	8	0.861	0.824	1.338	177	173	350	50.571
ALFACALCIDOL	8	2	6	25.000	8	0.907	0.789	2.072	240	131	371	64.690
SELEGILINE	8	1	7	12.500	8	0.897	0.906	1.386	220	227	447	49.217
ESZOPICLONE	8	0	8	0.000	8	0.856	0.824	1.129	170	174	344	49.419
TECLISTAMAB	8	5	3	62.500	8	0.775	0.775	1.097	383	445	828	46.256
ETESEVIMAB	8	1	7	12.500	8	0.667	0.674	0.841	317	219	536	59.142
DONANEMAB	8	2	6	25.000	8	0.686	0.710	0.882	300	172	472	63.559
IDECABTAGENE VICLEUCEL	8	8	0	100.000	8	0.795	0.767	1.045	416	508	924	45.022
ISOFLURANE	8	5	3	62.500	8	0.957	0.967	1.819	248	196	444	55.856
BREXUCABTAGENE AUTOLEUCEL	8	8	0	100.000	8	0.877	0.869	1.322	392	914	1306	30.015
EMPAGLIFLOZIN;LINAGLIPTIN	8	2	6	25.000	8	0.683	0.607	1.193	262	170	432	60.648
GLYCOPYRROLATE	8	7	1	87.500	8	0.611	0.587	0.850	242	110	352	68.750
ROMIDEPSIN	8	7	1	87.500	8	0.727	0.677	1.023	139	155	294	47.279
ETHOSUXIMIDE	8	2	6	25.000	8	1.009	0.939	1.451	301	318	619	48.627
ESCITALOPRAM OXALATE	8	1	7	12.500	8	0.905	0.814	1.408	187	181	368	50.815
TUBERCULIN	8	1	7	12.500	8	0.746	0.676	1.253	268	147	415	64.578
DEXTROPROPOXYPHENE;PARACETAMOL	8	5	3	62.500	8	0.855	0.829	1.279	934	222	1156	80.796
GLUCOSAMINE	8	0	8	0.000	8	2.086	2.027	3.146	524	258	782	67.008
ACLIDINIUM BROMIDE	7	7	0	100.000	7	0.938	0.803	1.741	531	128	659	80.577
METHADONE HYDROCHLORIDE	7	4	3	57.143	7	0.592	0.546	0.861	339	496	835	40.599
GLYCEROL PHENYLBUTYRATE	7	1	6	14.286	7	0.615	0.590	0.808	124	128	252	49.206
BENZODIAZEPINES, UNSPECIFIED	7	5	2	71.429	7	0.819	0.873	1.036	567	294	861	65.854
AMIFAMPRIDINE	7	4	3	57.143	7	0.576	0.576	0.668	244	127	371	65.768
LISOCABTAGENE MARALEUCEL	7	6	1	85.714	7	0.776	0.632	1.436	228	404	632	36.076
SONIDEGIB	7	2	5	28.571	7	0.863	0.733	1.701	175	345	520	33.654
SAQUINAVIR	7	7	0	100.000	7	1.252	1.311	2.133	157	140	297	52.862
NALOXEGOL	7	3	4	42.857	7	0.750	0.706	0.976	206	142	348	59.195
NADROPARIN	7	2	5	28.571	7	0.872	0.784	1.188	162	159	321	50.467
ETELCALCETIDE	7	5	2	71.429	7	0.745	0.679	1.009	189	225	414	45.652
FLUPHENAZINE	7	6	1	85.714	7	0.887	0.690	1.777	115	193	308	37.338
.ALPHA.-TOCOPHEROL, D-	7	1	6	14.286	7	1.341	1.251	1.865	338	90	428	78.972
TALQUETAMAB	7	3	4	42.857	7	0.885	0.839	1.488	173	257	430	40.233
TALAZOPARIB	7	5	2	71.429	7	0.826	0.830	1.099	262	174	436	60.092
PILOCARPINE	7	1	6	14.286	7	0.782	0.649	1.376	325	235	560	58.036
ORLISTAT	7	0	7	0.000	7	1.066	1.033	1.590	315	114	429	73.427
TUCATINIB	7	3	4	42.857	7	1.235	1.195	2.613	2946	171	3117	94.514
DIHYDROCODEINE	7	4	3	57.143	7	0.873	0.729	1.479	216	212	428	50.467
TRAZODONE HYDROCHLORIDE	7	1	6	14.286	7	0.888	0.854	1.344	127	123	250	50.800
GUAIFENESIN;PARACETAMOL;PHENYLEPHRINE	7	1	6	14.286	7	0.663	0.628	0.916	245	195	440	55.682
CODEINE;PROMETHAZINE	7	3	4	42.857	7	0.681	0.682	0.876	1259	1460	2719	46.304
CILGAVIMAB;TIXAGEVIMAB	7	6	1	85.714	7	0.717	0.733	0.975	246	156	402	61.194
MINOCYCLINE HYDROCHLORIDE	7	2	5	28.571	7	1.804	1.505	3.433	522	320	842	61.995
PIRARUBICIN	7	4	3	57.143	7	0.798	0.668	1.344	521	219	740	70.405
CYCLOSERINE	7	6	1	85.714	7	1.002	0.949	1.646	156	139	295	52.881
SODIUM ZIRCONIUM CYCLOSILICATE	7	7	0	100.000	7	0.657	0.622	0.906	139	157	296	46.959
DORZOLAMIDE	7	3	4	42.857	7	0.646	0.575	0.898	359	187	546	65.751
DALFAMPRIDINE	7	0	7	0.000	7	0.707	0.716	0.966	328	140	468	70.085
ZOLMITRIPTAN	7	1	6	14.286	7	1.620	1.608	2.746	523	190	713	73.352
OLODATEROL	7	1	6	14.286	7	0.901	0.902	1.345	186	221	407	45.700
TRIHEPTANOIN	7	4	3	57.143	7	0.942	0.877	1.525	155	144	299	51.839
CEFTRIAXONE SODIUM	7	4	3	57.143	7	0.945	1.030	1.141	154	134	288	53.472
DEUCRAVACITINIB	7	0	7	0.000	7	0.706	0.711	0.976	161	108	269	59.851
FEXOFENADINE;PSEUDOEPHEDRINE	7	0	7	0.000	7	0.689	0.674	0.929	188	131	319	58.934
CEFPROZIL	7	0	7	0.000	7	0.986	1.085	1.455	114	93	207	55.072
NITRAZEPAM	7	2	5	28.571	7	0.881	0.834	1.570	169	177	346	48.844
THIOPENTAL	7	5	2	71.429	7	1.014	1.008	1.913	190	177	367	51.771
DEFEROXAMINE	7	2	5	28.571	7	0.666	0.655	0.835	145	127	272	53.309
IMIQUIMOD	7	1	6	14.286	7	0.705	0.731	0.890	193	241	434	44.470
LAPATINIB	7	2	5	28.571	7	1.077	0.903	2.220	2959	143	3102	95.390
FINERENONE	7	6	1	85.714	7	0.672	0.685	0.911	185	228	413	44.794
NIMESULIDE	7	1	6	14.286	7	0.900	0.971	1.085	147	127	274	53.650
IMIPRAMINE	7	1	6	14.286	7	0.710	0.633	1.092	115	94	209	55.024
ETIZOLAM	7	6	1	85.714	7	0.933	0.877	1.321	279	564	843	33.096
AMITRIPTYLINE HYDROCHLORIDE	7	2	5	28.571	7	1.104	1.241	1.667	299	81	380	78.684
DEXRAZOXANE	7	4	3	57.143	7	0.967	0.731	1.794	260	351	611	42.553
FERUMOXYTOL	7	0	7	0.000	7	0.966	1.020	1.159	169	183	352	48.011
FENOTEROL	6	2	4	33.333	6	1.339	0.928	2.510	89	206	295	30.169
OMACETAXINE	6	2	4	33.333	6	0.848	0.644	1.919	134	123	257	52.140
HERBALS, UNSPECIFIED;PLANTAGO SPP	6	1	5	16.667	6	1.623	1.587	2.683	370	72	442	83.710
MITOTANE	6	0	6	0.000	6	0.855	0.857	0.992	113	128	241	46.888
MARIBAVIR	6	4	2	66.667	6	0.671	0.676	0.779	280	390	670	41.791
EPHEDRINE	6	2	4	33.333	6	0.934	0.797	1.644	209	157	366	57.104
EPINEPHRINE;LIDOCAINE	6	1	5	16.667	6	0.699	0.649	1.044	399	333	732	54.508
ECGONINE	6	5	1	83.333	6	1.003	0.810	1.958	113	243	356	31.742
TERAZOSIN	6	6	0	100.000	6	1.101	1.100	1.636	145	126	271	53.506
FORMOTEROL;GLYCOPYRRONIUM	6	2	4	33.333	6	0.720	0.608	1.208	141	105	246	57.317
ORPHENADRINE	6	0	6	0.000	6	1.456	1.460	1.856	82	69	151	54.305
SODIUM POLYSTYRENE SULFONATE	6	6	0	100.000	6	0.968	1.083	1.361	154	85	239	64.435
COLESEVELAM	6	1	5	16.667	6	1.656	1.466	2.798	214	394	608	35.197
GRANISETRON	6	1	5	16.667	6	0.841	0.782	1.260	163	159	322	50.621
AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE	6	1	5	16.667	6	1.014	0.987	1.272	199	108	307	64.821
ANTI-D IMMUNOGLOBULIN	6	0	6	0.000	6	1.995	2.049	2.961	211	245	456	46.272
SOTATERCEPT	6	3	3	50.000	6	0.680	0.625	0.867	304	74	378	80.423
PRALSETINIB	6	4	2	66.667	6	0.668	0.667	0.816	169	90	259	65.251
CITALOPRAM HYDROBROMIDE	6	1	5	16.667	6	0.935	0.862	1.457	268	183	451	59.424
POLYMYXIN B	6	2	4	33.333	6	0.816	0.772	1.315	266	141	407	65.356
OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE	6	2	4	33.333	6	1.079	0.897	1.727	181	258	439	41.230
GIMERACIL;OTERACIL;TEGAFUR	6	6	0	100.000	6	0.683	0.673	0.944	166	274	440	37.727
PRAVASTATIN SODIUM	6	2	4	33.333	6	0.764	0.684	1.139	116	117	233	49.785
SUCROFERRIC OXYHYDROXIDE	6	4	2	66.667	6	0.688	0.679	0.872	112	175	287	39.024
PLECANATIDE	6	0	6	0.000	6	0.814	0.877	0.988	241	113	354	68.079
GADOVERSETAMIDE	6	2	4	33.333	6	0.683	0.595	0.958	157	113	270	58.148
MERCAPTAMINE	6	2	4	33.333	6	0.577	0.549	0.761	149	145	294	50.680
ERIBULIN	6	1	5	16.667	6	1.033	1.006	1.779	932	74	1006	92.644
FULVESTRANT	6	2	4	33.333	6	1.352	1.046	2.828	6039	106	6145	98.275
CALCIUM;VITAMIN D2	6	0	6	0.000	6	1.116	0.823	2.129	90	125	215	41.860
CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM CHLORIDE;SODIUM LACTATE	6	5	1	83.333	6	0.913	0.881	1.289	238	257	495	48.081
PROPRANOLOL HYDROCHLORIDE	6	4	2	66.667	6	0.836	0.857	0.893	258	109	367	70.300
GLIMEPIRIDE;ROSIGLITAZONE	6	6	0	100.000	6	0.826	0.765	1.256	253	304	557	45.422
DIPHENHYDRAMINE;NAPROXEN	6	0	6	0.000	6	0.650	0.557	1.143	177	126	303	58.416
PEGLOTICASE	6	2	4	33.333	6	0.796	0.765	1.078	157	730	887	17.700
CLOXACILLIN	6	5	1	83.333	6	0.674	0.644	0.947	160	258	418	38.278
ELIGLUSTAT	6	1	5	16.667	6	0.689	0.697	0.846	233	204	437	53.318
NAPHAZOLINE;PHENIRAMINE	6	0	6	0.000	6	0.639	0.622	0.824	655	310	965	67.876
DIPHTHERIA VACCINE	6	0	6	0.000	6	1.655	1.643	2.297	111	222	333	33.333
ELRANATAMAB	6	6	0	100.000	6	0.752	0.735	0.913	214	200	414	51.691
FIDAXOMICIN	6	1	5	16.667	6	0.675	0.637	0.901	157	113	270	58.148
BALOXAVIR MARBOXIL	6	1	5	16.667	6	0.725	0.707	0.892	136	123	259	52.510
ARACHIS SPP	6	0	6	0.000	6	0.721	0.637	1.229	175	282	457	38.293
DICLOFENAC POTASSIUM	6	0	6	0.000	6	1.202	1.203	1.846	156	106	262	59.542
CEFTAROLINE	6	6	0	100.000	6	0.750	0.781	1.019	117	117	234	50.000
ELUXADOLINE	6	1	5	16.667	6	0.711	0.643	0.962	239	81	320	74.688
VIBEGRON	6	1	5	16.667	6	0.752	0.635	1.425	185	100	285	64.912
VERTEPORFIN	6	2	4	33.333	6	0.694	0.639	0.994	120	342	462	25.974
CEFOXITIN	6	2	4	33.333	6	0.914	0.857	1.525	119	110	229	51.965
DARUNAVIR;RITONAVIR	6	5	1	83.333	6	0.788	0.719	1.155	154	229	383	40.209
MOXIFLOXACIN HYDROCHLORIDE	6	3	3	50.000	6	0.938	0.894	1.766	279	113	392	71.173
ZANUBRUTINIB	6	4	2	66.667	6	0.703	0.692	0.975	95	124	219	43.379
MOSUNETUZUMAB	6	5	1	83.333	6	0.955	1.122	1.232	193	152	345	55.942
LOPERAMIDE HYDROCHLORIDE	6	0	6	0.000	6	0.854	0.737	1.477	135	180	315	42.857
DIHYDROERGOTAMINE	6	2	4	33.333	6	2.047	2.065	3.009	420	875	1295	32.432
ACEBUTOLOL	6	5	1	83.333	6	1.623	1.407	2.934	1326	127	1453	91.259
THIOCOLCHICOSIDE	5	2	3	40.000	5	0.942	0.901	1.378	96	98	194	49.485
NALOXONE;TILIDINE	5	4	1	80.000	5	0.776	0.557	1.210	324	98	422	76.777
ASCORBIC ACID;MACROGOL;POTASSIUM;SODIUM	5	1	4	20.000	5	1.266	1.248	1.545	64	109	173	36.994
ASCIMINIB	5	2	3	40.000	5	0.607	0.606	0.692	122	145	267	45.693
PENTAMIDINE	5	4	1	80.000	5	0.977	0.699	2.028	136	118	254	53.543
OLANZAPINE;SAMIDORPHAN	5	0	5	0.000	5	0.620	0.593	0.776	118	111	229	51.528
CHLORPROTHIXENE	5	4	1	80.000	5	0.692	0.682	0.912	183	75	258	70.930
STREPTOMYCIN	5	4	1	80.000	5	0.729	0.698	1.005	129	107	236	54.661
POLIDOCANOL	5	0	5	0.000	5	0.662	0.595	0.945	249	114	363	68.595
CALCIUM;GLUCOSE;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	5	5	0	100.000	5	0.781	0.692	1.243	85	111	196	43.367
METHYLPHENIDATE HYDROCHLORIDE	5	3	2	60.000	5	0.760	0.757	1.059	95	129	224	42.411
TEBENTAFUSP	5	2	3	40.000	5	0.710	0.553	1.032	84	81	165	50.909
FLUDROCORTISONE	5	1	4	20.000	5	0.972	0.842	1.671	106	176	282	37.589
OLARATUMAB	5	2	3	40.000	5	0.741	0.697	1.012	88	119	207	42.512
POMALIDOMIDE, TRIAL	5	5	0	100.000	5	0.742	0.752	0.917	136	156	292	46.575
CLORHEXIDINE;ISOPROPANOL	5	0	5	0.000	5	2.166	2.423	3.660	957	57	1014	94.379
CASIRIVIMAB	5	0	5	0.000	5	0.785	0.805	1.161	79	110	189	41.799
GADOTERIDOL	5	0	5	0.000	5	0.694	0.728	0.842	142	114	256	55.469
CARBON MONOXIDE	5	4	1	80.000	5	1.147	1.141	1.768	219	236	455	48.132
MORPHINE;NALTREXONE	5	0	5	0.000	5	0.785	0.697	1.137	86	82	168	51.190
FERROUS SULFATE	5	1	4	20.000	5	0.977	0.775	2.059	69	104	173	39.884
SUXAMETHONIUM	5	2	3	40.000	5	0.943	0.937	1.491	104	92	196	53.061
CARGLUMIC ACID	5	2	3	40.000	5	0.826	0.903	0.948	129	159	288	44.792
MOCLOBEMIDE	5	3	2	60.000	5	0.871	0.723	1.592	191	183	374	51.070
EMICIZUMAB	5	4	1	80.000	5	1.693	1.339	3.088	282	4354	4636	6.083
VORINOSTAT	5	3	2	60.000	5	0.848	0.828	1.226	216	204	420	51.429
VONOPRAZAN	5	0	5	0.000	5	0.993	0.978	1.475	70	76	146	47.945
NORFLOXACIN	5	0	5	0.000	5	1.129	1.140	1.401	80	71	151	52.980
EDARAVONE	5	3	2	60.000	5	0.813	0.645	1.153	274	397	671	40.835
PIMECROLIMUS	5	0	5	0.000	5	0.805	0.704	1.228	206	153	359	57.382
MICAFUNGIN SODIUM	5	4	1	80.000	5	0.849	0.686	1.558	71	96	167	42.515
BAMLANIVIMAB;ETESEVIMAB	5	1	4	20.000	5	0.734	0.732	0.893	131	74	205	63.902
OMEPRAZOLE MAGNESIUM	5	3	2	60.000	5	0.719	0.751	0.865	139	115	254	54.724
PAPAVERINE	5	5	0	100.000	5	1.643	1.454	2.424	154	142	296	52.027
ETONOGESTREL	5	0	5	0.000	5	5.065	6.327	6.568	5089	100	5189	98.073
CALCIUM;GLUCOSE;HYDROCHLORIC ACID;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	5	5	0	100.000	5	0.840	0.820	1.245	103	151	254	40.551
TAFASITAMAB	5	4	1	80.000	5	0.748	0.754	1.042	153	142	295	51.864
PITOLISANT	5	0	5	0.000	5	0.876	0.939	1.066	139	104	243	57.202
CLOTIAPINE	5	5	0	100.000	5	0.935	0.696	1.643	191	120	311	61.415
ALMOTRIPTAN	5	0	5	0.000	5	3.449	3.434	3.997	144	1011	1155	12.468
SULFAGUANIDINE	5	5	0	100.000	5	1.889	1.677	3.144	187	83	270	69.259
PERITONEAL DIALYTICS, UNSPECIFIED	5	5	0	100.000	5	0.743	0.723	0.986	176	197	373	47.185
DEXCHLORPHENIRAMINE	5	1	4	20.000	5	0.777	0.686	1.216	277	195	472	58.686
BENVITIMOD	5	0	5	0.000	5	0.871	0.687	1.570	122	161	283	43.110
DOPAMINE	5	5	0	100.000	5	0.664	0.654	0.734	161	130	291	55.326
BRINZOLAMIDE;TIMOLOL	5	0	5	0.000	5	0.941	0.868	1.518	106	95	201	52.736
BROMOCRIPTINE	5	1	4	20.000	5	0.854	0.744	1.377	176	160	336	52.381
RAMELTEON	5	0	5	0.000	5	0.629	0.617	0.772	77	71	148	52.027
LORCASERIN	5	1	4	20.000	5	0.750	0.755	0.985	544	81	625	87.040
IOFLUPANE (123I)	5	2	3	40.000	5	0.795	0.761	1.004	168	164	332	50.602
HYDROCHLOROTHIAZIDE;TRIAMTERENE	5	2	3	40.000	5	0.764	0.712	0.969	326	86	412	79.126
LEVOGLUTAMIDE	5	1	4	20.000	5	0.608	0.569	0.812	122	122	244	50.000
MEDROXYPROGESTERONE	5	0	5	0.000	5	2.326	1.880	4.200	749	68	817	91.677
INTRAUTERINE CONTRACEPTIVE DEVICE	5	0	5	0.000	5	2.836	2.186	4.989	3508	114	3622	96.853
LEMBOREXANT	5	0	5	0.000	5	0.769	0.763	1.043	85	92	177	48.023
MEPERIDINE HYDROCHLORIDE	5	0	5	0.000	5	0.943	1.035	1.218	202	240	442	45.701
CEFDINIR	5	0	5	0.000	5	0.765	0.737	0.968	141	113	254	55.512
RILMENIDINE	5	4	1	80.000	5	0.890	0.976	1.025	320	131	451	70.953
HERBALS, UNSPECIFIED;NUTRIENTS, UNSPECIFIED	5	4	1	80.000	5	1.362	1.040	3.443	1695	71	1766	95.980
AMPICILLIN;SULBACTAM	5	3	2	60.000	5	0.776	0.779	0.974	122	136	258	47.287
PRUCALOPRIDE	5	0	5	0.000	5	0.909	0.915	1.302	184	99	283	65.018
ANAGRELIDE	5	4	1	80.000	5	0.856	0.829	1.154	113	72	185	61.081
RUFINAMIDE	5	3	2	60.000	5	0.952	0.643	2.348	146	114	260	56.154
HISTRELIN	5	0	5	0.000	5	1.763	0.790	5.598	157	100	257	61.089
INTERFERON GAMMA	5	3	2	60.000	5	0.823	0.754	1.196	158	236	394	40.102
LEVOSALBUTAMOL	5	0	5	0.000	5	1.354	1.468	1.923	209	178	387	54.005
LEVAMISOLE	5	5	0	100.000	5	0.850	0.846	1.078	79	136	215	36.744
BENDROFLUMETHIAZIDE	5	2	3	40.000	5	1.048	0.865	1.568	107	128	235	45.532
CRIZANLIZUMAB	5	3	2	60.000	5	0.647	0.590	0.823	180	110	290	62.069
ROCURONIUM BROMIDE	5	4	1	80.000	5	0.903	0.940	1.342	243	139	382	63.613
RITLECITINIB	5	1	4	20.000	5	0.898	0.912	1.361	129	95	224	57.589
TROPICAMIDE	5	2	3	40.000	5	0.675	0.738	0.784	125	74	199	62.814
ACETAMINOPHEN\CODEINE PHOSPHATE	5	4	1	80.000	5	0.620	0.549	0.879	96	97	193	49.741
RASBURICASE	5	4	1	80.000	5	0.961	0.935	1.331	101	185	286	35.315
SOLRIAMFETOL	5	1	4	20.000	5	0.681	0.630	0.926	146	65	211	69.194
ANIDULAFUNGIN	5	3	2	60.000	5	1.013	1.151	1.250	84	180	264	31.818
TRIMEBUTINE	5	2	3	40.000	5	0.971	0.728	2.161	87	83	170	51.176
BENZOYL PEROXIDE	5	0	5	0.000	5	0.855	0.803	1.324	226	93	319	70.846
ACLIDINIUM;FORMOTEROL	5	1	4	20.000	5	2.017	2.125	3.100	118	430	548	21.533
COVID-19 VACCINE NOS	5	1	4	20.000	5	0.622	0.576	0.870	198	76	274	72.263
ATOVAQUONE;PROGUANIL	5	0	5	0.000	5	0.825	0.836	1.035	100	91	191	52.356
AMLODIPINE;PERINDOPRIL	5	5	0	100.000	5	1.123	1.025	1.680	165	94	259	63.707
BRIMONIDINE TARTRATE\TIMOLOL MALEATE	5	0	5	0.000	5	0.649	0.694	0.787	113	80	193	58.549
ASUNAPREVIR	5	5	0	100.000	5	0.592	0.554	0.764	140	71	211	66.351
SELPERCATINIB	5	4	1	80.000	5	0.620	0.580	0.869	183	94	277	66.065
DIFLUPREDNATE	4	0	4	0.000	4	0.624	0.634	0.667	148	122	270	54.815
ELECTROLYTES, UNSPECIFIED;MACROGOL	4	0	4	0.000	4	0.812	0.795	1.158	87	105	192	45.312
NICORANDIL	4	4	0	100.000	4	0.900	0.916	1.018	78	61	139	56.115
SACUBITRIL, TRIAL;VALSARTAN, TRIAL	4	4	0	100.000	4	0.873	0.886	1.046	59	89	148	39.865
DEFERASIROX, TRIAL	4	4	0	100.000	4	0.606	0.604	0.679	99	119	218	45.413
CEMIPLIMAB	4	3	1	75.000	4	0.863	0.705	1.530	112	133	245	45.714
TELBIVUDINE	4	3	1	75.000	4	0.879	0.854	1.108	66	191	257	25.681
LEVOMETHADONE	4	4	0	100.000	4	0.966	0.920	1.316	70	170	240	29.167
OMAVELOXOLONE	4	0	4	0.000	4	0.667	0.653	0.803	62	90	152	40.789
CEFPODOXIME	4	0	4	0.000	4	0.851	0.822	1.091	55	58	113	48.673
NETARSUDIL	4	1	3	25.000	4	0.929	0.984	1.096	150	102	252	59.524
IMDEVIMAB	4	0	4	0.000	4	0.742	0.730	0.973	60	73	133	45.113
LEVOMILNACIPRAN	4	2	2	50.000	4	0.886	0.899	1.085	467	72	539	86.642
NITISINONE	4	3	1	75.000	4	1.167	1.196	1.631	69	83	152	45.395
AMINOLEVULINIC ACID	4	0	4	0.000	4	0.752	0.713	0.974	81	98	179	45.251
LENOGRASTIM	4	4	0	100.000	4	1.249	1.165	1.649	142	44	186	76.344
EXEMESTANE	4	0	4	0.000	4	2.609	2.557	3.015	425	60	485	87.629
AVALGLUCOSIDASE ALFA	4	1	3	25.000	4	0.652	0.646	0.711	76	64	140	54.286
CEFTOLOZANE;TAZOBACTAM	4	4	0	100.000	4	0.837	0.717	1.373	76	94	170	44.706
KETOROLAC TROMETHAMINE	4	0	4	0.000	4	0.904	0.903	1.143	86	48	134	64.179
ISOPROPANOL	4	0	4	0.000	4	2.807	2.693	3.245	102	103	205	49.756
DEXAMETHASONE SODIUM PHOSPHATE	4	1	3	25.000	4	0.645	0.613	0.811	67	95	162	41.358
ENTRECTINIB	4	2	2	50.000	4	0.579	0.586	0.627	86	82	168	51.190
BIVALIRUDIN	4	4	0	100.000	4	1.088	1.034	1.531	65	103	168	38.690
TORSEMIDE	4	1	3	25.000	4	0.707	0.727	0.829	60	74	134	44.776
AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE	4	1	3	25.000	4	0.848	0.841	1.183	110	48	158	69.620
IPRATROPIUM BROMIDE	4	0	4	0.000	4	0.703	0.720	0.774	94	121	215	43.721
.ALPHA.1-PROTEINASE INHIBITOR HUMAN	4	2	2	50.000	4	0.655	0.629	0.781	123	69	192	64.062
LAROTRECTINIB	4	1	3	25.000	4	0.654	0.580	0.918	53	68	121	43.802
ARTIFICIAL TEARS;GLYCEROL	4	0	4	0.000	4	0.609	0.610	0.693	408	111	519	78.613
CLAVULANIC ACID	4	1	3	25.000	4	1.000	1.019	1.272	88	102	190	46.316
IOMEPROL	4	4	0	100.000	4	0.913	0.771	1.495	272	158	430	63.256
LATANOPROSTENE BUNOD	4	0	4	0.000	4	0.680	0.664	0.838	118	70	188	62.766
CLEMASTINE	4	0	4	0.000	4	0.865	0.868	1.175	90	81	171	52.632
IOBITRIDOL	4	4	0	100.000	4	0.800	0.689	1.286	107	151	258	41.473
TENAPANOR	4	3	1	75.000	4	0.809	0.853	0.954	125	57	182	68.681
NITROUS OXIDE	4	2	2	50.000	4	0.731	0.617	1.145	53	58	111	47.748
TIMOLOL MALEATE	4	1	3	25.000	4	0.710	0.702	0.882	602	464	1066	56.473
INVESTIGATIONAL PRODUCT	4	3	1	75.000	4	0.757	0.665	1.087	77	92	169	45.562
VERAPAMIL HYDROCHLORIDE	4	4	0	100.000	4	0.822	0.783	1.098	216	83	299	72.241
