kg_node_id,kg_drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc,source
DRUG:TELOTRISTAT,TELOTRISTAT,CHEMBL2103855,A16AX15,telotristat,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AX,Various alimentary tract and metabolism products,ChEMBL_36
DRUG:TEMAZEPAM,TEMAZEPAM,CHEMBL967,N05CD07,temazepam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,ChEMBL_36
DRUG:TEMOCILLIN,TEMOCILLIN,CHEMBL1276310,J01CA17,temocillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,ChEMBL_36
DRUG:TEMOZOLOMIDE,TEMOZOLOMIDE,CHEMBL810,L01AX03,temozolomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AX,Other alkylating agents,ChEMBL_36
DRUG:TEMSIROLIMUS,TEMSIROLIMUS,CHEMBL1201182,L01EG01,temsirolimus,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,ChEMBL_36
DRUG:TENAPANOR,TENAPANOR,CHEMBL3304485,A06AX08,tenapanor,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,ChEMBL_36
DRUG:TENECTEPLASE,TENECTEPLASE,CHEMBL2108791,B01AD11,tenecteplase,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,ChEMBL_36
DRUG:TENELIGLIPTIN,TENELIGLIPTIN,CHEMBL2147777,A10BH08,teneligliptin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,ChEMBL_36
DRUG:TENIPOSIDE,TENIPOSIDE,CHEMBL452231,L01CB02,teniposide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01CB,Podophyllotoxin derivatives,ChEMBL_36
DRUG:TENOXICAM,TENOXICAM,CHEMBL302795,M01AC02,tenoxicam,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AC,Oxicams,ChEMBL_36
DRUG:TEPLIZUMAB,TEPLIZUMAB,CHEMBL1743078,A10XX01,teplizumab,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10X,OTHER DRUGS USED IN DIABETES,A10XX,Other drugs used in diabetes,ChEMBL_36
DRUG:TEPOTINIB,TEPOTINIB,CHEMBL3402762,L01EX21,tepotinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EX,Other protein kinase inhibitors,ChEMBL_36
DRUG:TEPROTUMUMAB,TEPROTUMUMAB,CHEMBL1743079,L04AG13,teprotumumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies,ChEMBL_36
DRUG:TERAZOSIN,TERAZOSIN,CHEMBL611,G04CA03,terazosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,ChEMBL_36
DRUG:TERBINAFINE,TERBINAFINE,CHEMBL822,D01AE15,terbinafine,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,ChEMBL_36
DRUG:TERBINAFINE,TERBINAFINE,CHEMBL822,D01BA02,terbinafine,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01B,ANTIFUNGALS FOR SYSTEMIC USE,D01BA,Antifungals for systemic use,ChEMBL_36
DRUG:TERBUTALINE,TERBUTALINE,CHEMBL1760,R03CC53,"terbutaline, combinations",R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,Selective beta-2-adrenoreceptor agonists,ChEMBL_36
DRUG:TERBUTALINE,TERBUTALINE,CHEMBL1760,R03AC03,terbutaline,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AC,Selective beta-2-adrenoreceptor agonists,ChEMBL_36
DRUG:TERBUTALINE,TERBUTALINE,CHEMBL1760,R03CC03,terbutaline,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,Selective beta-2-adrenoreceptor agonists,ChEMBL_36
DRUG:TERCONAZOLE,TERCONAZOLE,CHEMBL1714574,G01AG02,terconazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AG,Triazole derivatives,ChEMBL_36
DRUG:TERFENADINE,TERFENADINE,CHEMBL17157,R06AX12,terfenadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use,ChEMBL_36
DRUG:TERIFLUNOMIDE,TERIFLUNOMIDE,CHEMBL973,L04AK02,teriflunomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,ChEMBL_36
DRUG:TERIPARATIDE,TERIPARATIDE,CHEMBL525610,H05AA02,teriparatide,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H05,CALCIUM HOMEOSTASIS,H05A,PARATHYROID HORMONES AND ANALOGUES,H05AA,Parathyroid hormones and analogues,ChEMBL_36
DRUG:TERIZIDONE,TERIZIDONE,CHEMBL2107553,J04AK03,terizidone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis,ChEMBL_36
DRUG:TERLIPRESSIN,TERLIPRESSIN,CHEMBL2135460,H01BA04,terlipressin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,ChEMBL_36
DRUG:TESAMORELIN,TESAMORELIN,CHEMBL1237026,H01AC06,tesamorelin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,ChEMBL_36
DRUG:TESTOSTERONE,TESTOSTERONE,CHEMBL386630,G03BA03,testosterone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BA,3-oxoandrosten (4) derivatives,ChEMBL_36
DRUG:TETANUS ANTITOXIN,TETANUS ANTITOXIN,CHEMBL2108107,J06AA02,tetanus antitoxin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06A,IMMUNE SERA,J06AA,Immune sera,ChEMBL_36
DRUG:TETRABENAZINE,TETRABENAZINE,CHEMBL117785,N07XX06,tetrabenazine,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07XX,Other nervous system drugs,ChEMBL_36
DRUG:TETRACAINE,TETRACAINE,CHEMBL698,C05AD02,tetracaine,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics,ChEMBL_36
DRUG:TETRACAINE,TETRACAINE,CHEMBL698,D04AB06,tetracaine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AB,Anesthetics for topical use,ChEMBL_36
DRUG:TETRACAINE,TETRACAINE,CHEMBL698,N01BA03,tetracaine,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BA,Esters of aminobenzoic acid,ChEMBL_36
DRUG:TETRACAINE,TETRACAINE,CHEMBL698,S01HA03,tetracaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,ChEMBL_36
DRUG:TETRACOSACTIDE,TETRACOSACTIDE,,H01AA02,tetracosactide,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AA,ACTH,WHO_ATC
DRUG:TETRACYCLINE,TETRACYCLINE,CHEMBL1440,D06AA04,tetracycline,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AA,Tetracycline and derivatives,ChEMBL_36
DRUG:TETRACYCLINE,TETRACYCLINE,CHEMBL1440,S03AA02,tetracycline,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,ChEMBL_36
DRUG:TETRACYCLINE,TETRACYCLINE,CHEMBL1440,S01AA09,tetracycline,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics,ChEMBL_36
DRUG:TETRACYCLINE,TETRACYCLINE,CHEMBL1440,A01AB13,tetracycline,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,ChEMBL_36
DRUG:TETRACYCLINE,TETRACYCLINE,CHEMBL1440,J01AA07,tetracycline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,ChEMBL_36
DRUG:TETRACYCLINE,TETRACYCLINE,CHEMBL1440,S02AA08,tetracycline,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,ChEMBL_36
DRUG:TETRAZEPAM,TETRAZEPAM,CHEMBL2105527,M03BX07,tetrazepam,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,ChEMBL_36
DRUG:TETRYZOLINE,TETRYZOLINE,,S01GA02,tetryzoline,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,WHO_ATC
DRUG:TETRYZOLINE,TETRYZOLINE,,R01AB03,tetryzoline,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AB,"Sympathomimetics, combinations excl. corticosteroids",WHO_ATC
DRUG:TETRYZOLINE,TETRYZOLINE,,R01AA06,tetryzoline,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AA,"Sympathomimetics, plain",WHO_ATC
DRUG:TEZEPELUMAB,TEZEPELUMAB,CHEMBL3707229,R03DX11,tezepelumab,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DX,Other systemic drugs for obstructive airway diseases,ChEMBL_36
DRUG:THALIDOMIDE,THALIDOMIDE,CHEMBL468,L04AX02,thalidomide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AX,Other immunosuppressants,ChEMBL_36
DRUG:THEOBROMINE,THEOBROMINE,CHEMBL1114,R03DA57,"theobromine, combinations",R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,ChEMBL_36
DRUG:THEOBROMINE,THEOBROMINE,CHEMBL1114,C03BD01,theobromine,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BD,Xanthine derivatives,ChEMBL_36
DRUG:THEOBROMINE,THEOBROMINE,CHEMBL1114,R03DA07,theobromine,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,ChEMBL_36
DRUG:THEOPHYLLINE,THEOPHYLLINE,CHEMBL1355736,R03DA04,theophylline,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,ChEMBL_36
DRUG:THEOPHYLLINE,THEOPHYLLINE,CHEMBL1355736,R03DA74,"theophylline, combinations with psycholeptics",R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,ChEMBL_36
DRUG:THEOPHYLLINE,THEOPHYLLINE,CHEMBL1355736,R03DA54,"theophylline, combinations excl. psycholeptics",R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,ChEMBL_36
DRUG:THIAMAZOLE,THIAMAZOLE,,H03BB02,thiamazole,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BB,Sulfur-containing imidazole derivatives,WHO_ATC
DRUG:THIAMINE,THIAMINE,CHEMBL1588,A11DA01,thiamine (vit B1),A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",ChEMBL_36
DRUG:THIOCOLCHICOSIDE,THIOCOLCHICOSIDE,CHEMBL213907,M03BX05,thiocolchicoside,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,ChEMBL_36
DRUG:THIOCOLCHICOSIDE,THIOCOLCHICOSIDE,CHEMBL213907,M03BX55,"thiocolchicoside, combinations",M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,ChEMBL_36
DRUG:THIOCTIC ACID,THIOCTIC ACID,,A16AX01,thioctic acid,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AX,Various alimentary tract and metabolism products,WHO_ATC
DRUG:THIOCTIC ACID,THIOCTIC ACID,,A16AX01,thioctic acid,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AX,Various alimentary tract and metabolism products,WHO_ATC
DRUG:THIOMERSAL,THIOMERSAL,,D08AK06,thiomersal,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AK,Mercurial products,WHO_ATC
DRUG:THIOPENTAL,THIOPENTAL,CHEMBL441,N01AF03,thiopental,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AF,"Barbiturates, plain",ChEMBL_36
DRUG:THIOPENTAL,THIOPENTAL,CHEMBL441,N05CA19,thiopental,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, plain",ChEMBL_36
DRUG:THIORIDAZINE,THIORIDAZINE,CHEMBL479,N05AC02,thioridazine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AC,Phenothiazines with piperidine structure,ChEMBL_36
DRUG:THIOTEPA,THIOTEPA,CHEMBL671,L01AC01,thiotepa,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AC,Ethylene imines,ChEMBL_36
DRUG:THROMBIN,THROMBIN,CHEMBL2108110,B02BD30,thrombin,B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BD,Blood coagulation factors,ChEMBL_36
DRUG:THROMBIN,THROMBIN,CHEMBL2108110,B02BC06,thrombin,B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02B,VITAMIN K AND OTHER HEMOSTATICS,B02BC,Local hemostatics,ChEMBL_36
DRUG:THYROTROPIN ALFA,THYROTROPIN ALFA,CHEMBL1201533,H01AB01,thyrotropin alfa,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AB,Thyrotropin,ChEMBL_36
DRUG:TIAGABINE,TIAGABINE,CHEMBL1027,N03AG06,tiagabine,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AG,Fatty acid derivatives,ChEMBL_36
DRUG:TIANEPTINE,TIANEPTINE,CHEMBL1289110,N06AX14,tianeptine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants,ChEMBL_36
DRUG:TIAPRIDE,TIAPRIDE,CHEMBL84158,N05AL03,tiapride,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamides,ChEMBL_36
DRUG:TIAPROFENIC ACID,TIAPROFENIC ACID,CHEMBL365795,M01AE11,tiaprofenic acid,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,ChEMBL_36
DRUG:TIBOLONE,TIBOLONE,CHEMBL2103774,G03CX01,tibolone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,ESTROGENS,G03CX,Other estrogens,ChEMBL_36
DRUG:TICAGRELOR,TICAGRELOR,CHEMBL398435,B01AC24,ticagrelor,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,ChEMBL_36
DRUG:TICARCILLIN,TICARCILLIN,CHEMBL1449,J01CA13,ticarcillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,ChEMBL_36
DRUG:TICLOPIDINE,TICLOPIDINE,CHEMBL833,B01AC05,ticlopidine,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,ChEMBL_36
DRUG:TIGECYCLINE,TIGECYCLINE,CHEMBL376140,J01AA12,tigecycline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines,ChEMBL_36
DRUG:TILACTASE,TILACTASE,CHEMBL2108793,A09AA04,tilactase,A,ALIMENTARY TRACT AND METABOLISM,A09,"DIGESTIVES, INCL. ENZYMES",A09A,"DIGESTIVES, INCL. ENZYMES",A09AA,Enzyme preparations,ChEMBL_36
DRUG:TILDRAKIZUMAB,TILDRAKIZUMAB,CHEMBL2108681,L04AC17,tildrakizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,ChEMBL_36
DRUG:TILIDINE,TILIDINE,CHEMBL2220384,N02AX01,tilidine,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AX,Other opioids,ChEMBL_36
DRUG:TIMOLOL,TIMOLOL,CHEMBL499,C07AA06,timolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",ChEMBL_36
DRUG:TIMOLOL,TIMOLOL,CHEMBL499,S01ED51,"timolol, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,ChEMBL_36
DRUG:TIMOLOL,TIMOLOL,CHEMBL499,S01ED01,timolol,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,ChEMBL_36
DRUG:TINIDAZOLE,TINIDAZOLE,CHEMBL1220,G01AF21,tinidazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,Imidazole derivatives,ChEMBL_36
DRUG:TINIDAZOLE,TINIDAZOLE,CHEMBL1220,J01XD02,tinidazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XD,Imidazole derivatives,ChEMBL_36
DRUG:TINIDAZOLE,TINIDAZOLE,CHEMBL1220,P01AB02,tinidazole,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AB,Nitroimidazole derivatives,ChEMBL_36
DRUG:TINZAPARIN,TINZAPARIN,,B01AB10,tinzaparin,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AB,Heparin group,WHO_ATC
DRUG:TIOCONAZOLE,TIOCONAZOLE,CHEMBL1200438,D01AC07,tioconazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,ChEMBL_36
DRUG:TIOCONAZOLE,TIOCONAZOLE,CHEMBL1200438,G01AF08,tioconazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,Imidazole derivatives,ChEMBL_36
DRUG:TIOGUANINE,TIOGUANINE,,L01BB03,tioguanine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BB,Purine analogues,WHO_ATC
DRUG:TIOPRONIN,TIOPRONIN,CHEMBL1314,G04BX16,tiopronin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BX,Other urologicals,ChEMBL_36
DRUG:TIOTIXENE,TIOTIXENE,,N05AF04,tiotixene,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives,WHO_ATC
DRUG:TIPEPIDINE,TIPEPIDINE,CHEMBL1899506,R05DB24,tipepidine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05DB,Other cough suppressants,ChEMBL_36
DRUG:TIPRANAVIR,TIPRANAVIR,CHEMBL222559,J05AE09,tipranavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors,ChEMBL_36
DRUG:TIRBANIBULIN,TIRBANIBULIN,CHEMBL571546,D06BX03,tirbanibulin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BX,Other chemotherapeutics,ChEMBL_36
DRUG:TIROFIBAN,TIROFIBAN,CHEMBL916,B01AC17,tirofiban,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,ChEMBL_36
