kg_node_id,kg_drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc,source
DRUG:ALMOTRIPTAN,ALMOTRIPTAN,CHEMBL1505,N02CC05,almotriptan,N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CC,Selective serotonin (5HT1) agonists,ChEMBL_36
DRUG:ALOGLIPTIN,ALOGLIPTIN,CHEMBL376359,A10BH04,alogliptin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,ChEMBL_36
DRUG:ALOSETRON,ALOSETRON,CHEMBL1110,A03AE01,alosetron,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE,Serotonin receptor antagonists,ChEMBL_36
DRUG:ALPELISIB,ALPELISIB,CHEMBL2396661,L01EM03,alpelisib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,ChEMBL_36
DRUG:ALPRAZOLAM,ALPRAZOLAM,CHEMBL661,N05BA12,alprazolam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,ChEMBL_36
DRUG:ALPROSTADIL,ALPROSTADIL,CHEMBL495,C01EA01,alprostadil,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01E,OTHER CARDIAC PREPARATIONS,C01EA,Prostaglandins,ChEMBL_36
DRUG:ALPROSTADIL,ALPROSTADIL,CHEMBL495,G04BE01,alprostadil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,ChEMBL_36
DRUG:ALTEPLASE,ALTEPLASE,CHEMBL1201593,B01AD02,alteplase,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,ChEMBL_36
DRUG:ALTEPLASE,ALTEPLASE,CHEMBL1201593,S01XA13,alteplase,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,ChEMBL_36
DRUG:ALVERINE,ALVERINE,CHEMBL253371,A03AX08,alverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,ChEMBL_36
DRUG:ALVERINE,ALVERINE,CHEMBL253371,A03AX58,"alverine, combinations",A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders,ChEMBL_36
DRUG:AMANTADINE,AMANTADINE,CHEMBL660,N04BB01,amantadine,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BB,Adamantane derivatives,ChEMBL_36
DRUG:AMBRISENTAN,AMBRISENTAN,CHEMBL1111,C02KX02,ambrisentan,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02K,OTHER ANTIHYPERTENSIVES,C02KX,Antihypertensives for pulmonary arterial hypertension,ChEMBL_36
DRUG:AMBROXOL,AMBROXOL,CHEMBL153479,R05CB06,ambroxol,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CB,Mucolytics,ChEMBL_36
DRUG:AMBROXOL,AMBROXOL,CHEMBL153479,R02AD05,ambroxol,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AD,"Anesthetics, local",ChEMBL_36
DRUG:AMFETAMINE,AMFETAMINE,,N06BA01,amfetamine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,WHO_ATC
DRUG:AMFETAMINE,AMFETAMINE,,N06BA01,amfetamine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,WHO_ATC
DRUG:AMIFAMPRIDINE,AMIFAMPRIDINE,CHEMBL354077,N07XX05,amifampridine,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07XX,Other nervous system drugs,ChEMBL_36
DRUG:AMIFOSTINE,AMIFOSTINE,CHEMBL1006,V03AF05,amifostine,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,ChEMBL_36
DRUG:AMIKACIN,AMIKACIN,CHEMBL177,S01AA21,amikacin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics,ChEMBL_36
DRUG:AMIKACIN,AMIKACIN,CHEMBL177,D06AX12,amikacin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use,ChEMBL_36
DRUG:AMIKACIN,AMIKACIN,CHEMBL177,J01GB06,amikacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01G,AMINOGLYCOSIDE ANTIBACTERIALS,J01GB,Other aminoglycosides,ChEMBL_36
DRUG:AMILORIDE,AMILORIDE,CHEMBL945,C03DB01,amiloride,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DB,Other potassium-sparing agents,ChEMBL_36
DRUG:AMINO ACIDS,AMINO ACIDS,CHEMBL1201498,B05BA01,amino acids,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,I.V. SOLUTIONS,B05BA,Solutions for parenteral nutrition,ChEMBL_36
DRUG:AMINOBENZOIC ACID,AMINOBENZOIC ACID,CHEMBL542,D02BA01,aminobenzoic acid,D,DERMATOLOGICALS,D02,EMOLLIENTS AND PROTECTIVES,D02B,PROTECTIVES AGAINST UV-RADIATION,D02BA,Protectives against UV-radiation for topical use,ChEMBL_36
DRUG:AMINOCAPROIC ACID,AMINOCAPROIC ACID,CHEMBL1046,B02AA01,aminocaproic acid,B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AA,Amino acids,ChEMBL_36
DRUG:AMINOLEVULINIC ACID,AMINOLEVULINIC ACID,CHEMBL601,L01XD04,aminolevulinic acid,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XD,Sensitizers used in photodynamic/radiation therapy,ChEMBL_36
DRUG:AMINOMETHYLBENZOIC ACID,AMINOMETHYLBENZOIC ACID,CHEMBL328875,B02AA03,aminomethylbenzoic acid,B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AA,Amino acids,ChEMBL_36
DRUG:AMINOPHYLLINE,AMINOPHYLLINE,CHEMBL1370561,R03DA05,aminophylline,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,ChEMBL_36
DRUG:AMINOPHYLLINE,AMINOPHYLLINE,CHEMBL1370561,R03DA55,"aminophylline, combinations",R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,ChEMBL_36
DRUG:AMINOSALICYLIC ACID,AMINOSALICYLIC ACID,CHEMBL1169,J04AA01,4-aminosalicylic acid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AA,Aminosalicylic acid and derivatives,ChEMBL_36
DRUG:AMIODARONE,AMIODARONE,CHEMBL633,C01BD01,amiodarone,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BD,"Antiarrhythmics, class III",ChEMBL_36
DRUG:AMISULPRIDE,AMISULPRIDE,CHEMBL243712,N05AL05,amisulpride,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamides,ChEMBL_36
DRUG:AMITRIPTYLINE,AMITRIPTYLINE,CHEMBL629,N06AA09,amitriptyline,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,ChEMBL_36
DRUG:AMIVANTAMAB,AMIVANTAMAB,CHEMBL4297774,L01FX18,amivantamab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,ChEMBL_36
DRUG:AMLODIPINE,AMLODIPINE,CHEMBL1491,C08CA01,amlodipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,ChEMBL_36
DRUG:AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,CHEMBL1200939,B05XA04,ammonium chloride,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05X,I.V. SOLUTION ADDITIVES,B05XA,Electrolyte solutions,ChEMBL_36
DRUG:AMMONIUM CHLORIDE,AMMONIUM CHLORIDE,CHEMBL1200939,G04BA01,ammonium chloride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BA,Acidifiers,ChEMBL_36
DRUG:AMOXAPINE,AMOXAPINE,CHEMBL1113,N06AA17,amoxapine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AA,Non-selective monoamine reuptake inhibitors,ChEMBL_36
DRUG:AMOXICILLIN,AMOXICILLIN,CHEMBL1082,J01CA04,amoxicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,ChEMBL_36
DRUG:AMPHOTERICIN B,AMPHOTERICIN B,CHEMBL267345,J02AA01,amphotericin B,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AA,Antibiotics,ChEMBL_36
DRUG:AMPHOTERICIN B,AMPHOTERICIN B,CHEMBL267345,A01AB04,amphotericin B,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,ChEMBL_36
DRUG:AMPHOTERICIN B,AMPHOTERICIN B,CHEMBL267345,A07AA07,amphotericin B,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,ChEMBL_36
DRUG:AMPHOTERICIN B,AMPHOTERICIN B,CHEMBL267345,G01AA03,amphotericin B,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AA,Antibiotics,ChEMBL_36
DRUG:AMPICILLIN,AMPICILLIN,CHEMBL174,J01CA01,ampicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,ChEMBL_36
DRUG:AMPICILLIN,AMPICILLIN,CHEMBL174,J01CA51,"ampicillin, combinations",J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,ChEMBL_36
DRUG:AMPICILLIN,AMPICILLIN,CHEMBL174,S01AA19,ampicillin,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics,ChEMBL_36
DRUG:AMPRENAVIR,AMPRENAVIR,CHEMBL116,J05AE05,amprenavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors,ChEMBL_36
DRUG:AMRUBICIN,AMRUBICIN,CHEMBL1186894,L01DB10,amrubicin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01DB,Anthracyclines and related substances,ChEMBL_36
DRUG:AMSACRINE,AMSACRINE,CHEMBL43,L01XX01,amsacrine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:AMYL NITRITE,AMYL NITRITE,CHEMBL3833339,V03AB22,amyl nitrite,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,ChEMBL_36
DRUG:ANAGRELIDE,ANAGRELIDE,CHEMBL760,L01XX35,anagrelide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:ANAKINRA,ANAKINRA,CHEMBL1201570,L04AC03,anakinra,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,ChEMBL_36
DRUG:ANASTROZOLE,ANASTROZOLE,CHEMBL1399,L02BG03,anastrozole,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors,ChEMBL_36
DRUG:ANDEXANET ALFA,ANDEXANET ALFA,CHEMBL3301583,V03AB38,andexanet alfa,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,ChEMBL_36
DRUG:ANDROSTANOLONE,ANDROSTANOLONE,,G03BB02,androstanolone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03B,ANDROGENS,G03BB,5-androstanon (3) derivatives,WHO_ATC
DRUG:ANDROSTANOLONE,ANDROSTANOLONE,,A14AA01,androstanolone,A,ALIMENTARY TRACT AND METABOLISM,A14,ANABOLIC AGENTS FOR SYSTEMIC USE,A14A,ANABOLIC STEROIDS,A14AA,Androstan derivatives,WHO_ATC
DRUG:ANETHOLE TRITHIONE,ANETHOLE TRITHIONE,,A16AX02,anethole trithione,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AX,Various alimentary tract and metabolism products,WHO_ATC
DRUG:ANGIOTENSIN II,ANGIOTENSIN II,CHEMBL408403,C01CX09,angiotensin II,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants,ChEMBL_36
DRUG:ANIDULAFUNGIN,ANIDULAFUNGIN,CHEMBL264241,J02AX06,anidulafungin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use,ChEMBL_36
DRUG:ANIFROLUMAB,ANIFROLUMAB,CHEMBL2364653,L04AG11,anifrolumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AG,Monoclonal antibodies,ChEMBL_36
DRUG:ANTITHROMBIN III,ANTITHROMBIN III,,B01AB02,antithrombin III,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AB,Heparin group,WHO_ATC
DRUG:APALUTAMIDE,APALUTAMIDE,CHEMBL3183409,L02BB05,apalutamide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgens,ChEMBL_36
DRUG:APIXABAN,APIXABAN,CHEMBL231779,B01AF02,apixaban,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AF,Direct factor Xa inhibitors,ChEMBL_36
DRUG:APOMORPHINE,APOMORPHINE,CHEMBL53,N04BC07,apomorphine,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BC,Dopamine agonists,ChEMBL_36
DRUG:APOMORPHINE,APOMORPHINE,CHEMBL53,G04BE07,apomorphine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,ChEMBL_36
DRUG:APRACLONIDINE,APRACLONIDINE,CHEMBL647,S01EA03,apraclonidine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,ChEMBL_36
DRUG:APREMILAST,APREMILAST,CHEMBL514800,L04AA32,apremilast,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,ChEMBL_36
DRUG:APREPITANT,APREPITANT,CHEMBL1471,A04AD12,aprepitant,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics,ChEMBL_36
DRUG:APROTININ,APROTININ,CHEMBL1201619,B02AB01,aprotinin,B,BLOOD AND BLOOD FORMING ORGANS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AB,Proteinase inhibitors,ChEMBL_36
DRUG:ARGATROBAN,ARGATROBAN,CHEMBL1166,B01AE03,argatroban,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AE,Direct thrombin inhibitors,ChEMBL_36
DRUG:ARIPIPRAZOLE,ARIPIPRAZOLE,CHEMBL1112,N05AX12,aripiprazole,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AX,Other antipsychotics,ChEMBL_36
DRUG:ARMODAFINIL,ARMODAFINIL,CHEMBL1201192,N06BA13,armodafinil,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,ChEMBL_36
DRUG:ARSENIC TRIOXIDE,ARSENIC TRIOXIDE,CHEMBL5483015,L01XX27,arsenic trioxide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:ARTEMOTIL,ARTEMOTIL,CHEMBL301267,P01BE04,artemotil,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain",ChEMBL_36
DRUG:ARTESUNATE,ARTESUNATE,CHEMBL361497,P01BE03,artesunate,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain",ChEMBL_36
DRUG:ARTICAINE,ARTICAINE,CHEMBL1093,N01BB08,articaine,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BB,Amides,ChEMBL_36
DRUG:ARTICAINE,ARTICAINE,CHEMBL1093,N01BB58,"articaine, combinations",N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BB,Amides,ChEMBL_36
DRUG:ASCIMINIB,ASCIMINIB,CHEMBL4208229,L01EA06,asciminib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EA,BCR-ABL tyrosine kinase inhibitors,ChEMBL_36
DRUG:ASCORBIC ACID,ASCORBIC ACID,CHEMBL196,S01XA15,ascorbic acid,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,ChEMBL_36
DRUG:ASCORBIC ACID,ASCORBIC ACID,CHEMBL196,A11GA01,ascorbic acid (vit C),A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"Ascorbic acid (vitamin C), plain",ChEMBL_36
DRUG:ASCORBIC ACID,ASCORBIC ACID,CHEMBL196,G01AD03,ascorbic acid,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AD,Organic acids,ChEMBL_36
DRUG:ASENAPINE,ASENAPINE,CHEMBL3187365,N05AH05,asenapine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",ChEMBL_36
DRUG:ASFOTASE ALFA,ASFOTASE ALFA,CHEMBL2108311,A16AB13,asfotase alfa,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes,ChEMBL_36
DRUG:ASPARAGINASE,ASPARAGINASE,CHEMBL2108989,L01XX02,asparaginase,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,ChEMBL_36
DRUG:ASPIRIN,ASPIRIN,CHEMBL25,N02BA51,"acetylsalicylic acid, combinations excl. psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives,ChEMBL_36
DRUG:ASPIRIN,ASPIRIN,CHEMBL25,B01AC06,acetylsalicylic acid,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,ChEMBL_36
DRUG:ASPIRIN,ASPIRIN,CHEMBL25,N02BA01,acetylsalicylic acid,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives,ChEMBL_36
DRUG:ASPIRIN,ASPIRIN,CHEMBL25,A01AD05,acetylsalicylic acid,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AD,Other agents for local oral treatment,ChEMBL_36
DRUG:ASPIRIN,ASPIRIN,CHEMBL25,N02BA71,"acetylsalicylic acid, combinations with psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BA,Salicylic acid and derivatives,ChEMBL_36
DRUG:ASUNAPREVIR,ASUNAPREVIR,CHEMBL2105735,J05AP06,asunaprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,ChEMBL_36
DRUG:ATAZANAVIR,ATAZANAVIR,CHEMBL1163,J05AE08,atazanavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors,ChEMBL_36
DRUG:ATENOLOL,ATENOLOL,CHEMBL24,C07AB03,atenolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective",ChEMBL_36
DRUG:ATEZOLIZUMAB,ATEZOLIZUMAB,CHEMBL3707227,L01FF05,atezolizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FF,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,ChEMBL_36
DRUG:ATOGEPANT,ATOGEPANT,CHEMBL3991065,N02CD07,atogepant,N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CD,Calcitonin gene-related peptide (CGRP) antagonists,ChEMBL_36
