id,name,soc
AE:Gastroenteritis adenovirus,Gastroenteritis adenovirus,Infections and infestations
AE:Arterial spasm,Arterial spasm,Musculoskeletal and connective tissue disorders
AE:Electrocardiogram QRS complex abnormal,Electrocardiogram QRS complex abnormal,Investigations
AE:Oxygen saturation increased,Oxygen saturation increased,Investigations
AE:Therapeutic drug monitoring analysis incorrectly performed,Therapeutic drug monitoring analysis incorrectly performed,Unclassified
AE:Single component of a two-component product administered,Single component of a two-component product administered,Unclassified
AE:Administration site erythema,Administration site erythema,Skin and subcutaneous tissue disorders
AE:Hypoprothrombinaemia,Hypoprothrombinaemia,Unclassified
AE:Vancomycin infusion reaction,Vancomycin infusion reaction,Unclassified
AE:Langerhans' cell histiocytosis,Langerhans' cell histiocytosis,Unclassified
AE:Penile abscess,Penile abscess,Infections and infestations
AE:Postrenal failure,Postrenal failure,Unclassified
AE:Pseudocholelithiasis,Pseudocholelithiasis,Unclassified
AE:Congenital cytomegalovirus infection,Congenital cytomegalovirus infection,"Congenital, familial and genetic disorders"
AE:Congenital tricuspid valve incompetence,Congenital tricuspid valve incompetence,"Congenital, familial and genetic disorders"
AE:Intestinal intraepithelial lymphocytes increased,Intestinal intraepithelial lymphocytes increased,Investigations
AE:Macular detachment,Macular detachment,Eye disorders
AE:Mastitis bacterial,Mastitis bacterial,Infections and infestations
AE:Microvillous inclusion disease,Microvillous inclusion disease,Unclassified
AE:Retinal infarction,Retinal infarction,Eye disorders
AE:Encephalitis brain stem,Encephalitis brain stem,Infections and infestations
AE:Ependymoma,Ependymoma,Unclassified
AE:Haemodilution,Haemodilution,Unclassified
AE:Interferon gamma release assay positive,Interferon gamma release assay positive,Unclassified
AE:Meralgia paraesthetica,Meralgia paraesthetica,Unclassified
AE:Oesophageal fibrosis,Oesophageal fibrosis,Unclassified
AE:Purpura senile,Purpura senile,Blood and lymphatic system disorders
AE:Thalassaemia,Thalassaemia,Unclassified
AE:Corneal neovascularisation,Corneal neovascularisation,Eye disorders
AE:Amniocentesis abnormal,Amniocentesis abnormal,Investigations
AE:Immobilisation syndrome,Immobilisation syndrome,Unclassified
AE:Influenza immunisation,Influenza immunisation,Infections and infestations
AE:Myopericarditis,Myopericarditis,Unclassified
AE:Patient isolation,Patient isolation,Unclassified
AE:Prolonged pregnancy,Prolonged pregnancy,Unclassified
AE:Auditory neuropathy spectrum disorder,Auditory neuropathy spectrum disorder,Unclassified
AE:Cestode infection,Cestode infection,Infections and infestations
AE:Congenital genital malformation female,Congenital genital malformation female,"Congenital, familial and genetic disorders"
AE:Failure of child resistant product closure,Failure of child resistant product closure,Unclassified
AE:Oral allergy syndrome,Oral allergy syndrome,Unclassified
AE:Sudden infant death syndrome,Sudden infant death syndrome,General disorders and administration site conditions
AE:Transverse presentation,Transverse presentation,Unclassified
AE:Premature ovulation,Premature ovulation,Unclassified
AE:Hepatectomy,Hepatectomy,Unclassified
AE:Hepatic venous pressure gradient abnormal,Hepatic venous pressure gradient abnormal,Hepatobiliary disorders
AE:Mucosal infection,Mucosal infection,Infections and infestations
AE:Nail dystrophy,Nail dystrophy,Unclassified
AE:Radiation mucositis,Radiation mucositis,Gastrointestinal disorders
AE:Squamous cell carcinoma of head and neck,Squamous cell carcinoma of head and neck,"Neoplasms benign, malignant and unspecified"
AE:T-cell lymphoma stage IV,T-cell lymphoma stage IV,"Neoplasms benign, malignant and unspecified"
AE:Burkholderia test positive,Burkholderia test positive,Investigations
AE:Burkholderia infection,Burkholderia infection,Infections and infestations
AE:Administration site rash,Administration site rash,Skin and subcutaneous tissue disorders
AE:Cutaneous T-cell lymphoma recurrent,Cutaneous T-cell lymphoma recurrent,"Neoplasms benign, malignant and unspecified"
AE:Foetal alcohol syndrome,Foetal alcohol syndrome,"Pregnancy, puerperium and perinatal conditions"
AE:Ovarian haemorrhage,Ovarian haemorrhage,"Injury, poisoning and procedural complications"
AE:Eosinophil count,Eosinophil count,Blood and lymphatic system disorders
AE:Plethysmography,Plethysmography,Unclassified
AE:Pleural rub,Pleural rub,"Respiratory, thoracic and mediastinal disorders"
AE:Adenoviral haemorrhagic cystitis,Adenoviral haemorrhagic cystitis,Infections and infestations
AE:Bacillary angiomatosis,Bacillary angiomatosis,Unclassified
AE:Cerebral vasoconstriction,Cerebral vasoconstriction,Nervous system disorders
AE:Chimerism,Chimerism,Unclassified
AE:Chronic graft versus host disease in eye,Chronic graft versus host disease in eye,Eye disorders
AE:Chronic graft versus host disease in lung,Chronic graft versus host disease in lung,Immune system disorders
AE:Chronic graft versus host disease oral,Chronic graft versus host disease oral,Immune system disorders
AE:Complications of transplanted heart,Complications of transplanted heart,Cardiac disorders
AE:Conjunctival oedema,Conjunctival oedema,General disorders and administration site conditions
AE:Critical illness,Critical illness,Unclassified
AE:Cryptococcal cutaneous infection,Cryptococcal cutaneous infection,Infections and infestations
AE:Cytomegalovirus syndrome,Cytomegalovirus syndrome,Unclassified
AE:Encephalitis fungal,Encephalitis fungal,Infections and infestations
AE:Eye burns,Eye burns,Eye disorders
AE:Gastroenteritis astroviral,Gastroenteritis astroviral,Infections and infestations
AE:Glare,Glare,Unclassified
AE:Glassy eyes,Glassy eyes,Unclassified
AE:Globulins decreased,Globulins decreased,Investigations
AE:Graft versus host disease in eye,Graft versus host disease in eye,Eye disorders
AE:Lacrimation disorder,Lacrimation disorder,Eye disorders
AE:Leukaemia in remission,Leukaemia in remission,"Neoplasms benign, malignant and unspecified"
AE:MELAS syndrome,MELAS syndrome,Unclassified
AE:Mesangioproliferative glomerulonephritis,Mesangioproliferative glomerulonephritis,Unclassified
AE:Mycobacterium kansasii infection,Mycobacterium kansasii infection,Infections and infestations
AE:NPM1 gene mutation,NPM1 gene mutation,Unclassified
AE:Oral lichenoid reaction,Oral lichenoid reaction,Skin and subcutaneous tissue disorders
AE:Osmotic demyelination syndrome,Osmotic demyelination syndrome,Unclassified
AE:Papillary renal cell carcinoma,Papillary renal cell carcinoma,"Neoplasms benign, malignant and unspecified"
AE:Paroxysmal nocturnal haemoglobinuria,Paroxysmal nocturnal haemoglobinuria,Unclassified
AE:Post transplant distal limb syndrome,Post transplant distal limb syndrome,Surgical and medical procedures
AE:Punctal plug insertion,Punctal plug insertion,Surgical and medical procedures
AE:Spermatozoa progressive motility decreased,Spermatozoa progressive motility decreased,Investigations
AE:Sweat gland tumour,Sweat gland tumour,"Neoplasms benign, malignant and unspecified"
AE:T-cell type acute leukaemia,T-cell type acute leukaemia,"Neoplasms benign, malignant and unspecified"
AE:Trichophytic granuloma,Trichophytic granuloma,Unclassified
AE:Trichophytosis,Trichophytosis,Unclassified
AE:Tularaemia,Tularaemia,Unclassified
AE:Cranial nerve paralysis,Cranial nerve paralysis,Unclassified
AE:Immune effector cell-associated HLH-like syndrome,Immune effector cell-associated HLH-like syndrome,Unclassified
AE:Blood parathyroid hormone abnormal,Blood parathyroid hormone abnormal,Endocrine disorders
AE:Brown tumour,Brown tumour,"Neoplasms benign, malignant and unspecified"
AE:Hungry bone syndrome,Hungry bone syndrome,Unclassified
AE:Parathyroid hyperplasia,Parathyroid hyperplasia,"Neoplasms benign, malignant and unspecified"
AE:Unevaluable investigation,Unevaluable investigation,Investigations
AE:Aortic valve prolapse,Aortic valve prolapse,Cardiac disorders
AE:Bacterial colitis,Bacterial colitis,Gastrointestinal disorders
AE:Burnout syndrome,Burnout syndrome,Unclassified
AE:Calcium ionised decreased,Calcium ionised decreased,Investigations
AE:Coma hepatic,Coma hepatic,Hepatobiliary disorders
AE:Cramp-fasciculation syndrome,Cramp-fasciculation syndrome,Musculoskeletal and connective tissue disorders
AE:Depersonalisation,Depersonalisation,Unclassified
AE:Diaphragmatic rupture,Diaphragmatic rupture,Unclassified
AE:Dysbacteriosis,Dysbacteriosis,Unclassified
AE:Ear canal erythema,Ear canal erythema,Ear and labyrinth disorders
AE:Early retirement,Early retirement,Unclassified
AE:Enterobiasis,Enterobiasis,Unclassified
AE:Factor V deficiency,Factor V deficiency,Unclassified
AE:Foetal cardiac arrest,Foetal cardiac arrest,"Pregnancy, puerperium and perinatal conditions"
AE:Gastroenteritis staphylococcal,Gastroenteritis staphylococcal,Infections and infestations
AE:Genital burning sensation,Genital burning sensation,Reproductive system and breast disorders
AE:Histamine intolerance,Histamine intolerance,Unclassified
AE:Hyperfibrinolysis,Hyperfibrinolysis,Unclassified
AE:Idiopathic thrombocytopenic purpura,Idiopathic thrombocytopenic purpura,Blood and lymphatic system disorders
AE:Injection site eczema,Injection site eczema,Skin and subcutaneous tissue disorders
AE:Lividity,Lividity,Unclassified
AE:Mitochondrial cytopathy,Mitochondrial cytopathy,Unclassified
AE:Multiple chemical sensitivity,Multiple chemical sensitivity,Unclassified
AE:Musculoskeletal injury,Musculoskeletal injury,"Injury, poisoning and procedural complications"
AE:Nephritis allergic,Nephritis allergic,Renal and urinary disorders
AE:Neuropsychiatric syndrome,Neuropsychiatric syndrome,Unclassified
AE:Occupational exposure to air contaminants,Occupational exposure to air contaminants,Social circumstances
AE:Oxidative stress,Oxidative stress,Unclassified
AE:Pedal pulse abnormal,Pedal pulse abnormal,Investigations
AE:Perfume sensitivity,Perfume sensitivity,Unclassified
AE:Procedural anxiety,Procedural anxiety,Psychiatric disorders
AE:Red man syndrome,Red man syndrome,Unclassified
AE:Reflexes abnormal,Reflexes abnormal,Investigations
AE:Segmental diverticular colitis,Segmental diverticular colitis,Gastrointestinal disorders
AE:Sick leave,Sick leave,Unclassified
AE:Sweat gland disorder,Sweat gland disorder,Skin and subcutaneous tissue disorders
AE:Tracheobronchomegaly,Tracheobronchomegaly,Unclassified
AE:Vascular access site pain,Vascular access site pain,Vascular disorders
AE:Visual snow syndrome,Visual snow syndrome,Eye disorders
AE:Anaesthetic complication neurological,Anaesthetic complication neurological,Unclassified
AE:Acquired tracheo-oesophageal fistula,Acquired tracheo-oesophageal fistula,Unclassified
AE:Axillary vein thrombosis,Axillary vein thrombosis,Vascular disorders
AE:Bacterial translocation,Bacterial translocation,Infections and infestations
AE:Cervix neoplasm,Cervix neoplasm,"Neoplasms benign, malignant and unspecified"
AE:Chemical peritonitis,Chemical peritonitis,Infections and infestations
AE:Diaphragm muscle weakness,Diaphragm muscle weakness,Musculoskeletal and connective tissue disorders
AE:Ewing's sarcoma,Ewing's sarcoma,"Neoplasms benign, malignant and unspecified"
AE:Hepatic artery thrombosis,Hepatic artery thrombosis,Hepatobiliary disorders
AE:Hepatic candidiasis,Hepatic candidiasis,Hepatobiliary disorders
AE:Oesophageal fistula,Oesophageal fistula,Unclassified
AE:Osteoradionecrosis,Osteoradionecrosis,Unclassified
AE:Osteosarcoma recurrent,Osteosarcoma recurrent,Unclassified
AE:Peritoneal lesion,Peritoneal lesion,Unclassified
AE:Pneumonia escherichia,Pneumonia escherichia,Infections and infestations
AE:Primitive neuroectodermal tumour,Primitive neuroectodermal tumour,"Neoplasms benign, malignant and unspecified"
AE:Refeeding syndrome,Refeeding syndrome,Unclassified
AE:Salivary gland cancer,Salivary gland cancer,"Neoplasms benign, malignant and unspecified"
AE:Asperger's disorder,Asperger's disorder,Unclassified
AE:Bradycardia neonatal,Bradycardia neonatal,"Pregnancy, puerperium and perinatal conditions"
AE:Carcinoid heart disease,Carcinoid heart disease,Cardiac disorders
AE:Cardiac death,Cardiac death,Cardiac disorders
AE:Cleft lip and palate,Cleft lip and palate,"Congenital, familial and genetic disorders"
AE:Congenital pulmonary hypertension,Congenital pulmonary hypertension,"Congenital, familial and genetic disorders"
AE:Congenital thrombocytopenia,Congenital thrombocytopenia,"Congenital, familial and genetic disorders"
AE:Congenital ureteropelvic junction obstruction,Congenital ureteropelvic junction obstruction,"Congenital, familial and genetic disorders"
AE:Convulsion neonatal,Convulsion neonatal,"Pregnancy, puerperium and perinatal conditions"
AE:Diabetic hyperosmolar coma,Diabetic hyperosmolar coma,Unclassified
"AE:Ear, nose and throat infection","Ear, nose and throat infection",Infections and infestations
AE:Fallot's tetralogy,Fallot's tetralogy,Unclassified
AE:Female orgasmic disorder,Female orgasmic disorder,Unclassified
AE:Female sexual dysfunction,Female sexual dysfunction,Reproductive system and breast disorders
AE:Floppy infant,Floppy infant,Unclassified
AE:Genital anaesthesia,Genital anaesthesia,Reproductive system and breast disorders
AE:Hanging,Hanging,Unclassified
AE:Limb reduction defect,Limb reduction defect,Unclassified
AE:Meconium in amniotic fluid,Meconium in amniotic fluid,"Pregnancy, puerperium and perinatal conditions"
AE:Myocardial stunning,Myocardial stunning,Cardiac disorders
AE:Neonatal hypoxia,Neonatal hypoxia,"Pregnancy, puerperium and perinatal conditions"
AE:Neonatal infection,Neonatal infection,"Pregnancy, puerperium and perinatal conditions"
AE:Newborn persistent pulmonary hypertension,Newborn persistent pulmonary hypertension,"Respiratory, thoracic and mediastinal disorders"
AE:Opiates positive,Opiates positive,Unclassified
AE:Orgasmic sensation decreased,Orgasmic sensation decreased,Investigations
AE:Pulmonary valve stenosis congenital,Pulmonary valve stenosis congenital,"Congenital, familial and genetic disorders"
AE:Multiple sclerosis pseudo relapse,Multiple sclerosis pseudo relapse,"Neoplasms benign, malignant and unspecified"
AE:Mycobacterium ulcerans infection,Mycobacterium ulcerans infection,Infections and infestations
AE:Oscillopsia,Oscillopsia,Unclassified
AE:Alopecia scarring,Alopecia scarring,Skin and subcutaneous tissue disorders
AE:Graft infection,Graft infection,Infections and infestations
AE:Perihepatic discomfort,Perihepatic discomfort,General disorders and administration site conditions
AE:Toxic shock syndrome streptococcal,Toxic shock syndrome streptococcal,Vascular disorders
AE:Anorectal malformation,Anorectal malformation,"Congenital, familial and genetic disorders"
AE:Blood gases abnormal,Blood gases abnormal,Investigations
AE:CSF oligoclonal band present,CSF oligoclonal band present,Unclassified
AE:Epilepsy with myoclonic-atonic seizures,Epilepsy with myoclonic-atonic seizures,Unclassified
AE:Fine motor delay,Fine motor delay,Unclassified
AE:Hamartoma,Hamartoma,Unclassified
AE:Hypertelorism of orbit,Hypertelorism of orbit,Unclassified
AE:Mitochondrial DNA mutation,Mitochondrial DNA mutation,Unclassified
AE:Motor developmental delay,Motor developmental delay,Unclassified
AE:Propofol infusion syndrome,Propofol infusion syndrome,Unclassified
AE:Disseminated paracoccidioidomycosis,Disseminated paracoccidioidomycosis,Unclassified
AE:Hypothalamic pituitary adrenal axis suppression,Hypothalamic pituitary adrenal axis suppression,Endocrine disorders
AE:Lentigo,Lentigo,Unclassified
AE:Post inflammatory pigmentation change,Post inflammatory pigmentation change,Unclassified
AE:Sebaceous hyperplasia,Sebaceous hyperplasia,"Neoplasms benign, malignant and unspecified"
AE:Type 1 lepra reaction,Type 1 lepra reaction,Unclassified
AE:Type 2 lepra reaction,Type 2 lepra reaction,Unclassified
AE:Heterotopic pregnancy,Heterotopic pregnancy,Unclassified
AE:Breath holding,Breath holding,Unclassified
AE:Cerebellar atrophy,Cerebellar atrophy,Unclassified
AE:Cerebral salt-wasting syndrome,Cerebral salt-wasting syndrome,Nervous system disorders
AE:Clonic convulsion,Clonic convulsion,Nervous system disorders
AE:Decerebrate posture,Decerebrate posture,Unclassified
AE:Decompression sickness,Decompression sickness,Unclassified
AE:Decorticate posture,Decorticate posture,Unclassified
AE:Electrocardiogram QT shortened,Electrocardiogram QT shortened,Investigations
AE:False negative investigation result,False negative investigation result,Investigations
AE:Illness anxiety disorder,Illness anxiety disorder,Psychiatric disorders
AE:Infantile back arching,Infantile back arching,Unclassified
AE:Monocyte count abnormal,Monocyte count abnormal,Investigations
AE:Myoglobin urine present,Myoglobin urine present,Unclassified
AE:Oropharyngeal oedema,Oropharyngeal oedema,"Respiratory, thoracic and mediastinal disorders"
AE:Poor sucking reflex,Poor sucking reflex,Unclassified
AE:Precocious puberty,Precocious puberty,Reproductive system and breast disorders
AE:Sexual abuse,Sexual abuse,Unclassified
AE:Tongue thrust,Tongue thrust,Gastrointestinal disorders
AE:Withdrawal hypertension,Withdrawal hypertension,Psychiatric disorders
AE:Arterial restenosis,Arterial restenosis,Vascular disorders
AE:Biliary cirrhosis,Biliary cirrhosis,Hepatobiliary disorders
AE:Catheter site haematoma,Catheter site haematoma,Vascular disorders
AE:Endothelial dysfunction,Endothelial dysfunction,Unclassified
AE:Kidney rupture,Kidney rupture,Renal and urinary disorders
AE:Orbital compartment syndrome,Orbital compartment syndrome,Unclassified
AE:Platelet function test abnormal,Platelet function test abnormal,Blood and lymphatic system disorders
AE:Rectal ulcer haemorrhage,Rectal ulcer haemorrhage,Gastrointestinal disorders
AE:Subacute hepatic failure,Subacute hepatic failure,Hepatobiliary disorders
AE:Subarachnoid haematoma,Subarachnoid haematoma,Vascular disorders
AE:Coma blister,Coma blister,Nervous system disorders
AE:Abnormal clotting factor,Abnormal clotting factor,Unclassified
AE:Adjusted calcium increased,Adjusted calcium increased,Investigations
AE:Alcohol problem,Alcohol problem,Unclassified
AE:Basophil count decreased,Basophil count decreased,Blood and lymphatic system disorders
AE:Benign ethnic neutropenia,Benign ethnic neutropenia,Unclassified
AE:Blood bicarbonate increased,Blood bicarbonate increased,Investigations
AE:Blood creatine phosphokinase decreased,Blood creatine phosphokinase decreased,Investigations
AE:Blood urea nitrogen/creatinine ratio increased,Blood urea nitrogen/creatinine ratio increased,Investigations
AE:Cardiac steatosis,Cardiac steatosis,Hepatobiliary disorders
AE:Cholinergic rebound syndrome,Cholinergic rebound syndrome,Unclassified
AE:Dilatation atrial,Dilatation atrial,Unclassified
AE:Electrocardiogram QT interval abnormal,Electrocardiogram QT interval abnormal,Investigations
AE:Eosinopenia,Eosinopenia,Unclassified
AE:Eosinophilic colitis,Eosinophilic colitis,Gastrointestinal disorders
AE:Feminisation acquired,Feminisation acquired,Unclassified
AE:Follicular lymphoma stage IV,Follicular lymphoma stage IV,"Neoplasms benign, malignant and unspecified"
AE:Foreign body ingestion,Foreign body ingestion,Unclassified
AE:Gallbladder cholesterolosis,Gallbladder cholesterolosis,Hepatobiliary disorders
AE:Globulins increased,Globulins increased,Investigations
AE:Granulocytosis,Granulocytosis,Unclassified
AE:Hepatitis C virus test positive,Hepatitis C virus test positive,Infections and infestations
AE:High-grade B-cell lymphoma,High-grade B-cell lymphoma,"Neoplasms benign, malignant and unspecified"
AE:Huntington's disease,Huntington's disease,Unclassified
AE:Hypersplenism,Hypersplenism,Unclassified
AE:Investigation noncompliance,Investigation noncompliance,Investigations
AE:Irregular sleep wake rhythm disorder,Irregular sleep wake rhythm disorder,Psychiatric disorders
AE:Manic symptom,Manic symptom,Psychiatric disorders
AE:Neutrophil count normal,Neutrophil count normal,Unclassified
AE:Pancreatic fibrosis,Pancreatic fibrosis,Unclassified
AE:Pneumoconiosis,Pneumoconiosis,Unclassified
AE:Polydipsia psychogenic,Polydipsia psychogenic,Metabolism and nutrition disorders
AE:Portal tract inflammation,Portal tract inflammation,General disorders and administration site conditions
AE:Schizoaffective disorder bipolar type,Schizoaffective disorder bipolar type,Psychiatric disorders
"AE:Schizophrenia, paranoid type","Schizophrenia, paranoid type",Unclassified
AE:Sperm concentration decreased,Sperm concentration decreased,Investigations
AE:Spleen congestion,Spleen congestion,Unclassified
AE:Tangentiality,Tangentiality,Unclassified
AE:Tobacco interaction,Tobacco interaction,Social circumstances
AE:Total cholesterol/HDL ratio increased,Total cholesterol/HDL ratio increased,Investigations
AE:Troponin abnormal,Troponin abnormal,Cardiac disorders
AE:Viral myocarditis,Viral myocarditis,Infections and infestations
AE:Trisomy 18,Trisomy 18,"Congenital, familial and genetic disorders"
AE:Ultrasound antenatal screen,Ultrasound antenatal screen,Investigations
AE:Bone demineralisation,Bone demineralisation,Unclassified
AE:Blood ethanol,Blood ethanol,Unclassified
AE:Polysubstance dependence,Polysubstance dependence,Unclassified
AE:Postmortem blood drug level,Postmortem blood drug level,Unclassified
AE:Administration site bruise,Administration site bruise,Unclassified
AE:Administration site swelling,Administration site swelling,General disorders and administration site conditions
AE:Foetal arrhythmia,Foetal arrhythmia,"Pregnancy, puerperium and perinatal conditions"
AE:Foetal monitoring abnormal,Foetal monitoring abnormal,"Pregnancy, puerperium and perinatal conditions"
AE:Gastrointestinal stoma output abnormal,Gastrointestinal stoma output abnormal,Gastrointestinal disorders
AE:Neuropathic muscular atrophy,Neuropathic muscular atrophy,Unclassified
AE:Obstructive defaecation,Obstructive defaecation,Unclassified
AE:Stoma site dermatitis,Stoma site dermatitis,Skin and subcutaneous tissue disorders
AE:Asteatosis,Asteatosis,Unclassified
AE:Uterine hypertonus,Uterine hypertonus,Reproductive system and breast disorders
AE:Schnitzler's syndrome,Schnitzler's syndrome,Unclassified
AE:Bartter's syndrome,Bartter's syndrome,Unclassified
AE:Cellulite,Cellulite,Unclassified
AE:Corpora cavernosa surgery,Corpora cavernosa surgery,Surgical and medical procedures
AE:Fracture of penis,Fracture of penis,"Injury, poisoning and procedural complications"
AE:Genital contusion,Genital contusion,"Injury, poisoning and procedural complications"
AE:Haemosiderin stain,Haemosiderin stain,Unclassified
AE:Penile blister,Penile blister,Reproductive system and breast disorders
AE:Penile contusion,Penile contusion,"Injury, poisoning and procedural complications"
AE:Penile haematoma,Penile haematoma,Reproductive system and breast disorders
AE:Penile oedema,Penile oedema,Reproductive system and breast disorders
AE:Penile operation,Penile operation,Reproductive system and breast disorders
AE:Penile plaque,Penile plaque,Reproductive system and breast disorders
AE:Pubic pain,Pubic pain,General disorders and administration site conditions
AE:Absence of immediate treatment response,Absence of immediate treatment response,General disorders and administration site conditions
AE:Infantile spasms,Infantile spasms,Unclassified
AE:Intestinal atony,Intestinal atony,Unclassified
AE:SARS-CoV-2 antibody test negative,SARS-CoV-2 antibody test negative,Investigations
AE:Interchange of vaccine products,Interchange of vaccine products,Unclassified
AE:Vaccination site vesicles,Vaccination site vesicles,Unclassified
AE:Vaccine induced antibody absent,Vaccine induced antibody absent,Unclassified
AE:Vaccine interaction,Vaccine interaction,Unclassified
AE:Acute chest syndrome,Acute chest syndrome,Unclassified
AE:Desmoplastic small round cell tumour,Desmoplastic small round cell tumour,"Neoplasms benign, malignant and unspecified"
AE:Skull malformation,Skull malformation,"Congenital, familial and genetic disorders"
AE:Pulmonary malformation,Pulmonary malformation,"Congenital, familial and genetic disorders"
AE:Respiratory tract malformation,Respiratory tract malformation,"Congenital, familial and genetic disorders"
AE:5q minus syndrome,5q minus syndrome,Unclassified
AE:Achromobacter infection,Achromobacter infection,Infections and infestations
AE:Acute biphenotypic leukaemia,Acute biphenotypic leukaemia,"Neoplasms benign, malignant and unspecified"
AE:Acute monocytic leukaemia,Acute monocytic leukaemia,"Neoplasms benign, malignant and unspecified"
AE:Acute myelomonocytic leukaemia,Acute myelomonocytic leukaemia,"Neoplasms benign, malignant and unspecified"
AE:Anti-Muellerian hormone level decreased,Anti-Muellerian hormone level decreased,Investigations
AE:Antithrombin III,Antithrombin III,Unclassified
AE:Aspergilloma,Aspergilloma,Unclassified
AE:BK polyomavirus test positive,BK polyomavirus test positive,Investigations
AE:Biopsy lung abnormal,Biopsy lung abnormal,Investigations
AE:Bone marrow necrosis,Bone marrow necrosis,Blood and lymphatic system disorders
AE:Bordetella infection,Bordetella infection,Infections and infestations
AE:Bronchial polyp,Bronchial polyp,"Neoplasms benign, malignant and unspecified"
AE:Calcineurin inhibitor induced pain syndrome,Calcineurin inhibitor induced pain syndrome,General disorders and administration site conditions
AE:Cardiac sarcoidosis,Cardiac sarcoidosis,Cardiac disorders
AE:Cardiomyopathy acute,Cardiomyopathy acute,Unclassified
AE:Choriocarcinoma,Choriocarcinoma,Unclassified
AE:Chronic hepatitis B,Chronic hepatitis B,Infections and infestations
AE:Chronic lymphocytic leukaemia refractory,Chronic lymphocytic leukaemia refractory,"Neoplasms benign, malignant and unspecified"
AE:Clonal evolution,Clonal evolution,Unclassified
AE:Clostridium colitis,Clostridium colitis,Gastrointestinal disorders
AE:Colony stimulating factor therapy,Colony stimulating factor therapy,General disorders and administration site conditions
AE:Delayed engraftment,Delayed engraftment,Unclassified
AE:Diffuse large B-cell lymphoma stage III,Diffuse large B-cell lymphoma stage III,"Neoplasms benign, malignant and unspecified"
AE:Enterobacter bacteraemia,Enterobacter bacteraemia,Infections and infestations
AE:Enterobacter pneumonia,Enterobacter pneumonia,Infections and infestations
AE:Enteropathy-associated T-cell lymphoma,Enteropathy-associated T-cell lymphoma,"Neoplasms benign, malignant and unspecified"
AE:Enterovirus test positive,Enterovirus test positive,Investigations
AE:Erythroleukaemia,Erythroleukaemia,Unclassified
AE:Fibrinous bronchitis,Fibrinous bronchitis,Infections and infestations
AE:Fluid replacement,Fluid replacement,Surgical and medical procedures
AE:Gastroenteritis cryptosporidial,Gastroenteritis cryptosporidial,Infections and infestations
AE:Gastrosplenic fistula,Gastrosplenic fistula,Unclassified
AE:Granulicatella infection,Granulicatella infection,Infections and infestations
AE:Hemianopia homonymous,Hemianopia homonymous,Unclassified
AE:Hepatic infection fungal,Hepatic infection fungal,Hepatobiliary disorders
AE:Hepatic vein occlusion,Hepatic vein occlusion,Hepatobiliary disorders
AE:Hepatosplenic candidiasis,Hepatosplenic candidiasis,Unclassified
AE:Herpes oesophagitis,Herpes oesophagitis,Infections and infestations
AE:Herpes simplex viraemia,Herpes simplex viraemia,Infections and infestations
AE:Human herpesvirus 7 infection,Human herpesvirus 7 infection,Infections and infestations
AE:Hyponatraemic seizure,Hyponatraemic seizure,Nervous system disorders
AE:Hyposideraemia,Hyposideraemia,Unclassified
AE:Immunodeficiency common variable,Immunodeficiency common variable,Unclassified
AE:Infusion site nerve damage,Infusion site nerve damage,General disorders and administration site conditions
AE:JC virus CSF test positive,JC virus CSF test positive,Investigations
AE:Laryngopharyngitis,Laryngopharyngitis,Unclassified
AE:Leukaemia cutis,Leukaemia cutis,"Neoplasms benign, malignant and unspecified"
AE:Leukaemic infiltration,Leukaemic infiltration,Unclassified
AE:Leukaemic lymphoma,Leukaemic lymphoma,"Neoplasms benign, malignant and unspecified"
AE:Leukoerythroblastosis,Leukoerythroblastosis,Unclassified
AE:Lumbosacral radiculoplexus neuropathy,Lumbosacral radiculoplexus neuropathy,Unclassified
AE:Malignant respiratory tract neoplasm,Malignant respiratory tract neoplasm,"Neoplasms benign, malignant and unspecified"
AE:Marginal zone lymphoma recurrent,Marginal zone lymphoma recurrent,"Neoplasms benign, malignant and unspecified"
AE:Meningitis enterococcal,Meningitis enterococcal,Infections and infestations
AE:Meningitis pneumococcal,Meningitis pneumococcal,Infections and infestations
AE:Metastases to diaphragm,Metastases to diaphragm,Unclassified
AE:Miller Fisher syndrome,Miller Fisher syndrome,Unclassified
AE:Mucocutaneous ulceration,Mucocutaneous ulceration,Unclassified
AE:Multifocal micronodular pneumocyte hyperplasia,Multifocal micronodular pneumocyte hyperplasia,"Neoplasms benign, malignant and unspecified"
AE:Myelodysplastic syndrome with excess blasts,Myelodysplastic syndrome with excess blasts,Unclassified
AE:Nail pigmentation,Nail pigmentation,Unclassified
AE:Osteomyelitis bacterial,Osteomyelitis bacterial,Infections and infestations
AE:Ovarian dysfunction,Ovarian dysfunction,Reproductive system and breast disorders
AE:Paraneoplastic pemphigus,Paraneoplastic pemphigus,Unclassified
AE:Parasitic gastroenteritis,Parasitic gastroenteritis,Infections and infestations
AE:Parvovirus infection,Parvovirus infection,Infections and infestations
AE:Periarticular thenar erythema with onycholysis,Periarticular thenar erythema with onycholysis,Skin and subcutaneous tissue disorders
AE:Pericardial effusion malignant,Pericardial effusion malignant,"Neoplasms benign, malignant and unspecified"
AE:Perineal infection,Perineal infection,Infections and infestations
AE:Perineal necrosis,Perineal necrosis,Unclassified
AE:Periorbital infection,Periorbital infection,Infections and infestations
AE:Peripheral T-cell lymphoma unspecified stage IV,Peripheral T-cell lymphoma unspecified stage IV,"Neoplasms benign, malignant and unspecified"
