drug_id	cluster	pc1	pc2
CHEMBL272980	15	0.42175102	-0.1498537
CHEMBL27759	15	0.4987694	-0.23271252
CHEMBL2107885	17	0.82094055	-0.3709006
CHEMBL17350	11	0.6238882	-0.48776856
CHEMBL5314384	13	0.6638616	-0.49752307
CHEMBL354077	11	0.30627552	-0.22560675
CHEMBL254328	17	0.50260687	-0.27824244
CHEMBL355200	19	0.38118085	-0.32361257
CHEMBL4297923	17	0.4205525	-0.19069786
CHEMBL1770248	17	0.48926508	-0.1746426
CHEMBL4297333	13	0.529662	-0.20779963
CHEMBL3301607	13	0.44103664	-0.26112574
CHEMBL5314380	19	0.5285325	-0.39640948
CHEMBL940	11	0.41067544	-0.25360733
CHEMBL2109364	13	0.42581534	-0.34306294
CHEMBL4297289	15	0.5155736	-0.04826778
CHEMBL2109410	6	0.46717578	-0.60342115
CHEMBL14762	15	0.5049642	-0.30145067
CHEMBL2106370	7	0.4024626	-0.25794607
CHEMBL1983268	13	0.30744034	-0.09042153
CHEMBL1761322	17	0.5373722	-0.37923583
CHEMBL2103791	11	0.6801243	-0.3457356
CHEMBL4594547	17	0.48340732	-0.27003977
CHEMBL3639788	17	0.5188459	-0.18965837
CHEMBL4297549	13	0.36963964	-0.36818746
CHEMBL2103847	11	0.2636685	-0.27359545
CHEMBL282686	17	0.7264757	-0.13110107
CHEMBL1100	11	0.43583983	-0.47881088
CHEMBL2109286	15	0.52093184	-0.14960325
CHEMBL3989512	15	0.43448806	-0.34042445
CHEMBL2109288	15	0.41341367	-0.40579334
CHEMBL704	13	0.5270535	-0.27621967
CHEMBL94657	15	0.41117322	-0.28093415
CHEMBL4594455	15	0.33575693	-0.3226413
CHEMBL3545372	15	0.40969703	-0.30365422
CHEMBL1819077	19	0.55891263	-0.3534741
CHEMBL27810	19	0.4255252	-0.2545951
CHEMBL159226	19	0.44373584	-0.11521274
CHEMBL2105755	19	0.62949777	-0.27249232
CHEMBL2448612	19	0.5559038	-0.28459987
CHEMBL3989677	19	0.6796055	-0.38076416
CHEMBL1201132	19	0.6198946	-0.33333737
CHEMBL4297091	19	0.6214195	-0.35049152
CHEMBL1201463	19	0.51642704	-0.3381608
CHEMBL2062264	19	0.4854921	-0.1417445
CHEMBL3989716	19	0.536548	-0.20195529
CHEMBL1200665	19	0.66396594	-0.33963394
CHEMBL1237055	19	0.60199666	-0.48562887
CHEMBL274654	13	0.50721705	-0.35075608
CHEMBL3828009	13	0.7034251	-0.2680207
CHEMBL3545300	13	0.39200953	-0.16462687
CHEMBL134	19	0.4375291	-0.22307009
CHEMBL1200432	19	0.5570974	-0.35836717
CHEMBL3833353	19	0.4896134	-0.31951955
CHEMBL3989509	17	0.6062676	-0.069986165
CHEMBL3544910	15	0.701991	-0.23081055
CHEMBL471498	11	0.47239685	0.046902657
CHEMBL4650326	13	0.6096805	-0.39465147
CHEMBL2178570	19	0.394393	-0.21385771
CHEMBL281764	19	0.62432176	-0.47403452
CHEMBL5095032	19	0.4463861	-0.2875319
CHEMBL472	6	0.44074947	-0.5044587
CHEMBL2103825	17	0.55741537	-0.3642257
CHEMBL428690	15	0.3485785	-0.31537664
CHEMBL4297911	13	0.5859019	-0.4917761
CHEMBL19	17	0.6057272	-0.26270735
CHEMBL3905910	15	0.75325876	-0.24661848
CHEMBL257704	19	0.55305755	-0.1738823
CHEMBL3894860	15	0.41224486	-0.22211945
CHEMBL1200469	19	0.6052761	-0.018700063
CHEMBL2108316	15	0.24596873	-0.35995445
CHEMBL3989962	17	0.6511957	-0.5435902
CHEMBL3545203	11	0.600128	-0.050800353
CHEMBL3545216	6	0.4301088	-0.5459377
CHEMBL445813	15	0.3482322	-0.30105332
CHEMBL3137304	7	0.39205274	-0.0838778
CHEMBL2105762	17	0.6237195	-0.31552833
CHEMBL1276308	15	0.52540046	-0.35862988
CHEMBL1473	15	0.6676712	-0.26890424
CHEMBL1200617	15	0.60620594	-0.3574103
CHEMBL227529	7	0.5341613	-0.14256147
CHEMBL1200948	19	0.5260725	-0.31839916
CHEMBL2062163	19	0.47067124	-0.33989078
CHEMBL1201064	15	0.53480077	-0.12778676
CHEMBL1574	17	0.7287537	-0.5478303
CHEMBL4297732	17	0.7346113	-0.18647954
CHEMBL61872	11	0.5206911	-0.49394298
CHEMBL4297232	17	0.6370957	-0.3881123
CHEMBL1743013	17	0.77826303	-0.51056087
CHEMBL3716057	17	0.6610267	-0.31730354
CHEMBL2108568	13	0.6043597	-0.36273295
CHEMBL1091644	13	0.6386204	-0.20526265
CHEMBL1201539	17	0.633796	-0.25356025
CHEMBL1071	17	0.52157956	-0.24530537
CHEMBL1200463	17	0.7245535	-0.40821576
CHEMBL898	17	0.5700285	-0.28196436
CHEMBL108	11	0.5309625	-0.22172627
CHEMBL4650285	13	0.60807145	-0.2867149
CHEMBL3039515	6	0.53704745	-0.40533176
CHEMBL3707318	19	0.66738874	-0.45466727
CHEMBL256087	11	0.5230782	-0.2758066
CHEMBL1201574	11	0.54309535	-0.19960837
CHEMBL3545165	11	0.52268726	-0.58961576
CHEMBL1231	19	0.51005507	-0.19896322
CHEMBL2218917	19	0.3407561	-0.23604795
CHEMBL1200764	19	0.61152667	-0.18801978
CHEMBL1611	11	0.5899637	-0.4821462
CHEMBL278819	19	0.67757624	-0.46159473
CHEMBL304902	19	0.35139024	-0.2677342
CHEMBL559478	17	0.74271476	-0.114657134
CHEMBL1200636	19	0.6545921	-0.2921635
CHEMBL1711	19	0.6339711	-0.29033953
CHEMBL1200745	19	0.68301207	-0.30336106
CHEMBL529437	11	0.45449328	-0.21401265
CHEMBL4297599	15	0.354739	-0.42267948
CHEMBL1334033	15	0.5553704	-0.115249336
CHEMBL4298004	13	0.34923282	-0.37610114
CHEMBL4297545	19	0.63523126	-0.32889786
CHEMBL3989406	17	0.6862227	-0.34229988
CHEMBL1200341	11	0.5088537	-0.37373975
CHEMBL1201486	11	0.26763043	-0.32422772
CHEMBL4297596	13	0.46298802	-0.42937726
CHEMBL6068340	17	0.71110785	-0.16948706
CHEMBL303960	19	0.6422502	-0.10323179
CHEMBL334966	19	0.6645978	-0.37077063
CHEMBL489	15	0.5425464	-0.276014
CHEMBL3545210	17	0.77279484	-0.30734873
CHEMBL1201151	13	0.5751506	-0.24629277
CHEMBL1201477	13	0.65686303	-0.42332125
CHEMBL3707320	13	0.4095677	-0.19726248
CHEMBL570015	19	0.4609499	-0.37992552
CHEMBL3989968	19	0.53159404	-0.33570763
CHEMBL1752	19	0.5359665	-0.3627556
CHEMBL1173055	15	0.42555887	-0.23746845
CHEMBL2051955	11	0.39993426	-0.31992576
CHEMBL655	11	0.48771483	-0.122733355
CHEMBL1568698	11	0.43316388	-0.34035683
CHEMBL2109090	13	0.5269105	-0.3100478
CHEMBL4650393	13	0.63791615	-0.31940913
CHEMBL2109092	17	0.7343355	-0.31562495
CHEMBL3360975	15	0.590406	-0.22063962
CHEMBL4594515	15	0.48777914	-0.2696815
CHEMBL3833306	15	0.43631083	-0.36918843
CHEMBL1643880	19	0.30632564	-0.39492583
CHEMBL783	11	0.5617742	-0.4185414
CHEMBL2106829	11	0.43939304	-0.20615222
CHEMBL49642	15	0.5023076	-0.28472492
CHEMBL4298097	17	0.568608	-0.11316565
CHEMBL544665	19	0.55120736	-0.53584087
CHEMBL4298178	13	0.62507397	-0.32107925
CHEMBL2105233	17	0.5147524	-0.3159908
CHEMBL3989834	17	0.8271055	-0.22935843
CHEMBL1111	19	0.60873854	-0.21828695
CHEMBL2364649	13	0.5658814	-0.22819653
CHEMBL545315	13	0.51116586	-0.44821292
CHEMBL3545154	13	0.3539175	-0.18201947
CHEMBL3545200	13	0.47765982	-0.28651616
CHEMBL1200703	11	0.4512598	-0.18349917
CHEMBL4297551	6	0.5753844	-0.4118294
CHEMBL270995	13	0.44958216	-0.27806506
CHEMBL3039504	13	0.6476764	-0.49848172
CHEMBL3989929	6	0.4169962	-0.3406378
CHEMBL3912251	17	0.6015028	-0.18286684
CHEMBL2109643	7	0.51089567	-0.14172149
CHEMBL276711	13	0.52833056	-0.41655663
CHEMBL3545401	13	0.66923505	-0.39415675
CHEMBL346631	13	0.4653917	-0.16423458
CHEMBL3544988	15	0.39216098	-0.2055591
CHEMBL1201549	19	0.58726174	-0.2689374
CHEMBL3622533	15	0.48679996	-0.29886997
CHEMBL178803	19	0.6529851	-0.42285433
CHEMBL219916	7	0.4599234	-0.09769562
CHEMBL1201154	19	0.6393627	-0.4450257
CHEMBL1257040	19	0.46133226	-0.46892244
CHEMBL1200411	19	0.5035222	-0.08151072
CHEMBL1201052	17	0.75458986	-0.34385553
CHEMBL1790041	19	0.765325	-0.36468115
CHEMBL1195136	15	0.4702955	-0.12268123
CHEMBL220360	19	0.66004336	-0.39072475
CHEMBL383824	13	0.35173237	-0.22956418
CHEMBL30	19	0.439283	-0.27572262
CHEMBL1200578	19	0.5662836	-0.46794784
CHEMBL412262	17	0.61440706	-0.23795424
CHEMBL1200705	19	0.38188854	-0.3744237
CHEMBL1706	19	0.5269095	-0.42313564
CHEMBL1200379	19	0.53749645	-0.2667535
CHEMBL2106195	19	0.6330389	-0.43598592
CHEMBL279785	13	0.37974253	-0.15113032
CHEMBL565612	13	0.40150702	-0.38174233
CHEMBL4594457	17	0.70645005	-0.4249333
CHEMBL2108481	13	0.6269791	-0.10962972
CHEMBL4228124	17	0.5674059	-0.12957236
CHEMBL696	11	0.42288664	-0.5086802
CHEMBL1714	11	0.50845385	-0.23885278
CHEMBL489095	19	0.4994982	-0.19134583
CHEMBL2108818	13	0.47081864	-0.15288073
CHEMBL2110737	6	0.3270283	-0.34988186
CHEMBL1201130	17	0.2770751	-0.2768877
CHEMBL4594536	6	0.6021068	-0.4715572
CHEMBL3833320	19	0.74741656	-0.56782585
CHEMBL4297858	1	0.63338226	-0.23539741
CHEMBL4650220	19	0.64520615	-0.44278252
CHEMBL3287735	15	0.59028536	-0.26727223
CHEMBL1770916	13	0.3253964	-0.37964672
CHEMBL1743008	17	0.63221526	-0.28772026
CHEMBL236593	17	0.6789286	-0.3955041
CHEMBL2360464	17	0.5486813	-0.1042884
CHEMBL572881	13	0.68690246	-0.40833253
CHEMBL3244648	17	0.6278519	-0.3018644
CHEMBL2107797	15	0.51314867	-0.42770737
CHEMBL2105684	13	0.547572	-0.41964036
CHEMBL52333	17	0.7167594	-0.14619708
CHEMBL592435	19	0.54127884	-0.09570283
CHEMBL1614701	13	0.59721357	-0.44599408
CHEMBL3989819	17	0.7758074	-0.30724126
CHEMBL919	11	0.50957125	-0.43100232
CHEMBL2138684	19	0.5067302	-0.3800618
CHEMBL1201003	19	0.51160574	-0.44206938
CHEMBL1829335	19	0.63861483	-0.30792353
CHEMBL5314393	19	0.48474938	-0.18841603
CHEMBL1200618	7	0.5674836	-0.110550076
CHEMBL2108361	13	0.5001546	-0.37634987
CHEMBL1677	17	0.55409527	-0.38675365
CHEMBL636	17	0.7125406	-0.28170115
CHEMBL4594301	11	0.51158893	-0.152414
CHEMBL3301622	13	0.50598544	-0.04326284
CHEMBL1236936	19	0.55268335	-0.30551308
CHEMBL2062276	19	0.45714217	-0.1524975
CHEMBL1783282	11	0.3687555	-0.3511926
CHEMBL856	11	0.31661862	-0.250629
CHEMBL2068724	11	0.53126734	-0.31474477
CHEMBL4650487	13	0.5976795	-0.4641437
CHEMBL3989909	13	0.5262515	-0.21943171
CHEMBL3989689	17	0.49972326	-0.2591855
CHEMBL4297648	13	0.6421461	-0.47055888
CHEMBL3833344	15	0.33466855	-0.09425482
CHEMBL4297939	15	0.5256717	-0.4838578
CHEMBL1614650	15	0.48805833	0.037680715
CHEMBL2103796	15	0.60893947	-0.15214312
CHEMBL77305	15	0.6081383	-0.4414521
CHEMBL1200409	11	0.4896118	-0.26597488
CHEMBL2107313	15	0.52235365	-0.05766985
CHEMBL3813842	13	0.39194444	-0.21467109
CHEMBL1200440	11	0.5256235	-0.41641468
CHEMBL918	11	0.55912805	-0.14803883
CHEMBL603	19	0.48800462	-0.13118976
CHEMBL1200549	11	0.55566585	-0.3573087
CHEMBL1201823	13	0.5320424	-0.26618654
CHEMBL6068478	13	0.55444825	-0.058362573
CHEMBL1364551	19	0.45478064	-0.26158178
CHEMBL612	11	0.6300123	-0.4657994
CHEMBL3544906	17	0.6082865	-0.38410068
CHEMBL207538	11	0.59545803	-0.32773113
CHEMBL117785	17	0.6173759	-0.26087126
CHEMBL5095273	15	0.5346099	-0.23522256
CHEMBL1743028	15	0.48666924	-0.29929397
CHEMBL1257	11	0.2842293	-0.24993432
CHEMBL3545308	17	0.6403669	-0.33587772
CHEMBL3786343	13	0.60427576	-0.25259143
CHEMBL2103826	15	0.46750504	-0.25581336
CHEMBL422872	6	0.46849215	-0.5926065
CHEMBL3707395	17	0.6749557	-0.2469196
CHEMBL1201513	13	0.44140244	-0.37749618
CHEMBL4297938	15	0.3351411	-0.3270791
CHEMBL2109263	17	0.7093568	-0.28990597
CHEMBL521589	19	0.5770291	-0.35355243
CHEMBL2218893	7	0.42711866	-0.2016682
CHEMBL2012520	19	0.54535556	-0.08816144
CHEMBL1200833	19	0.54744095	-0.3245191
CHEMBL1200920	19	0.5749578	-0.22926852
CHEMBL500	19	0.421016	-0.23555052
CHEMBL43048	19	0.49153185	-0.4915293
CHEMBL562318	19	0.52801716	-0.49136347
CHEMBL1134	11	0.5164493	-0.28696707
CHEMBL1950651	19	0.6094212	-0.16282354
CHEMBL197669	19	0.44125676	-0.4322695
CHEMBL3694769	17	0.64051455	-0.32159057
CHEMBL1409	19	0.4806043	-0.3267572
CHEMBL1200710	17	0.61104417	-0.24078834
CHEMBL452	11	0.39476627	-0.40020248
CHEMBL2107384	17	0.72879404	-0.12104297
CHEMBL2103799	11	0.4726565	-0.20872624
CHEMBL2017974	13	0.4211814	-0.20193024
CHEMBL5267842	19	0.51236516	-0.34921813
CHEMBL18	17	0.47220188	-0.24964729
CHEMBL2108427	19	0.5461567	-0.1616603
CHEMBL243712	19	0.3595786	-0.34995884
CHEMBL1201831	13	0.35043553	-0.2383423
CHEMBL2107349	17	0.78141433	-0.4146967
CHEMBL2348780	15	0.4866953	-0.1389912
CHEMBL2108292	17	0.5362468	-0.1623459
CHEMBL1200339	19	0.6217042	-0.3557194
CHEMBL723	19	0.6303642	-0.19780682
CHEMBL3545104	19	0.52569497	-0.4501779
CHEMBL4297837	13	0.45637268	-0.18181469
CHEMBL605	11	0.3896544	-0.2170848
CHEMBL4594378	15	0.5598325	-0.25275156
CHEMBL1743066	13	0.42537716	-0.2862919
CHEMBL4297404	17	0.6613688	-0.34620807
CHEMBL3184437	11	0.3453447	-0.22388422
CHEMBL545437	17	0.80630815	-0.19629848
CHEMBL738	11	0.4443844	-0.15902127
CHEMBL448	11	0.5187856	-0.33565047
CHEMBL1200606	11	0.44052702	-0.40525067
CHEMBL4650332	17	0.608417	-0.1295509
CHEMBL4297223	17	0.4906693	-0.23997958
CHEMBL2336071	17	0.67815936	-0.38937134
CHEMBL576982	13	0.44628304	-0.28585216
CHEMBL2103851	13	0.51778805	-0.322962
CHEMBL482968	13	0.37446448	-0.40803185
CHEMBL4297456	13	0.5953991	-0.25132668
CHEMBL2005186	13	0.5071585	-0.027698755
CHEMBL467399	15	0.6803826	-0.29797643
CHEMBL4594251	13	0.3725947	-0.14131567
CHEMBL3545370	13	0.60102004	-0.39659074
CHEMBL2109621	13	0.2738214	-0.4153761
CHEMBL25202	15	0.54254854	-0.23836254
CHEMBL1399	19	0.5268245	-0.24335669
CHEMBL2103761	11	0.53318197	-0.32383204
CHEMBL4594288	11	0.6508435	-0.3976332
CHEMBL2108724	19	0.7010436	-0.39762104
CHEMBL1428	11	0.6492365	-0.037345916
CHEMBL506569	11	0.47226226	-0.19301866
CHEMBL2109498	17	0.51546675	-0.29443896
CHEMBL1534525	11	0.6313613	-0.21442382
CHEMBL1311	19	0.48931724	-0.3103963
CHEMBL1743048	6	0.59647405	-0.3471902
CHEMBL3287218	19	0.44406152	-0.34896728
CHEMBL3707400	11	0.4574687	-0.27888572
CHEMBL4298012	17	0.64592874	-0.34240377
CHEMBL3989869	15	0.49143225	-0.20620051
CHEMBL2316582	13	0.51946455	-0.053293854
CHEMBL3545413	13	0.6396466	-0.2500046
CHEMBL2106468	13	0.32455137	-0.5768994
CHEMBL5314408	13	0.52770585	-0.4593548
CHEMBL1642	13	0.5756231	-0.22505783
CHEMBL2108628	15	0.43433684	-0.20081964
CHEMBL5416410	13	0.30643916	-0.41506407
CHEMBL3707324	13	0.39687958	-0.38485184
CHEMBL1743039	13	0.5846075	-0.51218784
CHEMBL3545366	13	0.36685225	-0.30116704
CHEMBL2105740	17	0.7095356	-0.3377218
CHEMBL3907479	13	0.5324198	-0.41058585
CHEMBL282724	19	0.5155244	-0.21217684
CHEMBL3360203	13	0.67127955	-0.22095807
CHEMBL2387080	13	0.41989785	-0.3076632
CHEMBL4298093	17	0.68449724	-0.33501032
CHEMBL1201740	13	0.6391593	-0.38654923
CHEMBL23261	19	0.5095525	-0.045718193
CHEMBL2108747	6	0.5600621	-0.5209869
CHEMBL2108767	6	0.3902245	-0.31466582
CHEMBL4297522	13	0.6508345	-0.22280647
CHEMBL522892	13	0.5810785	-0.3864059
CHEMBL1200641	11	0.3876245	-0.3697414
CHEMBL356388	11	0.50547874	-0.33616328
CHEMBL5095025	13	0.5849882	-0.1544098
CHEMBL4297187	13	0.59144014	-0.39744654
CHEMBL2219421	13	0.3014984	-0.40407607
CHEMBL3644672	13	0.45924228	-0.022865564
CHEMBL3408248	13	0.43666738	-0.34778792
CHEMBL1742988	17	0.5579021	-0.44433704
CHEMBL3545183	19	0.50273377	-0.24022983
CHEMBL4594401	13	0.57047224	-0.37557796
CHEMBL4297686	15	0.44654572	-0.16875
CHEMBL1744447	17	0.76009566	-0.25168934
CHEMBL4101807	1	0.3718941	-0.2641899
CHEMBL41632	15	0.384499	-0.3177606
CHEMBL43452	15	0.5209714	-0.21700725
CHEMBL2109467	13	0.47887617	-0.043361396
CHEMBL1551724	15	0.3620516	-0.27850142
CHEMBL4297458	17	0.52628684	-0.088404596
CHEMBL2104964	17	0.6831167	-0.34222445
CHEMBL84158	19	0.76384157	-0.38258117
CHEMBL2386081	19	0.6120404	-0.22372825
CHEMBL1742428	19	0.41706613	-0.33325297
CHEMBL1823681	19	0.64803517	-0.3855759
CHEMBL5314391	13	0.32774457	-0.32563055
CHEMBL2181753	19	0.52254295	-0.37266546
CHEMBL3545006	13	0.5918129	-0.34941566
CHEMBL3182733	19	0.3473803	-0.4330565
CHEMBL3545196	13	0.24538848	-0.33699113
CHEMBL53418	15	0.5126558	-0.3198063
CHEMBL191413	19	0.60078496	-0.32843414
CHEMBL4650323	6	0.6356481	-0.36837173
CHEMBL146506	15	0.5093784	-0.47366625
CHEMBL478858	17	0.50727266	-0.21993493
CHEMBL4297329	15	0.54546225	-0.31317526
CHEMBL2016893	15	0.43729717	-0.3847605
CHEMBL592374	11	0.41479155	-0.13110939
CHEMBL4545915	13	0.45683384	-0.09526205
CHEMBL3989830	11	0.5942206	-0.3927722
CHEMBL6067642	19	0.38196793	-0.19577585
CHEMBL4303214	13	0.28879645	-0.43947473
CHEMBL1684984	13	0.5104337	-0.30896872
CHEMBL1201178	17	0.68507785	-0.28309903
CHEMBL2108413	13	0.60293055	-0.27581704
CHEMBL5095312	15	0.27505156	-0.39243156
CHEMBL1083390	19	0.6328913	-0.27003354
CHEMBL4297852	13	0.46458864	-0.4835296
CHEMBL3659497	13	0.54433227	-0.18591288
CHEMBL289351	15	0.41206962	-0.31057644
CHEMBL4297638	17	0.6689645	-0.13345888
CHEMBL2103875	13	0.6274104	-0.08589685
CHEMBL2146883	13	0.7326976	-0.53757143
CHEMBL517427	11	0.39947507	-0.53546476
CHEMBL4297555	17	0.6000997	-0.23087579
CHEMBL4297573	7	0.5098078	-0.017811328
CHEMBL96172	15	0.33346772	-0.2656912
CHEMBL428647	15	0.4971677	-0.29109803
CHEMBL2074972	17	0.6168519	-0.17565508
CHEMBL3544913	11	0.46825725	-0.27098927
CHEMBL1289494	13	0.41870677	-0.22445568
CHEMBL333021	13	0.74304396	-0.63949054
CHEMBL4297987	15	0.40763515	-0.28049442
CHEMBL1200654	11	0.3682141	-0.26923662
CHEMBL2109598	13	0.44852942	-0.020753741
CHEMBL3707243	19	0.6941285	-0.27331072
CHEMBL2109607	13	0.4783271	-0.15769683
CHEMBL2108986	19	0.67233396	-0.31481558
CHEMBL2108713	17	0.6057325	-0.24370919
CHEMBL1542	6	0.4607494	-0.39590612
CHEMBL2111051	19	0.559355	-0.33507404
CHEMBL3707280	7	0.36029035	-0.15314096
CHEMBL4297590	19	0.5193931	-0.284004
CHEMBL3545270	19	0.45103282	-0.23846334
CHEMBL2107822	19	0.38643682	-0.34432957
CHEMBL1529	19	0.5818367	-0.3644123
CHEMBL1742997	15	0.5936597	-0.11069238
CHEMBL1240	19	0.48307818	-0.3450911
CHEMBL1200880	19	0.66309756	-0.23367432
CHEMBL476960	11	0.2830716	-0.12807333
CHEMBL3990038	13	0.4087436	-0.25411254
CHEMBL3545092	15	0.5234134	-0.23947391
CHEMBL1743078	13	0.68127054	-0.29001558
CHEMBL572284	15	0.4588846	-0.31467882
CHEMBL429736	19	0.58860856	-0.13132596
CHEMBL395429	19	0.70526284	-0.278992
CHEMBL4650318	15	0.5819757	-0.24854721
CHEMBL1200993	11	0.3981551	-0.12425712
CHEMBL2103870	15	0.41979888	-0.10648772
CHEMBL58323	11	0.579972	-0.32705298
CHEMBL1095	11	0.44220382	-0.48616302
CHEMBL3990029	13	0.5456399	-0.22428687
CHEMBL93645	17	0.6353338	0.01244548
CHEMBL189171	17	0.5186421	-0.42608246
CHEMBL3989754	17	0.65063995	-0.20148094
CHEMBL4298195	17	0.5732624	-0.17582549
CHEMBL1201567	7	0.45109588	-0.22353847
CHEMBL969	11	0.4668088	-0.22561112
CHEMBL395091	11	0.5217176	-0.23837191
CHEMBL1922094	13	0.49085522	-0.5723461
CHEMBL1069	17	0.67745024	-0.2182614
CHEMBL4297717	13	0.41202286	-0.44995508
CHEMBL2109374	13	0.30072337	-0.09360674
CHEMBL4297236	13	0.60875475	-0.19219702
CHEMBL2108339	13	0.60231715	-0.603449
CHEMBL1046	13	0.60614187	-0.50240177
CHEMBL2109337	14	0.27419454	-0.3487487
CHEMBL3544992	13	0.45852363	-0.26978236
CHEMBL1207366	11	0.474244	-0.20191342
CHEMBL1742992	13	0.70824313	-0.17929965
CHEMBL1200969	17	0.40917888	-0.20539574
CHEMBL1751	11	0.31520456	-0.37030837
CHEMBL3945728	17	0.59903467	-0.22197816
CHEMBL4802163	13	0.5994734	-0.54287606
CHEMBL4297507	13	0.5188286	-0.4624912
CHEMBL2108151	17	0.69673586	-0.3218775
CHEMBL2364628	15	0.6771537	-0.5845764
CHEMBL2108341	13	0.5355486	-0.19482327
CHEMBL4594611	13	0.467596	-0.061439514
CHEMBL4650292	13	0.71858317	-0.329733
CHEMBL111659	11	0.51840055	-0.25272113
CHEMBL4594254	11	0.4539584	-0.2284692
CHEMBL4802154	13	0.55487496	-0.38561305
CHEMBL2109137	17	0.54574984	-0.1778467
CHEMBL402548	15	0.32853347	-0.2181905
CHEMBL4594446	17	0.6429079	-0.32119623
CHEMBL3545189	13	0.5217655	-0.39893878
CHEMBL4297873	6	0.6316118	-0.6212378
CHEMBL4206492	19	0.5229552	-0.13857394
CHEMBL1201419	17	0.77151763	-0.45894948
CHEMBL1567328	17	0.6061836	-0.21413727
CHEMBL2178578	13	0.48926598	-0.31614572
CHEMBL3669417	17	0.50080264	-0.09120461
CHEMBL4297788	13	0.44445354	-0.4671383
CHEMBL4094894	11	0.5630388	-0.12361896
CHEMBL2109264	13	0.4337049	-0.25515372
CHEMBL1201608	13	0.7038905	-0.14827156
CHEMBL3039529	11	0.4190014	-0.5987387
CHEMBL490029	17	0.5158931	-0.21784066
CHEMBL107367	15	0.6315214	-0.11021963
CHEMBL1232583	15	0.60422397	-0.21662623
CHEMBL552212	15	0.5084708	-0.36315793
CHEMBL538943	15	0.43501818	-0.25272572
CHEMBL3989914	13	0.37656972	-0.2754869
CHEMBL295698	17	0.4379105	-0.24869
CHEMBL3264610	15	0.5040994	-0.2593084
CHEMBL1908376	15	0.56099874	-0.16965485
CHEMBL1287935	18	0.37826812	0.017170042
CHEMBL1200461	19	0.5279967	-0.39646804
CHEMBL1200890	6	0.4625066	-0.5081581
CHEMBL2109058	15	0.33349344	-0.26230472
CHEMBL4650216	19	0.55067885	-0.45498165
CHEMBL304087	17	0.48809355	-0.2144219
CHEMBL1200323	19	0.5507189	-0.4317571
CHEMBL1200494	19	0.5376489	-0.27853426
CHEMBL654	19	0.48775333	-0.3791837
CHEMBL3989865	11	0.38785648	-0.46636474
CHEMBL4594472	13	0.62256896	-0.098760724
CHEMBL2103882	13	0.6951853	-0.4154181
CHEMBL1200874	11	0.4756965	-0.1969789
CHEMBL3402762	13	0.52600944	-0.07582918
CHEMBL3764045	13	0.42796683	-0.17951807
CHEMBL1236107	13	0.5308938	-0.107067436
CHEMBL4461070	13	0.7809978	-0.37404376
CHEMBL3545299	13	0.5781258	-0.29022497
CHEMBL496102	13	0.6025781	-0.56872654
CHEMBL325424	17	0.6649174	-0.18327568
CHEMBL967	11	0.58736455	-0.2578978
CHEMBL3188993	19	0.41531673	-0.22866587
CHEMBL1200419	19	0.4334979	-0.3135869
CHEMBL1200798	19	0.537664	-0.32405624
CHEMBL4298138	13	0.51066846	-0.20821236
CHEMBL1088751	13	0.6675267	-0.33959964
CHEMBL190333	13	0.7497675	-0.33579552
CHEMBL5315049	17	0.71967906	-0.17251429
CHEMBL1521	11	0.37171128	-0.18719243
CHEMBL1200952	11	0.5154176	-0.48175257
CHEMBL1200724	17	0.62569493	-0.416627
CHEMBL1501	15	0.6768463	-0.23226124
CHEMBL1200877	17	0.7341237	-0.43252912
CHEMBL1200386	6	0.5235672	-0.4422514
CHEMBL904	17	0.6131601	-0.30477148
CHEMBL1569487	17	0.62915784	-0.24355085
CHEMBL2109553	17	0.4941908	-0.44607148
CHEMBL1743050	13	0.5618013	-0.26675326
CHEMBL2108964	17	0.65449154	-0.17919709
CHEMBL2108968	13	0.5783211	-0.10577348
CHEMBL146095	17	0.6313127	-0.35239634
CHEMBL1201124	17	0.5862229	-0.31554806
CHEMBL2108677	13	0.58312666	-0.060772866
CHEMBL1255654	11	0.38603964	-0.21311472
CHEMBL698	11	0.5193793	-0.38838905
CHEMBL1201569	17	0.7180398	-0.44220254
CHEMBL2109379	19	0.39211142	-0.18753088
CHEMBL3590106	13	0.5095611	-0.20805974
CHEMBL3989559	17	0.60559076	-0.46249124
CHEMBL482767	15	0.38206154	-0.07196778
CHEMBL3707322	13	0.54420155	-0.15741393
CHEMBL4297986	6	0.4518932	-0.3391897
CHEMBL296522	19	0.6399291	-0.21851152
CHEMBL4297229	13	0.5013701	-0.3332578
CHEMBL2107870	6	0.46832418	-0.3052599
CHEMBL14	19	0.6515596	-0.45828408
CHEMBL1722209	19	0.73056	-0.478131
CHEMBL4647810	15	0.6185009	-0.06479421
CHEMBL10878	19	0.31815064	-0.14644405
CHEMBL2108459	6	0.56792563	-0.3776319
CHEMBL6995	17	0.7125078	-0.25700453
CHEMBL1079175	13	0.55326086	-0.33092394
CHEMBL1742466	19	0.6064538	-0.36772096
CHEMBL1204165	19	0.55831033	-0.15568338
CHEMBL1200870	19	0.43472123	-0.07972932
CHEMBL2361370	19	0.5223701	-0.38538322
CHEMBL1200813	17	0.7019568	-0.12568232
CHEMBL2338329	15	0.384181	-0.30565238
CHEMBL29741	11	0.22099876	-0.27932867
CHEMBL1200334	11	0.58820647	-0.16841237
