drug_name	n_signals	n_female_higher	n_male_higher	mean_log_ratio	max_log_ratio	min_log_ratio	female_pct
SODIUM PHENYLBUTYRATE;TAURURSODIOL	2	1	1	0.013584068450497755	0.5405796150557212	-0.5134114781547257	50.0
TRAMETINIB, TRIAL	2	0	2	-0.6139950511294403	-0.5186009779889531	-0.7093891242699275	0.0
EMAPALUMAB	2	2	0	1.233112581573783	1.495373059173275	0.9708521039742908	100.0
SODIUM GLYCEROPHOSPHATE	2	0	2	-1.0008453287216348	-0.9842987425595306	-1.017391914883739	0.0
IVACAFTOR, TRIAL	2	0	2	-1.1525632037038518	-1.1369364844581087	-1.1681899229495947	0.0
ALUMINIUM	2	0	2	-2.716278127666241	-2.4591795858334056	-2.973376669499077	0.0
ISONIAZID;RIFAMPICIN	2	1	1	0.015956983515743317	0.5375106582414225	-0.5055966912099359	50.0
ROXITHROMYCIN	2	0	2	-0.9529351447201242	-0.8541780846237961	-1.0516922048164523	0.0
TORIPALIMAB	2	2	0	0.6819501327504662	0.8557351284800295	0.508165137020903	100.0
ADUCANUMAB	2	1	1	0.026761495983110617	0.577061211973052	-0.5235382200068308	50.0
TOLODODEKIN ALFA	2	2	0	0.5294887759761433	0.532434830576424	0.5265427213758627	100.0
ALTIZIDE;SPIRONOLACTONE	2	0	2	-0.9631301228737268	-0.8321623979723789	-1.0940978477750747	0.0
INTERFERON ALFA-2A	2	2	0	1.1765248369248185	1.3693719330213892	0.9836777408282478	100.0
ALPROSTADIL	2	1	1	-0.15617281303612018	2.0016088523339515	-2.313954478406192	50.0
LEBRIKIZUMAB	2	0	2	-0.6289254084165544	-0.540791972991544	-0.7170588438415648	0.0
EGG PHOSPHOLIPIDS\GLYCERIN\MEDIUM-CHAIN TRIGLYCERIDES\SOYBEAN OIL	2	0	2	-0.5811686544878463	-0.56944498937133	-0.5928923196043625	0.0
TRIMETAZIDINE	2	0	2	-0.842869901779957	-0.6718728241932959	-1.0138669793666182	0.0
RUXOLITINIB, TRIAL	2	2	0	0.5765535492404462	0.6447515054993984	0.508355592981494	100.0
AMILORIDE;HYDROCHLOROTHIAZIDE	2	1	1	-0.06687490203144564	0.9327102795137092	-1.0664600835766005	50.0
IBUPROFEN;PHENYLEPHRINE	2	0	2	-0.6757511395695884	-0.590804854134747	-0.7606974250044298	0.0
IBUPROFEN;PSEUDOEPHEDRINE	2	0	2	-1.0514506811782152	-0.8914425226435538	-1.2114588397128765	0.0
LIDOCAINE;PRILOCAINE	2	1	1	0.15501443731692344	0.8809844354299068	-0.5709555607960599	50.0
SINTILIMAB	2	2	0	0.79108402752772	0.8482649138324407	0.7339031412229993	100.0
TETRAZEPAM	2	0	2	-0.718664788454807	-0.6330490331155172	-0.8042805437940967	0.0
DOXYLAMINE SUCCINATE	2	1	1	0.2799380978463135	1.1209701351722834	-0.5610939394796564	50.0
SALBUTAMOL;BUDESONIDE	2	0	2	-0.6155300461221818	-0.6051319663233681	-0.6259281259209954	0.0
DOXYLAMINE;VITAMIN B6	2	0	2	-2.3179003049526945	-2.205776521327426	-2.430024088577963	0.0
EPIRUBICIN HYDROCHLORIDE	2	0	2	-1.181064618127692	-1.014863792229471	-1.347265444025913	0.0
CEFACLOR	2	1	1	-0.675423520469948	0.5701802527855913	-1.9210272937254873	50.0
FACTOR VIIA	2	2	0	1.1346309468609979	1.642570926432724	0.6266909672892718	100.0
DUVELISIB	2	2	0	0.7912260158523109	0.894932578516578	0.6875194531880437	100.0
ECALLANTIDE	2	0	2	-0.6081492905449344	-0.5104114472855646	-0.7058871338043042	0.0
FACTOR II;FACTOR IX;FACTOR VII;FACTOR X;PROTEIN C;PROTEIN S	2	2	0	0.7470318299041723	0.8997351969077934	0.5943284629005512	100.0
ALUMINIUM;MAGNESIUM;SIMETICONE	2	0	2	-1.8360975892865636	-1.4799444931968782	-2.192250685376249	0.0
GUAIFENESIN;HYDROCODONE	2	2	0	0.5310521108913554	0.5511546281160309	0.5109495936666799	100.0
ETRASIMOD ARGININE	2	0	2	-0.8444506690798408	-0.5696968002789954	-1.119204537880686	0.0
SACROSIDASE	2	0	2	-1.1863915954736808	-0.9840429451797088	-1.3887402457676528	0.0
LYSERGIDE	2	2	0	1.6012966143301979	1.6656106449033867	1.536982583757009	100.0
TAZEMETOSTAT	2	1	1	0.03745156644252734	0.6791133813402641	-0.6042102484552094	50.0
DICLOXACILLIN	2	1	1	-0.14376671176002143	0.6659930898549549	-0.9535265133749977	50.0
MUSCLE RELAXANTS, UNSPECIFIED	2	2	0	0.6422857568532055	0.737030931742682	0.5475405819637291	100.0
PENICILLAMINE	2	2	0	0.7014768594526236	0.8456379000074752	0.557315818897772	100.0
CODEINE;GUAIFENESIN	2	2	0	0.5483752090612961	0.5764359866353268	0.5203144314872654	100.0
TAFLUPROST	2	1	1	0.05471957064514821	0.6172668150616252	-0.5078276737713288	50.0
CHLORPHENAMINE;CODEINE;PSEUDOEPHEDRINE	2	1	1	-0.02632106800195444	0.6105044966695277	-0.6631466326734365	50.0
VOGLIBOSE	2	2	0	0.7270345009528376	0.8841201987221767	0.5699488031834985	100.0
PENTAZOCINE	2	1	1	-0.36697905233314787	0.5495853171071508	-1.2835434217734465	50.0
PENTOBARBITAL	2	2	0	1.1640599444753328	1.4792689693861831	0.8488509195644824	100.0
COLCHICINE;PROBENECID	2	2	0	1.031115803171819	1.3404301063579682	0.7218014999856699	100.0
CALCIUM GLUCONATE	2	1	1	-0.1344963670262081	0.7468092355850534	-1.0158019696374696	50.0
COLESTIPOL HYDROCHLORIDE	2	0	2	-0.7363099042468644	-0.602592069544702	-0.8700277389490267	0.0
ABIRATERONE	2	2	0	2.2556907123401118	2.8127516632191165	1.6986297614611074	100.0
PERMETHRIN	2	0	2	-0.6972477530767867	-0.6841667306531325	-0.7103287755004409	0.0
FLUTICASONE\FORMOTEROL	2	0	2	-2.280781335890013	-1.8542856524199403	-2.7072770193600855	0.0
ARFORMOTEROL	2	0	2	-0.6745144004435463	-0.6589125592741678	-0.6901162416129247	0.0
SUZETRIGINE	2	0	2	-0.5872344873451106	-0.5532085816000079	-0.6212603930902134	0.0
PEVONEDISTAT	2	2	0	0.7506532308165768	0.7810019730137956	0.7203044886193579	100.0
CROMOGLICIC ACID	2	0	2	-0.5577812781808069	-0.5037058191045832	-0.6118567372570307	0.0
PHENAZOPYRIDINE	2	0	2	-0.9242867983016047	-0.8385964406824136	-1.0099771559207957	0.0
NALMEFENE	2	2	0	1.0823725917112466	1.2895878403151064	0.8751573431073867	100.0
CALCIPOTRIOL	2	1	1	0.4889300985748123	1.4924506145272443	-0.5145904173776197	50.0
CYCLIZINE	2	0	2	-0.6475255778786941	-0.6305162401150368	-0.6645349156423515	0.0
CHLORHEXIDINE GLUCONATE	2	1	1	0.06655376100887045	1.7110755245621023	-1.5779680025443614	50.0
PHENTERMINE	2	0	2	-0.827721765649335	-0.5472274956961436	-1.1082160356025264	0.0
NABILONE	2	0	2	-1.1327793251162022	-1.1238401424424067	-1.1417185077899974	0.0
CYNODON DACTYLON POLLEN	2	0	2	-0.8071087434904263	-0.5717502644077355	-1.042467222573117	0.0
PEMIGATINIB	2	1	1	-0.20797637578899897	0.5150733893478505	-0.9310261409258485	50.0
ARGININE;LYSINE	2	2	0	0.6400184115191601	0.6771078871552683	0.6029289358830519	100.0
FLORBETAPIR (18F)	2	0	2	-1.021064469794089	-0.9670384678966091	-1.0750904716915688	0.0
PARAFLUOROFENTANYL	2	2	0	1.2122305023257567	1.73041089190697	0.6940501127445433	100.0
ATENOLOL;CHLORTHALIDONE	2	0	2	-0.9719473553718889	-0.7027311048167757	-1.2411636059270021	0.0
PACRITINIB	2	2	0	0.6260012451483103	0.6933831998546807	0.55861929044194	100.0
TAZAROTENE	2	0	2	-0.7414718623889879	-0.7145617514502312	-0.7683819733277446	0.0
ATOMOXETINE HYDROCHLORIDE	2	1	1	-0.14649838587559322	0.7100737536909226	-1.003070525442109	50.0
OXACILLIN	2	2	0	0.798120443822673	0.8427503579909348	0.7534905296544112	100.0
PALONOSETRON HYDROCHLORIDE	2	0	2	-0.811667086494604	-0.6448264819954381	-0.9785076909937698	0.0
ORELABRUTINIB	2	2	0	0.8348510085893888	0.8642745111836927	0.8054275059950848	100.0
FLUOCINOLONE;HYDROQUINONE;TRETINOIN	2	0	2	-1.1754355353477854	-0.9403611066640951	-1.4105099640314758	0.0
ATROPINE SULFATE	2	0	2	-0.567421621145626	-0.5647077591182073	-0.5701354831730447	0.0
AVATROMBOPAG	2	0	2	-0.5965535950527592	-0.5042379612959512	-0.6888692288095671	0.0
CHOLESTYRAMINE	2	1	1	-0.022499803654895234	0.7976141702631674	-0.8426137775729579	50.0
CLINDAMYCIN PHOSPHATE	2	1	1	0.27089685015811793	1.0990795565821356	-0.5572858562658998	50.0
CALCIUM;FAMOTIDINE;MAGNESIUM	2	0	2	-0.8709229337413539	-0.6893419438996438	-1.052503923583064	0.0
OCRIPLASMIN	2	2	0	0.5093733409708951	0.5101161945947128	0.5086304873470775	100.0
NOSCAPINE	2	1	1	0.3349902482382564	1.445083137054122	-0.7751026405776091	50.0
ZILUCOPLAN	2	1	1	0.0054193633265519625	0.7928353253705858	-0.7819965987174818	50.0
CHLORTHALIDONE	2	1	1	-0.002764664247583426	0.7596119563247836	-0.7651412848199505	50.0
CLOBETASOL PROPIONATE	2	0	2	-0.9432234020991925	-0.69488458984641	-1.191562214351975	0.0
PATISIRAN	2	1	1	-0.013695445635271253	0.5141076484965488	-0.5414985397670913	50.0
FLUOXETINE;OLANZAPINE	2	0	2	-0.566302111559593	-0.5121972062375066	-0.6204070168816793	0.0
FLUPIRTINE	2	0	2	-2.2145251936868755	-2.1742976643456675	-2.254752723028084	0.0
CLOTIAZEPAM	2	0	2	-0.909819529299438	-0.8064820544522293	-1.0131570041466467	0.0
CHLORPHENIRAMINE;HYDROCODONE;PSEUDOEPHEDRINE	2	2	0	0.9657579976909455	1.1644423321665052	0.7670736632153858	100.0
COBAMAMIDE	2	1	1	-0.22440757634436803	1.1130516333214286	-1.5618667860101647	50.0
DALBAVANCIN	2	2	0	0.6377472409803417	0.7255511508977738	0.5499433310629097	100.0
ETHYLENE GLYCOL	2	2	0	0.6087709183464385	0.6827883128499841	0.5347535238428929	100.0
VINORELBINE TARTRATE	2	0	2	-0.755520239502429	-0.6958576401471639	-0.815182838857694	0.0
ALCAFTADINE	2	0	2	-0.6137866007435808	-0.5876246055381733	-0.6399485959489883	0.0
SPIRAMYCIN	2	2	0	0.6800908449097995	0.7838594128612919	0.5763222769583072	100.0
DESMOPRESSIN ACETATE	2	1	1	-0.2250689703181854	0.7514651767275344	-1.2016031173639052	50.0
PROBIOTICS, UNSPECIFIED	2	0	2	-1.020929651191143	-0.6945683679694994	-1.3472909344127864	0.0
CALCIUM;POTASSIUM;SODIUM LACTATE	2	0	2	-1.2182038418052574	-1.0981006657021306	-1.3383070179083845	0.0
MARALIXIBAT	2	2	0	0.8850700955575683	1.1854790526526884	0.5846611384624483	100.0
DEXKETOPROFEN	2	0	2	-1.1591269251887226	-1.1023697013336633	-1.2158841490437822	0.0
ALDESLEUKIN	2	2	0	0.5564426061649146	0.6088493283571288	0.5040358839727004	100.0
METHIMAZOLE	2	1	1	-0.20738788488840187	0.6253401752141103	-1.040115944990914	50.0
METHAMPHETAMINE	2	2	0	0.5638115660918144	0.564556151477642	0.5630669807059867	100.0
BEMPEDOIC ACID;EZETIMIBE	2	0	2	-0.5421563650716953	-0.5414567787778042	-0.5428559513655864	0.0
MITOXANTRONE HYDROCHLORIDE	2	2	0	0.9689426578423197	1.1797544795346573	0.7581308361499821	100.0
MECASERMIN	2	1	1	-0.1632386085642663	0.563286253684125	-0.8897634708126576	50.0
METAXALONE	2	1	1	-0.184486227689175	0.7504318440572959	-1.119404299435646	50.0
MEPROBAMATE	2	2	0	1.064962393042688	1.4277275166855765	0.7021972693997993	100.0
DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN	2	1	1	-0.08001876149543952	0.644053313653	-0.804090836643879	50.0
FAVIPIRAVIR	2	0	2	-0.6929690892900635	-0.6628960316010977	-0.7230421469790295	0.0
PREDNISOLONE SODIUM PHOSPHATE	2	2	0	1.0743549899797074	1.3402224873124529	0.8084874926469618	100.0
SUCCINYLCHOLINE CHLORIDE	2	2	0	1.165701156290648	1.2940836081285099	1.0373187044527863	100.0
TENAMFETAMINE	2	2	0	0.8781404028955215	1.064216903718787	0.6920639020722561	100.0
ANTIBIOTICS, UNSPECIFIED	2	0	2	-0.9310459679094417	-0.5554982697045983	-1.3065936661142852	0.0
METOCLOPRAMIDE HYDROCHLORIDE	2	1	1	-0.018755844580639724	0.5512521935178913	-0.5887638826791708	50.0
MAGNESIUM OXIDE	2	1	1	-0.006147148084420406	0.8358044000603893	-0.8480986962292301	50.0
DANAZOL	2	1	1	-0.17820077675170554	0.783375460825471	-1.1397770143288821	50.0
TERIZIDONE	2	2	0	1.0309194068266512	1.1606772489940225	0.9011615646592799	100.0
DARVON /00018802/	2	2	0	0.9726885269210122	1.1295195962363596	0.8158574576056649	100.0
PIRACETAM	2	0	2	-0.7291727033930336	-0.6563436658929861	-0.8020017408930812	0.0
BELINOSTAT	2	2	0	0.673638644442652	0.772711479077673	0.574565809807631	100.0
CENOBAMATE	2	0	2	-0.7655933002585624	-0.5994268254524666	-0.9317597750646582	0.0
MAGNESIUM HYDROXIDE	2	0	2	-1.4646883515397477	-1.1971440453264783	-1.7322326577530172	0.0
PLERIXAFOR	2	1	1	-0.166781722782815	0.694197443022905	-1.027760888588535	50.0
AMSACRINE	2	1	1	0.24167553350962367	1.166001840242127	-0.6826507732228797	50.0
MENINGOCOCCAL VACCINE	2	2	0	0.6694440256253442	0.6922569962975382	0.6466310549531503	100.0
DEOXYCHOLIC ACID	2	0	2	-0.8462793917318506	-0.8034664585868003	-0.8890923248769009	0.0
FEXOFENADINE HYDROCHLORIDE	2	0	2	-1.01893599623541	-0.8940924111045907	-1.1437795813662293	0.0
DESFLURANE	2	2	0	0.9688642479946807	1.4256690401610697	0.5120594558282918	100.0
VERICIGUAT	2	1	1	0.10933368766917778	0.7725660809899386	-0.5538987056515831	50.0
METYRAPONE	2	0	2	-0.7117428659414676	-0.6456450369716584	-0.7778406949112768	0.0
METRELEPTIN	2	0	2	-0.580939145167557	-0.5298158169376785	-0.6320624733974354	0.0
TESAMORELIN	1	0	1	-0.6488173328230791	-0.6488173328230791	-0.6488173328230791	0.0
TERLIPRESSIN	1	0	1	-0.7411655311030798	-0.7411655311030798	-0.7411655311030798	0.0
TECHNETIUM TC-99M SODIUM PERTECHNETATE	1	1	0	0.7395246119198298	0.7395246119198298	0.7395246119198298	100.0
ALCLOMETASONE	1	0	1	-0.7368540117321087	-0.7368540117321087	-0.7368540117321087	0.0
TICAGRELOR, TRIAL	1	1	0	0.812210915166103	0.812210915166103	0.812210915166103	100.0
FLUCYTOSINE	1	1	0	1.8248491451119424	1.8248491451119424	1.8248491451119424	100.0
FATTY ACIDS, UNSPECIFIED	1	0	1	-1.347279176221948	-1.347279176221948	-1.347279176221948	0.0
TECHNETIUM (99M TC) SESTAMIBI	1	0	1	-0.5138527294902522	-0.5138527294902522	-0.5138527294902522	0.0
FECAL MICROBIOTA, UNSPECIFIED	1	0	1	-0.505230984044899	-0.505230984044899	-0.505230984044899	0.0
TECHNETIUM TC 99M TETROFOSMIN	1	1	0	0.5296484177243226	0.5296484177243226	0.5296484177243226	100.0
TEGAFUR	1	1	0	0.7731345274691548	0.7731345274691548	0.7731345274691548	100.0
TIAGABINE	1	0	1	-1.1136836556858547	-1.1136836556858547	-1.1136836556858547	0.0
THYROTROPIN ALFA	1	0	1	-0.7693482782453198	-0.7693482782453198	-0.7693482782453198	0.0
FILGOTINIB	1	0	1	-0.5234296652334756	-0.5234296652334756	-0.5234296652334756	0.0
FACTOR I;THROMBIN	1	0	1	-0.7162582955531897	-0.7162582955531897	-0.7162582955531897	0.0
FEZOLINETANT	1	0	1	-5.7443138761509145	-5.7443138761509145	-5.7443138761509145	0.0
TETRYZOLINE	1	0	1	-0.7114963046201468	-0.7114963046201468	-0.7114963046201468	0.0
FACTOR I	1	0	1	-0.5437475264919835	-0.5437475264919835	-0.5437475264919835	0.0
THIOCTIC ACID	1	0	1	-1.2876404326163602	-1.2876404326163602	-1.2876404326163602	0.0
CALCIUM;MAGNESIUM;VITAMIN D3	1	0	1	-2.136843167337468	-2.136843167337468	-2.136843167337468	0.0
CANIS LUPUS FAMILIARIS SKIN	1	0	1	-0.8394297431503839	-0.8394297431503839	-0.8394297431503839	0.0
TENELIGLIPTIN	1	1	0	0.7680050636770499	0.7680050636770499	0.7680050636770499	100.0
TEPLIZUMAB	1	0	1	-1.2152202730264356	-1.2152202730264356	-1.2152202730264356	0.0
FAMCICLOVIR	1	0	1	-0.780448388562208	-0.780448388562208	-0.780448388562208	0.0
TEPOTINIB	1	1	0	0.5766364517853577	0.5766364517853577	0.5766364517853577	100.0
TETANUS VACCINE	1	1	0	0.8271360844243549	0.8271360844243549	0.8271360844243549	100.0
ALFENTANIL	1	0	1	-1.416402680513895	-1.416402680513895	-1.416402680513895	0.0
THIORIDAZINE	1	0	1	-2.243095166896385	-2.243095166896385	-2.243095166896385	0.0
TESTOSTERONE CYPIONATE	1	1	0	3.233299734895912	3.233299734895912	3.233299734895912	100.0
TEDIZOLID	1	0	1	-0.5477787796485691	-0.5477787796485691	-0.5477787796485691	0.0
FLECAINIDE ACETATE	1	0	1	-0.8826230082048756	-0.8826230082048756	-0.8826230082048756	0.0
OXYTETRACYCLINE	1	0	1	-1.1793873582865766	-1.1793873582865766	-1.1793873582865766	0.0
ESOMEPRAZOLE;MAGNESIUM	1	0	1	-0.8713594049648186	-0.8713594049648186	-0.8713594049648186	0.0
DEXTRAN;VITAMIN B2	1	1	0	0.5591778318481442	0.5591778318481442	0.5591778318481442	100.0
DANTROLENE SODIUM	1	1	0	0.7202535097037506	0.7202535097037506	0.7202535097037506	100.0
VINBLASTINE SULFATE	1	0	1	-0.5011861713000476	-0.5011861713000476	-0.5011861713000476	0.0
CEFUROXIME SODIUM	1	0	1	-1.0046792703836347	-1.0046792703836347	-1.0046792703836347	0.0
DERMATOPHAGOIDES PTERONYSSINUS	1	0	1	-1.4280522672465885	-1.4280522672465885	-1.4280522672465885	0.0
DESMETRAMADOL	1	1	0	0.8337589285971783	0.8337589285971783	0.8337589285971783	100.0
ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN\PHENYLEPHRINE HYDROCHLORIDE	1	0	1	-0.5244624408222247	-0.5244624408222247	-0.5244624408222247	0.0
CEFUROXIME AXETIL	1	0	1	-0.6230744712833411	-0.6230744712833411	-0.6230744712833411	0.0
DEVICE	1	1	0	0.6516158281024205	0.6516158281024205	0.6516158281024205	100.0
ACETAMINOPHEN\TRAMADOL	1	0	1	-0.5486936054542355	-0.5486936054542355	-0.5486936054542355	0.0
DEXMEDETOMIDINE HYDROCHLORIDE	1	1	0	0.7408359874953387	0.7408359874953387	0.7408359874953387	100.0
ACETONE	1	1	0	0.5629240862451281	0.5629240862451281	0.5629240862451281	100.0
TIMOLOL MALEATE\TRAVOPROST	1	0	1	-0.6218060008213007	-0.6218060008213007	-0.6218060008213007	0.0
DEXTROAMPHETAMINE SULFATE	1	0	1	-0.6535971171882777	-0.6535971171882777	-0.6535971171882777	0.0
DEXTROMETHORPHAN HYDROBROMIDE	1	1	0	0.6481564962956804	0.6481564962956804	0.6481564962956804	100.0
ACETYLFENTANYL	1	1	0	0.8282341920643752	0.8282341920643752	0.8282341920643752	100.0
DEXTROMETHORPHAN;DOXYLAMINE;PARACETAMOL	1	0	1	-0.6758002017151568	-0.6758002017151568	-0.6758002017151568	0.0
DEXTROSE\LIDOCAINE HYDROCHLORIDE	1	0	1	-0.6633878955783281	-0.6633878955783281	-0.6633878955783281	0.0
"DIANEAL LOW CALCIUM PD SOLUTION WITH 2.5% DEXTROSE ""BAXTER"	1	1	0	1.0061156490646979	1.0061156490646979	1.0061156490646979	100.0
ACETYLSALICYLIC ACID;CARISOPRODOL	1	1	0	0.8479269314723221	0.8479269314723221	0.8479269314723221	100.0
VALERIANA SPP	1	1	0	1.2670790451504064	1.2670790451504064	1.2670790451504064	100.0
VALDECOXIB	1	0	1	-0.9831521051542387	-0.9831521051542387	-0.9831521051542387	0.0
DIANEAL LOW CALCIUM PERITIONEAL DIALYSIS SOLUTION WITH 1.5%	1	1	0	0.6747958421449933	0.6747958421449933	0.6747958421449933	100.0
DANTROLENE	1	1	0	1.0141056176176946	1.0141056176176946	1.0141056176176946	100.0
DACOMITINIB	1	0	1	-0.5828498534642415	-0.5828498534642415	-0.5828498534642415	0.0
CYPROTERONE;ETHINYLESTRADIOL	1	0	1	-4.088963197997113	-4.088963197997113	-4.088963197997113	0.0
CYCLOBENZAPRINE HYDROCHLORIDE	1	0	1	-1.0917295951651402	-1.0917295951651402	-1.0917295951651402	0.0
ZOTEPINE	1	1	0	0.7265656805427252	0.7265656805427252	0.7265656805427252	100.0
.ALPHA.-TOCOPHEROL ACETATE, DL-	1	1	0	0.5764499526289324	0.5764499526289324	0.5764499526289324	100.0
CIMETIDINE	1	1	0	0.55771518911644	0.55771518911644	0.55771518911644	100.0
CICLOPIROX	1	0	1	-0.792393846809262	-0.792393846809262	-0.792393846809262	0.0
CISPLATIN;CYTARABINE;DEXAMETHASONE	1	1	0	1.5657628636154515	1.5657628636154515	1.5657628636154515	100.0
CHONDROITIN	1	1	0	0.7930113020036966	0.7930113020036966	0.7930113020036966	100.0
CLASCOTERONE	1	1	0	0.9230948030988282	0.9230948030988282	0.9230948030988282	100.0
CLOBETASONE	1	0	1	-0.88247433502415	-0.88247433502415	-0.88247433502415	0.0
CLODRONIC ACID	1	1	0	0.5846078533787091	0.5846078533787091	0.5846078533787091	100.0
CLONIDINE HYDROCHLORIDE	1	0	1	-0.5882198044676303	-0.5882198044676303	-0.5882198044676303	0.0
XYLAZINE	1	1	0	1.0166121400404542	1.0166121400404542	1.0166121400404542	100.0
COBICISTAT;DARUNAVIR;EMTRICITABINE;TENOFOVIR	1	1	0	0.5044160178387396	0.5044160178387396	0.5044160178387396	100.0
CHLORPHENAMINE;PARACETAMOL	1	1	0	0.5397222392389125	0.5397222392389125	0.5397222392389125	100.0
CHLORPHENAMINE;HYDROCODONE	1	0	1	-0.5550358415437382	-0.5550358415437382	-0.5550358415437382	0.0
ABACAVIR;LAMIVUDINE;ZIDOVUDINE	1	1	0	1.3132107118212257	1.3132107118212257	1.3132107118212257	100.0
CODEINE;IBUPROFEN	1	1	0	0.7371396071935106	0.7371396071935106	0.7371396071935106	100.0
VITAMINS	1	0	1	-0.5535294863824278	-0.5535294863824278	-0.5535294863824278	0.0
COUGH PREPARATIONS, UNSPECIFIED	1	0	1	-0.7123158693344802	-0.7123158693344802	-0.7123158693344802	0.0
COVID-19 CONVALESCENT PLASMA	1	0	1	-0.5737006616988989	-0.5737006616988989	-0.5737006616988989	0.0
COVID-19 SERUM	1	1	0	0.6024881822697452	0.6024881822697452	0.6024881822697452	100.0
CROMOLYN SODIUM	1	0	1	-0.55933015994838	-0.55933015994838	-0.55933015994838	0.0
ACETYLSALICYLIC ACID;CLOPIDOGREL	1	1	0	1.1961577149245701	1.1961577149245701	1.1961577149245701	100.0
DIANEAL PD-2, PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ^BAXTER^	1	1	0	0.9090651932747376	0.9090651932747376	0.9090651932747376	100.0
DIANEAL PD-2, PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ^BAXTER^	1	1	0	1.3558204017985775	1.3558204017985775	1.3558204017985775	100.0
ADEMETIONINE	1	0	1	-0.706757668113033	-0.706757668113033	-0.706757668113033	0.0
EMPAGLIFLOZIN\LINAGLIPTIN\METFORMIN HYDROCHLORIDE	1	1	0	0.5540623619995282	0.5540623619995282	0.5540623619995282	100.0
CARFENTANIL	1	1	0	0.9784493950456876	0.9784493950456876	0.9784493950456876	100.0
TOPOTECAN HYDROCHLORIDE	1	0	1	-0.9255205915411993	-0.9255205915411993	-0.9255205915411993	0.0
TOLTERODINE TARTRATE	1	0	1	-1.2354940361818851	-1.2354940361818851	-1.2354940361818851	0.0
EPIDUO GEL 0.1% / 2.5%	1	0	1	-0.6968407227092301	-0.6968407227092301	-0.6968407227092301	0.0
TOLNAFTATE	1	0	1	-0.5980547187996075	-0.5980547187996075	-0.5980547187996075	0.0
EPINEPHRINE BITARTRATE\LIDOCAINE HYDROCHLORIDE	1	0	1	-0.8331013092946375	-0.8331013092946375	-0.8331013092946375	0.0
AGALSIDASE ALFA	1	0	1	-0.5005806862532878	-0.5005806862532878	-0.5005806862532878	0.0
CARBIDOPA\LEVODOPA	1	1	0	0.54854685867642	0.54854685867642	0.54854685867642	100.0
TOBACCO LEAF	1	1	0	0.7025457353229054	0.7025457353229054	0.7025457353229054	100.0
TIZANIDINE HYDROCHLORIDE	1	0	1	-0.9048040671674009	-0.9048040671674009	-0.9048040671674009	0.0
TISLELIZUMAB	1	1	0	0.703122440407888	0.703122440407888	0.703122440407888	100.0
EPTIFIBATIDE	1	1	0	0.5768788926078412	0.5768788926078412	0.5768788926078412	100.0
ERTAPENEM SODIUM	1	1	0	1.0513023536980923	1.0513023536980923	1.0513023536980923	100.0
ERTUGLIFLOZIN	1	0	1	-0.561479977483132	-0.561479977483132	-0.561479977483132	0.0
TIPRANAVIR	1	0	1	-0.5543630588964144	-0.5543630588964144	-0.5543630588964144	0.0
CAPREOMYCIN	1	1	0	0.6708391508833307	0.6708391508833307	0.6708391508833307	100.0
ALANINE;ARGININE;CALCIUM;GLYCINE;HISTIDINE;ISOLEUCINE;LEUCINE;LYSINE;MAGNESIUM;METHIONINE;PHENYLALANINE;PROLINE;SERINE;SODIUM CHLORIDE;SODIUM LACTATE;THREONINE;TRYPTOPHAN, L-;TYROSINE;VALINE	1	1	0	1.068572698992008	1.068572698992008	1.068572698992008	100.0
CAPIVASERTIB	1	0	1	-1.0244071996952935	-1.0244071996952935	-1.0244071996952935	0.0
ESOMEPRAZOLE SODIUM	1	1	0	0.8405393350759451	0.8405393350759451	0.8405393350759451	100.0
TIMOLOL;TRAVOPROST	1	0	1	-0.9392977024045757	-0.9392977024045757	-0.9392977024045757	0.0
ADENOSINE	1	0	1	-0.5253306809884586	-0.5253306809884586	-0.5253306809884586	0.0
ELVITEGRAVIR	1	1	0	0.812166884499459	0.812166884499459	0.812166884499459	100.0
UREA	1	1	0	0.52747458009722	0.52747458009722	0.52747458009722	100.0
EFALIZUMAB	1	1	0	1.1657698971904655	1.1657698971904655	1.1657698971904655	100.0
DIAZOXIDE	1	1	0	0.5947838119828499	0.5947838119828499	0.5947838119828499	100.0
DIETARY SUPPLEMENT	1	0	1	-0.7387415539159394	-0.7387415539159394	-0.7387415539159394	0.0
DIGOXIN-SPECIFIC ANTIBODY FRAGMENTS	1	1	0	0.7247255943887261	0.7247255943887261	0.7247255943887261	100.0
DIHYDRALAZINE	1	1	0	0.6277700470421967	0.6277700470421967	0.6277700470421967	100.0
DIMETINDENE	1	0	1	-0.646909981112235	-0.646909981112235	-0.646909981112235	0.0
DINOPROSTONE	1	0	1	-1.1014613619199718	-1.1014613619199718	-1.1014613619199718	0.0
DIOSMECTITE	1	0	1	-0.8138537529409287	-0.8138537529409287	-0.8138537529409287	0.0
UMBRALISIB, TRIAL	1	1	0	0.7085246419354381	0.7085246419354381	0.7085246419354381	100.0
UBIDECARENONE	1	1	0	1.1739936080589644	1.1739936080589644	1.1739936080589644	100.0
