pt	n_drugs	n_signals	mean_bias	median_bias	n_strong	n_f_biased	n_m_biased	max_bias
Anti-neutrophil cytoplasmic antibody positive vasculitis	10	10	0.07266405707556743	0.5249096952529178	10	6	4	1.5238946408005631
Antibiotic level above therapeutic	4	4	0.8949468579508255	0.7336555958819877	4	4	0	1.4044834622857787
Antibiotic level below therapeutic	1	1	0.5472773954543024	0.5472773954543024	1	1	0	0.5472773954543024
Antibiotic therapy	1	1	-0.6828286992150661	-0.6828286992150661	1	0	1	0.6828286992150661
Antibody test abnormal	1	1	0.7036855287908264	0.7036855287908264	1	1	0	0.7036855287908264
Antibody test positive	6	6	0.4290097069421945	0.7323993270648971	6	4	2	1.435831175305107
Anticholinergic syndrome	10	10	0.16426671870110918	0.6426162290665007	10	6	4	1.5730745871917393
Anticoagulant therapy	1	1	-1.741890243355062	-1.741890243355062	1	0	1	1.741890243355062
Anticoagulation drug level above therapeutic	13	13	0.5048622803923977	0.7034651805965758	13	10	3	1.3592031445222663
Anticoagulation drug level below therapeutic	2	2	-0.10820722720433579	-0.10820722720433579	2	1	1	0.7204405196770366
Anticoagulation drug level increased	2	2	-0.04473555483641661	-0.04473555483641661	2	1	1	0.6007848304851068
Anticonvulsant drug level abnormal	1	1	0.9752170232456631	0.9752170232456631	1	1	0	0.9752170232456631
Anticonvulsant drug level above therapeutic	5	5	-0.7807502148517795	-0.759312376175442	5	0	5	0.9889603070237307
Anticonvulsant drug level below therapeutic	2	2	0.6627068593348167	0.6627068593348167	2	2	0	0.7838364436626596
Anticonvulsant drug level decreased	3	3	-0.2159433921270384	-0.5348906120927365	3	1	2	0.7493522280086207
Anticonvulsant drug level increased	10	10	0.22278637456593087	0.5766711891227561	10	6	4	1.0050791636670022
Antidepressant discontinuation syndrome	1	1	-1.190174036926088	-1.190174036926088	1	0	1	1.190174036926088
Antidepressant drug level increased	2	2	-0.8000944676727644	-0.8000944676727644	2	0	2	0.8913938515957005
Antineutrophil cytoplasmic antibody positive	5	5	-0.7477715695759706	-1.000589014022904	5	2	3	2.218385658014415
Antinuclear antibody increased	2	2	-0.5606901879130314	-0.5606901879130314	2	0	2	0.617618910484725
Antinuclear antibody positive	11	11	-0.3322559400351967	-0.5694692862696471	11	4	7	1.6959490651349358
Antiphospholipid antibodies positive	1	1	-0.5831260477758511	-0.5831260477758511	1	0	1	0.5831260477758511
Antiphospholipid syndrome	4	4	-0.09924858919237795	-0.036017704557087804	4	2	2	0.8808566472722563
Antipsychotic drug level above therapeutic	8	8	0.10285989539087254	0.017229269213792364	8	4	4	1.2404538253843613
Antipsychotic drug level below therapeutic	6	6	-1.2987963250621861	-1.2872560434851952	6	0	6	1.8004434601216568
Antipsychotic drug level decreased	6	6	1.0237195743366143	1.076572178090521	6	6	0	1.5638228357019528
Antipsychotic drug level increased	16	16	0.3625325658346453	0.5466587492358028	16	10	6	1.5654591142903558
Antisocial behaviour	6	6	-0.3025363599179538	-0.7185594244907301	6	2	4	0.8726375303394914
Antithrombin III decreased	6	6	0.6991819588973301	0.9954744091400168	6	5	1	1.2058430770718003
Antiviral drug level above therapeutic	1	1	0.9071352539822453	0.9071352539822453	1	1	0	0.9071352539822453
Anuria	84	84	0.7130865158356473	0.740251475192901	84	75	9	2.0169380641203842
Anxiety	412	412	-0.24606493477635827	-0.5969715564507487	412	153	259	4.077941214921262
Anxiety disorder	39	39	-0.2977737532983675	-0.55845785814648	39	14	25	1.6158742397529227
Aortic aneurysm	44	44	0.5612724081187325	0.6914895248091423	44	37	7	1.4044742480703019
Aortic aneurysm rupture	4	4	0.7960580736535215	0.7977378220769662	4	4	0	0.851495527502813
Aortic arteriosclerosis	43	43	0.20293549160356708	0.5485621043680834	43	26	17	1.4950418741491482
Aortic calcification	10	10	-0.4719447871582436	-0.6677480885376892	10	2	8	0.989582280932795
Aortic dilatation	14	14	0.7050105671907857	0.7527769534211679	14	13	1	1.1239918249495837
Aortic disorder	6	6	0.7204021002006958	0.6738855633667806	6	6	0	1.0995673298164226
Aortic dissection	23	23	0.6935472984453461	0.7003636457302573	23	22	1	1.1249380482265907
Aortic occlusion	1	1	0.653312755879854	0.653312755879854	1	1	0	0.653312755879854
Aortic stenosis	48	48	-0.37473066166821756	-0.6858688030977216	48	16	32	2.4988244535174235
Aortic thrombosis	5	5	-0.004996091962617766	-0.5292437898166145	5	2	3	1.1130403301462133
Aortic valve disease	4	4	0.26570146054768295	0.5637803726357549	4	3	1	0.660031825289539
Aortic valve incompetence	37	37	-0.10573803901267831	-0.5470074472171316	37	16	21	1.350793223635919
Aortic valve replacement	6	6	0.5221948233199191	0.6398185641652412	6	5	1	1.126062466586879
Aortic valve sclerosis	5	5	-0.4462384684238964	-0.5374775717705698	5	1	4	1.1257616547479534
Aortic valve stenosis	28	28	-0.12320675796232404	-0.0010408638977469908	28	14	14	2.2911061275785407
Aortic valve thickening	1	1	0.5358257872045102	0.5358257872045102	1	1	0	0.5358257872045102
Aortitis	9	9	0.4624738767349012	0.7316936936319394	9	7	2	1.3357175121007783
Apallic syndrome	1	1	-0.7332473347861423	-0.7332473347861423	1	0	1	0.7332473347861423
Apathy	55	55	-0.0008405054787298109	0.5034087678976256	55	28	27	1.6601297936019128
Apgar score low	2	2	0.9239359605670698	0.9239359605670698	2	2	0	1.3071976632004663
Aphagia	17	17	-0.06253287230191233	-0.5237989490106534	17	7	10	1.0701713409674931
Aphasia	123	123	0.30597294837423833	0.6088021856428331	123	80	43	2.620083242994516
Aphonia	57	57	-0.36124139389574245	-0.6285757314673339	57	17	40	1.5458171884127225
Aphthous stomatitis	1	1	-0.634460996026895	-0.634460996026895	1	0	1	0.634460996026895
Aphthous ulcer	60	60	-0.18888021973372637	-0.5967659744741343	60	24	36	2.056621473375876
Aplasia	30	30	0.16349563484124038	0.5475158946088454	30	17	13	1.4118714561265187
Aplasia pure red cell	25	25	0.4444186408612774	0.6230546542423192	25	19	6	1.6681042048778283
Aplastic anaemia	72	72	0.25204208417189305	0.5787345666605744	72	45	27	1.8462909180317206
Apnoea	39	39	0.5776606127324344	0.6986256156153449	39	34	5	1.3686505526944073
Apoptosis	1	1	0.74383678659223	0.74383678659223	1	1	0	0.74383678659223
Apparent death	22	22	-1.9640576389903794	-2.429981482085547	22	6	16	4.457302203549129
Appendicectomy	15	15	-0.37470431135483084	-0.6271314258936954	15	3	12	1.4520207352280963
Appendicitis	87	87	-0.994695197192195	-0.960247409047663	87	22	65	3.564542964866683
Appendicitis perforated	10	10	-0.4752512177398979	-0.5758629449065548	10	2	8	1.3577046787552345
Appendix disorder	4	4	-1.02638856729327	-0.9787250276260441	4	0	4	1.636473262768388
Appetite disorder	65	65	0.31872089743642185	0.6815474089221719	65	44	21	1.826452390110311
Application site acne	1	1	-1.2123482682490951	-1.2123482682490951	1	0	1	1.2123482682490951
Application site bruise	1	1	-0.7658780371728862	-0.7658780371728862	1	0	1	0.7658780371728862
Application site burn	6	6	-0.9677082044443354	-0.8518904704941008	6	0	6	1.6412961142408649
Application site discharge	3	3	-1.1904434132817485	-1.144136837652498	3	0	3	1.5303768464823735
Application site discolouration	16	16	-0.8867793847520437	-0.8188678222681973	16	0	16	1.4088770221416482
Application site discomfort	1	1	-1.8569108272382275	-1.8569108272382275	1	0	1	1.8569108272382275
Application site dryness	6	6	0.4769960616798366	0.7622406154413244	6	5	1	1.6208167209766058
Application site erosion	4	4	-0.46514193953010147	-0.6991168119661526	4	1	3	0.9670327183877525
Application site erythema	36	36	-0.45284518063219953	-0.7498080808854735	36	8	28	2.3653492545803347
Application site exfoliation	10	10	-0.017106066527202944	-0.01506074527276291	10	5	5	1.5018322269166222
Application site haemorrhage	12	12	-0.6720986995007062	-0.74206855856832	12	1	11	1.3739478772126963
Application site inflammation	2	2	-0.8803741020139653	-0.8803741020139653	2	0	2	1.2366072097422525
Application site irritation	9	9	0.16767174755054295	0.6784617139459682	9	6	3	1.5083426191086333
Application site laceration	2	2	0.08215503766650456	0.08215503766650456	2	1	1	0.7954829493852078
Application site oedema	1	1	-0.6234710133810615	-0.6234710133810615	1	0	1	0.6234710133810615
Application site pain	20	20	-0.19812975157419976	-0.5581861442837843	20	7	13	2.0644172243215277
Application site papules	2	2	-0.584770174386831	-0.584770174386831	2	1	1	1.9362630660221636
Application site paraesthesia	2	2	-1.1291690927655418	-1.1291690927655418	2	0	2	1.159243680571788
Application site pruritus	30	30	0.19332671841846213	0.5775922069543569	30	19	11	1.41602171180623
Application site rash	17	17	-0.37561763333075826	-0.6697643697948173	17	4	13	1.7415284736419847
Application site reaction	8	8	-0.7430584784811317	-0.6846763976740388	8	0	8	1.264906587707922
Application site scab	5	5	-0.40848823222413627	-0.7628125337427486	5	1	4	1.0681646549559611
Application site scar	1	1	-0.6532458035963028	-0.6532458035963028	1	0	1	0.6532458035963028
Application site swelling	13	13	-0.8850430778506273	-0.7170755875965931	13	0	13	1.789125243801391
Application site ulcer	1	1	-1.7286704735017595	-1.7286704735017595	1	0	1	1.7286704735017595
Application site urticaria	4	4	-0.8240260123413012	-0.6940947978449571	4	0	4	1.373056341378338
Application site vesicles	13	13	-0.8811082704372725	-0.727038100080423	13	1	12	2.545111861135898
Application site warmth	2	2	-1.06462649654866	-1.06462649654866	2	0	2	1.6019281735979505
Apraxia	13	13	0.21188522027602635	0.5547651432386523	13	8	5	2.077058321447174
Aptyalism	3	3	-1.0847408625647859	-0.9457454496356394	3	0	3	1.5328345110838775
Arachnoiditis	3	3	-0.9859177526098687	-1.0837396610731833	3	0	3	1.0962064380111711
Areflexia	22	22	-0.3991932605471405	-0.638152416868591	22	7	15	1.7129933640093524
Arnold-Chiari malformation	6	6	-0.7698203468429715	-0.782236285854738	6	0	6	0.9818748307514631
Arrhythmia	156	156	0.24203775264845184	0.5759535285814913	156	100	56	2.3167377780700993
Arterial disorder	8	8	-0.1723084012563394	-0.5948802031212388	8	3	5	0.7909801882631098
Arterial haemorrhage	11	11	1.0474234869082737	0.8165106607799527	11	10	1	2.0303508049340184
Arterial injury	2	2	0.5891660600722117	0.5891660600722117	2	2	0	0.6116136015578332
Arterial occlusive disease	64	64	1.1008283887642607	0.9752580581010477	64	57	7	3.094232002432879
Arterial rupture	3	3	0.22592128190296093	0.5117703773431779	3	2	1	0.6928193056318439
Arterial stenosis	4	4	0.4125612691950768	0.7895649739327228	4	3	1	0.9126654171685488
Arterial stent insertion	1	1	0.5901583338838837	0.5901583338838837	1	1	0	0.5901583338838837
Arterial thrombosis	6	6	0.7375050713450451	0.7457361781953565	6	6	0	0.8570736196740352
Arteriosclerosis	119	119	-0.02315286345706815	0.5630907329740343	119	69	50	2.6118263573735394
Arteriosclerosis coronary artery	117	117	0.02893204228917805	0.5717675556423677	117	69	48	2.498435275072537
Arteriospasm coronary	28	28	0.27658880029421173	0.6187185873844079	28	19	9	1.1356097144619672
Arteriovenous fistula	2	2	-0.28995747414881384	-0.28995747414881384	2	1	1	1.114993014883128
Arteriovenous fistula site complication	3	3	0.924042785875344	0.8918068006440345	3	3	0	1.3395470312251951
Arteriovenous fistula site infection	1	1	0.6999769866576664	0.6999769866576664	1	1	0	0.6999769866576664
Arteriovenous fistula thrombosis	1	1	0.7470578036494857	0.7470578036494857	1	1	0	0.7470578036494857
Arteriovenous malformation	5	5	0.3449174049992739	0.6014118334452606	5	4	1	1.0193809960123872
Arteritis	1	1	0.5041144842015242	0.5041144842015242	1	1	0	0.5041144842015242
Arthralgia	368	368	0.13706534068720772	0.5311149812214122	368	194	174	3.770504047673588
Arthritis	204	204	0.042734768103300826	0.5280039198122228	204	109	95	3.008174246411907
Arthritis bacterial	35	35	-0.13971047674179551	-0.5619081499142768	35	14	21	1.8442373679077846
Arthritis enteropathic	3	3	-0.5091288892866267	-0.9206984842650917	3	1	2	1.2055668065511107
Arthritis infective	54	54	0.12071516010623998	0.5584328647817309	54	32	22	1.6238686878635036
Arthritis reactive	2	2	-0.9403593642043211	-0.9403593642043211	2	0	2	1.2001920412801623
Arthrodesis	5	5	-0.5459282363323179	-0.7457225112690947	5	1	4	1.178425617498019
Arthropathy	248	248	0.3107270427198163	0.5158365285642568	248	126	122	3.6259902925203407
Arthropod bite	31	31	0.003538718529318709	0.506999028929334	31	16	15	1.2543234422542304
Arthropod sting	7	7	-0.7184505141444791	-0.622865948608973	7	0	7	1.1434576307295696
Arthroscopy	2	2	-0.8808291042485026	-0.8808291042485026	2	0	2	0.9745905684788485
Ascites	196	196	-0.21920756951188974	-0.540845693251516	196	93	103	2.795177846735823
Aspartate aminotransferase abnormal	4	4	0.4867487669661328	0.6995585730324964	4	3	1	1.3100862443812709
Aspartate aminotransferase increased	198	198	0.27817284661259106	0.6067007485885552	198	137	61	2.1779593970322306
Aspergilloma	3	3	0.18507277938292996	0.5805384585024994	3	2	1	0.7775194767741995
Aspergillus infection	78	78	0.5223115630971347	0.6633902261604527	78	61	17	1.8606903285593477
Asphyxia	63	63	0.1694761141052736	0.5739177238853986	63	37	26	1.6951678803876173
Aspiration	105	105	0.6625923937860927	0.7886626472002127	105	86	19	2.3883422791823135
Aspiration joint	1	1	-0.739382370774529	-0.739382370774529	1	0	1	0.739382370774529
Aspiration pleural cavity	4	4	-0.12305843573621941	-0.12685112275338628	4	2	2	1.0869063570895023
Aspirin-exacerbated respiratory disease	5	5	-0.42001294970606795	-0.5059318445759691	5	1	4	1.0388668901820266
Asterixis	1	1	1.6018179821582859	1.6018179821582859	1	1	0	1.6018179821582859
Asthenia	372	372	0.3732164206843272	0.5864970120601869	372	256	116	3.1484264644055506
Asthenopia	18	18	-0.5906192759932505	-0.7582170304454875	18	5	13	1.9932085947871623
Asthma	355	355	0.29081077047625603	0.6447621012912004	355	228	127	3.3299745211801017
Asthma exercise induced	2	2	-0.8066090596783241	-0.8066090596783241	2	0	2	1.0509962429966526
Asthma-chronic obstructive pulmonary disease overlap syndrome	14	14	0.7716257231355678	1.1099003892820023	14	11	3	2.2549494696314163
Asthmatic crisis	13	13	0.2683001310412162	0.6392816953014278	13	9	4	1.506256239887053
Astigmatism	18	18	-0.8759590733585478	-0.8201115445420946	18	0	18	1.2918328405273152
Ataxia	76	76	0.13930401355619926	0.5767105564595002	76	48	28	2.2797319200306068
Atelectasis	109	109	0.45335499794345424	0.6407277927587813	109	85	24	1.9773183646343186
Atelectasis neonatal	1	1	-1.4047847220368115	-1.4047847220368115	1	0	1	1.4047847220368115
Atonic seizures	4	4	0.6815600435162534	0.6728004475528149	4	4	0	0.7406079247670135
Atopy	8	8	-0.835674334029182	-1.0848751991038181	8	1	7	1.5476258901904707
Atrial enlargement	1	1	-0.8311197730859677	-0.8311197730859677	1	0	1	0.8311197730859677
Atrial fibrillation	257	257	0.2341103200614883	0.6042330162060787	257	173	84	5.2354226225067855
Atrial flutter	68	68	0.49663749037032556	0.6757074022840706	68	52	16	1.8194741294410217
Atrial septal defect	62	62	-0.23291000291175543	-0.5702803696269712	62	26	36	4.890841386925569
Atrial septal defect repair	1	1	-1.0229736958300615	-1.0229736958300615	1	0	1	1.0229736958300615
Atrial tachycardia	31	31	0.3664923813941902	0.6105863517743311	31	22	9	3.478183911314647
Atrial thrombosis	11	11	0.8017813556712041	0.6939380266534065	11	11	0	1.3403212470757415
Atrioventricular block	60	60	0.3461940512372509	0.5759426471577282	60	43	17	1.4857234797249756
Atrioventricular block complete	48	48	0.36830804711633097	0.7161929106300295	48	35	13	1.551392421742059
Atrioventricular block first degree	42	42	0.23856849556075452	0.6210571502758961	42	25	17	1.489379597278807
Atrioventricular block second degree	22	22	0.3609337491083766	0.5882536035867243	22	15	7	1.4549601040746032
Atrophy	7	7	0.05740108770015616	0.5573662938115004	7	4	3	0.9085769236401767
Attention deficit hyperactivity disorder	34	34	0.393484452546554	0.6573460543224847	34	26	8	1.3802002433434193
Attention deficit/hyperactivity disorder	19	19	0.23968867079058492	0.5794178263488879	19	12	7	1.4402233624856897
Atypical femur fracture	7	7	-1.3893261129757393	-1.2078528820580017	7	0	7	2.813244568738341
Atypical fracture	4	4	-1.5900492694190873	-1.6823315017335467	4	0	4	2.3359615909535054
Atypical haemolytic uraemic syndrome	5	5	0.046892378938966875	0.7593331764756235	5	3	2	1.662365483779446
Atypical mycobacterial infection	6	6	-0.2135872994853596	-0.030646814326924843	6	3	3	1.2940115185933523
Atypical pneumonia	24	24	-0.5584822193077063	-0.6809651501427813	24	4	20	1.2535035092909204
Auditory disorder	7	7	0.5755509416520116	0.6397820024780684	7	6	1	1.2033158548839884
Aura	9	9	-0.78896885898789	-0.6629652486255441	9	0	9	1.3622430637816407
Autism	2	2	0.5885801188644765	0.5885801188644765	2	2	0	0.6030692663814203
Autism spectrum disorder	18	18	0.32262386703882145	0.7030405287289339	18	12	6	1.45860080487815
Autoimmune arthritis	1	1	0.522116965988284	0.522116965988284	1	1	0	0.522116965988284
Autoimmune colitis	6	6	0.34134829435348263	0.6301015835155017	6	4	2	1.0686414327118228
Autoimmune dermatitis	1	1	0.5314931657836366	0.5314931657836366	1	1	0	0.5314931657836366
Autoimmune disorder	67	67	0.6896459914343951	1.0883949399011292	67	40	27	3.105358148776805
Autoimmune haemolytic anaemia	27	27	0.5001426673076876	0.723177687669112	27	21	6	1.382307147312489
Autoimmune hepatitis	36	36	-0.5585555726409984	-0.7609357120112061	36	8	28	1.5028917543225757
Autoimmune myocarditis	1	1	1.2044435178376125	1.2044435178376125	1	1	0	1.2044435178376125
Autoimmune myositis	1	1	1.124682175937939	1.124682175937939	1	1	0	1.124682175937939
Autoimmune nephritis	2	2	0.6530249579319115	0.6530249579319115	2	2	0	0.7021194088460977
Autoimmune pancreatitis	2	2	0.7773027825348315	0.7773027825348315	2	2	0	0.874098932086379
Autoimmune thyroiditis	11	11	-0.7965838764087259	-0.6851130354613332	11	0	11	1.5627862085936808
Autoinflammatory disease	1	1	-0.7248536593690956	-0.7248536593690956	1	0	1	0.7248536593690956
Autonomic dysreflexia	1	1	-0.7968233996752905	-0.7968233996752905	1	0	1	0.7968233996752905
Autonomic nervous system imbalance	19	19	-0.33635413501819195	-0.717388208423645	19	6	13	1.221958619783708
Autonomic neuropathy	4	4	0.13840486986392084	-0.016331594847607545	4	2	2	1.2608770046758582
Autophobia	1	1	-1.362707450187119	-1.362707450187119	1	0	1	1.362707450187119
Autoscopy	2	2	-1.3511697989299618	-1.3511697989299618	2	0	2	1.45603455644948
Axial spondyloarthritis	13	13	-1.3640592088666905	-1.3441025763240526	13	0	13	2.3980427978039085
Axillary mass	1	1	-0.5827849683218072	-0.5827849683218072	1	0	1	0.5827849683218072
Axillary pain	7	7	-0.5499955115369336	-0.7383635167329999	7	1	6	1.1287224982806772
