drug_name	n_aes	n_signals	mean_bias	n_strong	n_f_biased	n_m_biased	max_bias
RESTASIS?	3	3	-0.8541305192105421	3	0	3	0.9442637099403973
RETINOL	15	15	0.18901488407352812	15	10	5	0.9289032136381855
REVEFENACIN	5	5	-0.2345060333580647	5	2	3	0.9281610813479546
REVUMENIB CITRATE	1	1	-0.512504428134454	1	0	1	0.512504428134454
RIBAVIRIN	206	206	0.17897574328512353	206	128	78	3.454816421965151
RIBOCICLIB	10	10	-0.5921356309469943	10	4	6	2.773780798181113
RIBOFLAVIN	65	65	-0.3900888031369078	65	25	40	2.673653912997274
RIBOFLAVIN 5'-PHOSPHATE SODIUM	1	1	-0.677241573734218	1	0	1	0.677241573734218
RIBOFLAVIN 5^-PHOSPHATE SODIUM	1	1	0.6609802531232021	1	1	0	0.6609802531232021
RIFABUTIN	11	11	0.6773689282390667	11	9	2	1.6465084992899643
RIFAMPIN	149	149	0.3833269407423299	149	107	42	1.9567854671381086
RIFAPENTINE	3	3	-0.8862824583671535	3	0	3	1.063450021951204
RIFAXIMIN	71	71	0.33664139460441217	71	53	18	1.4021810031891702
RILMENIDINE	19	19	0.8363344180879606	19	18	1	1.5100936103709965
RILMENIDINE PHOSPHATE	7	7	0.5427680594095611	7	5	2	1.6172363481840597
RILONACEPT	9	9	-0.7198186386980558	9	0	9	0.9227333963475635
RILPIVIRINE	41	41	0.23600263065545452	41	24	17	1.6741313235409936
RILPIVIRINE HYDROCHLORIDE	13	13	0.5009573969974436	13	10	3	1.6119340101643773
RILUZOLE	6	6	-0.21704807189877287	6	2	4	1.1902809774374867
RIMEGEPANT SULFATE	21	21	-0.8410999828759257	21	0	21	1.4816675573872915
RIOCIGUAT	84	84	-0.09097131569341206	84	38	46	1.5917485293710554
RIPASUDIL HYDROCHLORIDE DIHYDRATE	1	1	1.1075927562144494	1	1	0	1.1075927562144494
RIPRETINIB	18	18	-0.3428507044973286	18	6	12	2.5846388433784737
RISANKIZUMAB	6	6	-0.18495390496687006	6	2	4	0.8383592794629269
RISANKIZUMAB-RZAA	130	130	-0.2871295536139516	130	38	92	1.7313962600304293
RISDIPLAM	8	8	-0.4315431309772335	8	1	7	0.6857072223109898
RISEDRONATE SODIUM	252	252	-0.1499685054450442	252	112	140	2.971166450065184
RISEDRONIC ACID	3	3	0.3459030693375625	3	2	1	0.9168029554626289
RISPERIDONE	696	696	0.8467682279034866	696	645	51	4.654756955612396
RITLECITINIB TOSYLATE	4	4	-1.0593198958354884	4	0	4	1.4542846233548614
RITODRINE	3	3	-1.8775204144446211	3	0	3	2.226093558984631
RITODRINE HYDROCHLORIDE	2	2	-2.2280509496858665	2	0	2	2.5658426676770327
RITONAVIR	163	163	-0.028359594190108407	163	73	90	2.1778526417668314
RITUXIMAB	795	795	0.5832051782452722	795	538	257	4.296983655545008
RITUXIMAB-ABBS	9	9	0.5241567616417923	9	7	2	1.4470153571192819
RITUXIMAB-PVVR	32	32	-0.24122512266983218	32	11	21	1.5257701770038545
RIVAROXABAN	406	406	0.2833945495740778	406	281	125	2.924700181143903
RIVASTIGMINE	105	105	-0.26501953865484235	105	33	72	2.780743920609964
RIVASTIGMINE TARTRATE	48	48	-0.1202052112948984	48	22	26	2.955837449321668
RIZATRIPTAN	18	18	-1.0065064834470516	18	1	17	1.9671779254899686
RIZATRIPTAN BENZOATE	28	28	-0.8663174159732281	28	12	16	4.933585043191527
ROCURONIUM BROMIDE	62	62	0.09251935324874921	62	34	28	2.2841648785321924
ROFECOXIB	51	51	-0.585807924462359	51	12	39	1.8874813951864677
ROFLUMILAST	49	49	-0.008503281606021219	49	27	22	1.4242862219888286
ROLAIDS [CALCIUM CARBONATE;MAGNESIUM HYDROXIDE]	2	2	0.1639000450072972	2	1	1	1.0535068134946535
ROLAPITANT	2	2	0.033484860936193406	2	1	1	0.5911374652566763
ROMIDEPSIN	10	10	0.2855795899710388	10	7	3	1.0286185843750741
ROMIPLOSTIM	44	44	-0.00047703070805653715	44	25	19	2.2302241632082884
ROMOSOZUMAB-AQQG	9	9	-0.6089615353068312	9	2	7	1.8087309065447204
ROPEGINTERFERON ALFA-2B-NJFT	13	13	-0.8108174242808752	13	0	13	1.2654804219010423
ROPINIROLE	124	124	-0.4163134512928289	124	29	95	2.9768000827861294
ROPINIROLE HYDROCHLORIDE	73	73	-0.4568222339849802	73	15	58	2.7700853689562255
ROPIVACAINE	8	8	-0.3435143394381631	8	3	5	1.6104471232745814
ROPIVACAINE HYDROCHLORIDE	10	10	-0.4782720489225766	10	1	9	2.715939682677382
ROSIGLITAZONE	14	14	0.6396598505637879	14	14	0	0.8645595588760547
ROSIGLITAZONE MALEATE	68	68	0.5655468422706634	68	62	6	1.0471183956444023
ROSUVASTATIN	399	399	0.1903561784483821	399	247	152	2.939006764588686
ROSUVASTATIN CALCIUM	380	380	0.23467141196216906	380	249	131	2.8477201134195598
ROTIGOTINE	84	84	-0.35993331718015814	84	23	61	2.6393922813121526
ROXITHROMYCIN	5	5	-1.0253105411016334	5	0	5	1.3886864786749102
ROZANOLIXIZUMAB	2	2	-0.6706852535015846	2	0	2	0.8006369463420571
ROZANOLIXIZUMAB-NOLI	1	1	-0.9697263814482736	1	0	1	0.9697263814482736
RUBIDIUM CHLORIDE RB-82	1	1	-0.6350307415672755	1	0	1	0.6350307415672755
RUCAPARIB	1	1	-0.8675085972444858	1	0	1	0.8675085972444858
RUCAPARIB CAMSYLATE	12	12	-0.5473685317377803	12	3	9	2.43028099915865
RUFINAMIDE	17	17	-0.07418096306564823	17	7	10	2.336950846907991
RUPATADINE	14	14	-1.0753076821034635	14	4	10	3.187579759600832
RUPATADINE FUMARATE	38	38	0.33890807854820915	38	26	12	1.7617522477714354
RUXOLITINIB	137	137	0.3668333654326277	137	100	37	1.731152361831401
RUXOLITINIB PHOSPHATE	4	4	-0.7538991323784265	4	0	4	1.1761351359863885
SACCHAROMYCES CEREVISIAE	30	30	-0.5017467336255387	30	6	24	1.544117822103709
SACITUZUMAB GOVITECAN	3	3	-1.2907398679188402	3	0	3	1.4832672305712147
SACITUZUMAB GOVITECAN-HZIY	6	6	-0.02760609829026069	6	3	3	1.489805588967483
SACROSIDASE	2	2	-1.2550748470700244	2	0	2	1.4034159912437776
SACUBITRIL	7	7	0.9330773825310879	7	6	1	2.215882890329214
SACUBITRIL\VALSARTAN	185	185	0.2810789741916922	185	125	60	1.6981608199514286
SAFINAMIDE	3	3	0.9163455658704843	3	3	0	1.1911704331825774
SAFINAMIDE MESYLATE	15	15	0.12893807702670126	15	9	6	2.2184427836945533
SALICYLATE	1	1	0.8624162864933947	1	1	0	0.8624162864933947
SALICYLIC ACID	50	50	-0.2755590675488529	50	17	33	1.7294918654450928
SALMETEROL	17	17	-0.0358686793207995	17	8	9	1.353756452147722
SALMETEROL XINAFOATE	63	63	-0.507000193654864	63	16	47	1.715590057916384
SALSALATE	2	2	-0.8689412461498437	2	0	2	0.8929615525776979
SANDOZ FENTANYL TRANSDERMAL SYSTEM	1	1	-1.2917599780369289	1	0	1	1.2917599780369289
SAPROPTERIN DIHYDROCHLORIDE	21	21	-0.764384337984566	21	0	21	1.7736450235050905
SAQUINAVIR	5	5	1.6843805156998797	5	5	0	2.48570123820528
SAQUINAVIR MESYLATE	6	6	-0.708144077186191	6	1	5	1.5483943966057572
SARGRAMOSTIM	2	2	-0.7204357468697795	2	0	2	0.7637768648676613
SARILUMAB	112	112	0.6393899373264942	112	68	44	2.9661555835064104
SARS-COV-2 VACCINE	1	1	-0.5769135975816312	1	0	1	0.5769135975816312
SATRALIZUMAB-MWGE	3	3	-0.8132462067123232	3	0	3	1.160117548358777
SAXAGLIPTIN	10	10	0.3257625997432553	10	7	3	1.320744872635984
SAXAGLIPTIN HYDROCHLORIDE	28	28	0.11566657374452169	28	16	12	1.8176262250713178
SCOPOLAMINE	65	65	-0.06009482628511967	65	30	35	1.4325216938704919
SCOPOLAMINE HYDROBROMIDE	2	2	0.5156058744954581	2	1	1	2.0358414672412106
SEBELIPASE ALFA	1	1	-0.588004320999612	1	0	1	0.588004320999612
SECUKINUMAB	477	477	0.30084583515129176	477	253	224	4.265620646985975
SELEGILINE	25	25	-0.3046635614231925	25	8	17	1.4456050094663109
SELEGILINE HYDROCHLORIDE	7	7	0.07545788305936778	7	4	3	0.9342090003454918
SELENIUM	20	20	-0.3151439117707905	20	6	14	1.2557566134871676
SELENIUM SULFIDE	3	3	-0.9770690925730716	3	0	3	1.6131858741312897
SELEXIPAG	96	96	-0.34962438739600793	96	30	66	1.5874102657056506
SELINEXOR	10	10	0.4746722275207236	10	8	2	1.2098755055138035
SELPERCATINIB	4	4	0.7028157782443125	4	4	0	0.95174473760543
SELUMETINIB	3	3	-0.43992802676929665	3	1	2	1.2200941118637663
SEMAGLUTIDE	159	159	-0.24994235698620593	159	58	101	2.444413935820382
SENNA	3	3	-0.848614660615632	3	0	3	1.082228615271928
SENNA LEAF	56	56	0.6284636582280756	56	38	18	3.1208549970469135
SENNA LEAF\SENNOSIDES\SENNOSIDES A AND B	132	132	0.16706829324660502	132	79	53	1.868381175065901
SENNOSIDES	197	197	0.33847809578934	197	125	72	2.786719806644091
SENNOSIDES A AND B	77	77	0.5073692533355176	77	60	17	1.9250954348053286
SERETIDE	1	1	-0.5366490183317897	1	0	1	0.5366490183317897
SERRAPEPTASE	2	2	-1.0376688919905037	2	0	2	1.1252980353292843
SERTINDOLE	1	1	-1.5142691461572424	1	0	1	1.5142691461572424
SERTRALINE	4	4	-0.3293453666259255	4	1	3	0.7797981245096869
SERTRALINE HYDROCHLORIDE	447	447	-0.2163545860670777	447	178	269	3.2814222934331108
SERUM TEARS	1	1	-0.7893202566137738	1	0	1	0.7893202566137738
SETMELANOTIDE	2	2	-0.8368304567622187	2	0	2	0.9258311333680072
SEVELAMER	16	16	0.5045557788647014	16	14	2	1.0102467579091263
SEVELAMER CARBONATE	42	42	0.36920690026165165	42	31	11	1.2802574230959034
SEVELAMER HYDROCHLORIDE	10	10	0.3372170012181579	10	7	3	0.7901037736256442
SEVOFLURANE	48	48	0.2701518679921951	48	32	16	2.0607437880203996
SILDENAFIL	269	269	0.2858188821394924	269	189	80	2.645868120645239
SILDENAFIL CITRATE	456	456	0.4831933879945022	456	350	106	3.622163069586698
SILODOSIN	15	15	1.0595369843465534	15	15	0	2.8868448760795355
SILTUXIMAB	2	2	1.4246463051534026	2	2	0	1.483334402270401
SILVER SULFADIAZINE	12	12	-0.393594495157706	12	3	9	0.9301640824924835
SIMCOR 500/20	2	2	-0.222872980859335	2	1	1	0.9832418187988189
SIMCOR 500MG/20MG	1	1	-0.9076305029746363	1	0	1	0.9076305029746363
SIMEPREVIR	31	31	0.40492287840775665	31	24	7	1.1629593887382534
SIMVASTATIN	458	458	0.2042363780703017	458	284	174	2.932221835169301
SINCALIDE	1	1	-0.5848722166036774	1	0	1	0.5848722166036774
SINTILIMAB	5	5	0.694032857196196	5	5	0	1.0120819651365272
SIPONIMOD	48	48	-0.8286801108798	48	3	45	2.110481634173748
SIROLIMUS	116	116	0.5149677617377204	116	88	28	4.419527087196736
SITAGLIPTIN	130	130	0.6636369312364234	130	111	19	1.9707355706794476
SITAGLIPTIN PHOSPHATE	211	211	0.27430690849794126	211	130	81	3.094232002432879
SODIUM	21	21	-0.6586961038106554	21	4	17	1.503257884305786
SODIUM ALGINATE	7	7	-0.3100451832076501	7	2	5	1.03287931211853
SODIUM ASCORBATE	4	4	-0.22983182848683187	4	2	2	1.5263693879101594
SODIUM BENZOATE	3	3	-0.2607986854287659	3	1	2	0.8091313466008967
SODIUM BICARBONATE	217	217	0.2736322348111107	217	142	75	2.795065952712224
SODIUM BICARBONATE\SODIUM CHLORIDE	45	45	-0.8136956613906844	45	11	34	2.9070310346811885
SODIUM BORATE	3	3	-2.161383350156384	3	0	3	2.9432273548878722
SODIUM CHLORIDE	330	330	0.1666721411107594	330	196	134	2.249016815092708
SODIUM CITRATE	32	32	-1.4200376493187146	32	3	29	3.44316539999208
SODIUM FERRIC GLUCONATE COMPLEX	26	26	-1.8170545527185213	26	3	23	4.037389166281256
SODIUM FERROUS CITRATE	13	13	0.4620232373018912	13	11	2	0.8472807125487497
SODIUM FLUORIDE	45	45	0.44478486262030653	45	31	14	1.9366751701235305
SODIUM FLUORIDE\TRICLOSAN	4	4	-0.7836940449717406	4	0	4	1.005931437067809
SODIUM GLYCEROPHOSPHATE	2	2	-0.7769006361267832	2	0	2	0.9072524727152188
SODIUM GUALENATE	6	6	0.5641078355428724	6	5	1	1.1100302531509687
SODIUM IODIDE I-131	3	3	-0.5568779784283043	3	1	2	1.5552011659694986
SODIUM LACTATE	1	1	0.736430071048335	1	1	0	0.736430071048335
SODIUM NITRATE	1	1	1.7014608808687581	1	1	0	1.7014608808687581
SODIUM NITROPRUSSIDE	1	1	0.9341779520553858	1	1	0	0.9341779520553858
SODIUM OXYBATE	161	161	-0.346453839596416	161	45	116	1.6536367699074674
SODIUM PHENYLBUTYRATE	2	2	0.09581337720189442	2	1	1	0.9606378557312163
SODIUM PHENYLBUTYRATE\TAURURSODIOL	1	1	0.6050057911509089	1	1	0	0.6050057911509089
SODIUM PHOSPHATE	22	22	-0.8097028562345069	22	4	18	1.7156281128449593
SODIUM PHOSPHATE, DIBASIC\SODIUM PHOSPHATE, MONOBASIC	14	14	0.884202777427104	14	14	0	1.5136434594633577
SODIUM PHOSPHATE, MONOBASIC	4	4	-0.4430442740403604	4	1	3	1.3673724090910289
SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS	1	1	1.0153110776812284	1	1	0	1.0153110776812284
SODIUM PICOSULFATE	96	96	-0.055052528434942107	96	49	47	3.303023692129047
SODIUM POLYSTYRENE SULFONATE	35	35	0.6511419168476562	35	31	4	2.0136661397521016
SODIUM THIOSULFATE	2	2	-0.6763435994358575	2	0	2	0.7405691775996641
SODIUM ZIRCONIUM CYCLOSILICATE	15	15	0.5324619876613875	15	13	2	1.0769924471529984
SOFOSBUVIR	80	80	0.44711436473847826	80	61	19	1.4944760804376618
SOFOSBUVIR\VELPATASVIR	36	36	0.16310340276404386	36	22	14	1.1926301896232838
SOFOSBUVIR\VELPATASVIR\VOXILAPREVIR	2	2	-0.511894219535991	2	0	2	0.5164761660225669
SOLIFENACIN	42	42	-0.5271315846436402	42	8	34	1.7800104106989816
SOLIFENACIN SUCCINATE	80	80	-0.4202166735069036	80	22	58	2.3420979137423994
SOLIRIS 300MG	8	8	-0.3375021976289795	8	2	6	0.9783507539218498
SOLRIAMFETOL	18	18	-0.4670663238765054	18	3	15	1.1435278710462742
SOLU MEDROL	1	1	-0.6122453362371022	1	0	1	0.6122453362371022
SOLUMEDROL	2	2	-0.8852232436082343	2	0	2	1.2529259693637367
SOMATOSTATIN	2	2	0.15561491758150853	2	1	1	0.8903380605865105
SOMATROGON-GHLA	1	1	-0.9013490586599491	1	0	1	0.9013490586599491
SOMATROPIN	224	224	0.18078134976195578	224	143	81	2.131148227172464
SONIDEGIB	6	6	-0.6613617342101842	6	1	5	1.7012874201445796
SORAFENIB	77	77	0.575812092036207	77	62	15	1.661744524561886
SORAFENIB TOSYLATE	6	6	0.9259314557374152	6	6	0	1.4821139780928334
SORBITOL	1	1	0.7727897204159864	1	1	0	0.7727897204159864
SORGHUM HALEPENSE POLLEN	1	1	-1.287734401152718	1	0	1	1.287734401152718
SOTALOL	78	78	0.18309346974539936	78	46	32	1.687474781336453
SOTALOL HYDROCHLORIDE	10	10	0.06413817025218757	10	6	4	1.3283824337528336
SOTATERCEPT	15	15	-0.8410004787487092	15	1	14	2.0626038674542495
SOTATERCEPT-CSRK	5	5	-0.23870525069351295	5	2	3	0.8690890466204525
SOTORASIB	4	4	0.8656142648178773	4	4	0	1.0014578348648935
SOTROVIMAB	22	22	-0.78507993018832	22	0	22	1.300254029025043
SOYBEAN OIL	4	4	-0.6480509311267404	4	0	4	0.7421090862268581
SPARSENTAN	13	13	-0.011952222027899976	13	7	6	1.1539865403203189
SPESOLIMAB-SBZO	1	1	-0.9999808337472406	1	0	1	0.9999808337472406
SPIRAMYCIN	10	10	0.039812171407825406	10	7	3	1.6880488575624015
SPIRONOLACTONE	428	428	0.2651103624158385	428	281	147	2.9991557288444595
ST. JOHN'S WORT	2	2	-0.16007377531111322	2	1	1	0.9299802150253873
STANNOUS FLUORIDE	1	1	-0.5886456186898049	1	0	1	0.5886456186898049
STARCH, WHEAT	8	8	-0.7907794135914954	8	0	8	1.1558981465915712
STATINS	1	1	0.6006809183998227	1	1	0	0.6006809183998227
STAVUDINE	34	34	0.14465728470959724	34	19	15	1.8578382336130002
STEARIC ACID	2	2	-1.5264570625916365	2	0	2	1.6662397301959975
STIRIPENTOL	9	9	0.5934223131933148	9	8	1	1.1616202933004678
STREPTOMYCIN SULFATE	7	7	0.540291036575825	7	6	1	1.0090581834517833
STREPTOZOCIN	1	1	0.8541240031056699	1	1	0	0.8541240031056699
SUBOXONE FILM	10	10	-0.3130304868781266	10	3	7	1.0174375164721563
SUCCIMER	1	1	-0.7335138646408902	1	0	1	0.7335138646408902
SUCCINYLCHOLINE	4	4	0.177600288211737	4	2	2	1.5699250640830806
SUCCINYLCHOLINE CHLORIDE	5	5	0.21759025777932167	5	3	2	1.0839840816562285
SUCRALFATE	90	90	0.004626372085413052	90	44	46	2.200127831441263
SUFENTANIL	50	50	0.2110207950384009	50	33	17	1.4572280810263418
SUFENTANIL CITRATE	9	9	-0.09276102513810819	9	5	4	1.428559484781884
SUGAMMADEX	12	12	-0.2802736728870126	12	4	8	1.1959543515399715
SUGAMMADEX SODIUM	4	4	-0.09097030352488836	4	2	2	0.9288258329215505
SULFACETAMIDE	1	1	-1.007228018426137	1	0	1	1.007228018426137
SULFACETAMIDE SODIUM	1	1	0.7218674595342275	1	1	0	0.7218674595342275
SULFADIAZINE	14	14	-0.4945191369605488	14	6	8	2.635311402589906
SULFADIAZINE\TRIMETHOPRIM	7	7	-1.2974030628169528	7	2	5	3.253248248853832
SULFAGUANIDINE	4	4	2.197922095464733	4	4	0	3.093292321841173
SULFAMETHIZOLE	1	1	-1.4636430207963569	1	0	1	1.4636430207963569
SULFAMETHOXAZOLE	188	188	0.7711122278012209	188	112	76	4.467230367893903
SULFAMETHOXAZOLE\TRIMETHOPRIM	620	620	0.6242402767724915	620	468	152	3.5731807634050057
SULFASALAZINE	534	534	-0.13532190240873151	534	214	320	4.041280934193274
SULFUR	12	12	-0.9155042936915354	12	0	12	1.5339925011252247
SULFUR HEXAFLUORIDE	14	14	-0.07206536597923163	14	7	7	1.3162849126513725
SULINDAC	6	6	-0.2934561738366705	6	2	4	0.8890506161243483
SULPIRIDE	41	41	0.07623289045390158	41	21	20	1.505581189384708
SULTHIAME	2	2	-0.8951653311712132	2	0	2	0.9668356872350049
SUMATRIPTAN	82	82	-0.8391596246439721	82	3	79	1.815045034405456
SUMATRIPTAN SUCCINATE	58	58	-0.605134491524161	58	10	48	2.366665139690569
SUNITINIB	12	12	0.29681070397575854	12	8	4	1.3086881818161733
SUNITINIB MALATE	116	116	0.26950087366074554	116	74	42	1.5115051736050908
SUNNY D	1	1	-1.0211952293756115	1	0	1	1.0211952293756115
SUVOREXANT	35	35	-0.483279734778367	35	6	29	1.4333977997378928
SUZETRIGINE	1	1	-0.6421680186151671	1	0	1	0.6421680186151671
SYMBICORT PMDI	1	1	1.2334267884906942	1	1	0	1.2334267884906942
TACROLIMUS	601	601	0.4649087959671216	601	455	146	2.673757751424702
TACROLIMUS\TACROLIMUS ANHYDROUS	136	136	0.18510181966868622	136	83	53	3.6841379824724525
TADALAFIL	470	470	-0.07664384741448335	470	243	227	4.887930539096812
TAFAMIDIS	27	27	0.6274749081968133	27	23	4	1.4998979833800183
TAFAMIDIS MEGLUMINE	13	13	0.7109810164110666	13	11	2	1.5310886090665436
TAFASITAMAB	4	4	0.1461031438664911	4	2	2	1.072752585961909
TAFASITAMAB-CXIX	2	2	0.8849519185503516	2	2	0	1.0298840795438864
TAFLUPROST	5	5	-0.7401253575887663	5	0	5	1.1299798776440317
TAGAMET HB OTC	1	1	1.513509499075917	1	1	0	1.513509499075917
TALAZOPARIB	8	8	0.3702696481715937	8	6	2	1.0129167290110157
TALAZOPARIB TOSYLATE	2	2	0.20398392601006804	2	1	1	1.3055380454689687
TALC	11	11	-1.6626253214603695	11	0	11	3.481320068891661
TALIGLUCERASE ALFA	5	5	-0.672635420951061	5	0	5	1.117042572823788
TALIMOGENE LAHERPAREPVEC	4	4	-0.2502266670685351	4	1	3	0.7386304948940219
TALQUETAMAB	1	1	-0.6866029495014544	1	0	1	0.6866029495014544
TALQUETAMAB-TGVS	5	5	0.21523985800782314	5	3	2	1.3790277540503013
TAMOXIFEN	33	33	-0.9816217792482356	33	4	29	5.214523279768729
TAMOXIFEN CITRATE	3	3	-0.7903387418295785	3	0	3	0.8835539320857201
TAMSULOSIN	80	80	0.9362606281094153	80	71	9	3.430345535058294
TAMSULOSIN HYDROCHLORIDE	113	113	0.5720614037477074	113	90	23	2.46242065822024
TAPENTADOL	19	19	-0.06785724836078953	19	9	10	1.2988669476532118
TAPENTADOL HYDROCHLORIDE	39	39	-0.33853698278850397	39	11	28	1.6075962805474118
TAPINAROF	6	6	-0.8073145279284747	6	0	6	1.5920812733056942
TARLATAMAB	1	1	1.566344735592685	1	1	0	1.566344735592685
TARLATAMAB-DLLE	1	1	1.2900220888084781	1	1	0	1.2900220888084781
TASIMELTEON	11	11	-0.5554702093039091	11	2	9	0.979340266366601
TAURINE	2	2	-0.7841228320344853	2	0	2	0.9559731381860398
TAVABOROLE	1	1	-0.6889043659168471	1	0	1	0.6889043659168471
TAVOR	1	1	-0.795814808332926	1	0	1	0.795814808332926
TAZAROTENE	5	5	-0.7656134097106044	5	0	5	0.9583435328192615
TAZEMETOSTAT HYDROBROMIDE	1	1	0.54566345823214	1	1	0	0.54566345823214
TAZOBACTAM	24	24	0.5473330781011715	24	19	5	1.5355729317906484
TAZOBACTAM SODIUM	3	3	-0.3378789931320527	3	1	2	0.9399871793667018
TBO-FILGRASTIM	3	3	0.6577759202690577	3	3	0	0.8317879725175943
TEA LEAF	3	3	0.22026710865608537	3	2	1	0.7449619152477392
TEBENTAFUSP-TEBN	4	4	-0.0624269695590709	4	2	2	1.0037870116549796
TECELEUKIN	9	9	0.2838467038149999	9	6	3	0.9684251557647907
TECHNETIUM TC-99M	1	1	0.740315611748677	1	1	0	0.740315611748677
TECHNETIUM TC-99M SESTAMIBI	3	3	-0.20758519988926802	3	1	2	0.6940653725352027
TECHNETIUM TC-99M SODIUM PERTECHNETATE	1	1	0.5730110821453718	1	1	0	0.5730110821453718
TECLISTAMAB	5	5	0.17439606228323987	5	3	2	1.109743477031016
TECLISTAMAB-CQYV	7	7	0.3439047629062279	7	5	2	1.284830233419875
TEDIZOLID	2	2	-0.7106053248952025	2	0	2	0.8250596749804472
TEDIZOLID PHOSPHATE	1	1	0.5975628961611362	1	1	0	0.5975628961611362
TEDUGLUTIDE	68	68	0.17407495364221018	68	43	25	2.349092751369031
TEDUGLUTIDE\WATER	18	18	-0.32588981517367843	18	6	12	1.4103962925426707
TEGASEROD MALEATE	3	3	-1.1801770553243298	3	0	3	1.2723895512877013
TEICOPLANIN	50	50	0.4622980355419032	50	39	11	2.099937559841207
TELAPREVIR	92	92	0.09032443828360308	92	50	42	1.7694169365393373
TELBIVUDINE	4	4	0.39847840929745265	4	3	1	1.1126466219768663
TELMISARTAN	245	245	0.5946035317804329	245	199	46	2.9843013140701777
TELOTRISTAT ETHYL	16	16	-0.5060491287104493	16	1	15	0.8432549159143085
TEMAZEPAM	196	196	0.2708058240148487	196	126	70	2.9679719507149733
TEMOZOLOMIDE	105	105	0.3925500970167594	105	77	28	2.2489695795821567
TEMSIROLIMUS	23	23	0.6160616295097572	23	20	3	1.2672767115678745
TENAMFETAMINE	2	2	0.9055661366051422	2	2	0	1.0214566951034336
TENAPANOR HYDROCHLORIDE	7	7	0.4285245013549442	7	5	2	1.1041001952667309
TENECTEPLASE	14	14	0.5882081737378095	14	12	2	1.2430932273836683
TENELIGLIPTIN	4	4	0.5160226105505221	4	3	1	1.3576768668440018
TENOFOVIR	34	34	0.47716382925285183	34	27	7	2.3129854607255815
TENOFOVIR ALAFENAMIDE	5	5	0.797012927313557	5	5	0	1.0139623580791814
TENOFOVIR ALAFENAMIDE FUMARATE	7	7	0.38848795454197305	7	5	2	1.7050112316255293
TENOFOVIR DISOPROXIL	14	14	0.36707896019613007	14	10	4	1.6981322570892672
TENOFOVIR DISOPROXIL FUMARATE	117	117	0.24522154779634067	117	71	46	2.082111494748254
TEPLIZUMAB-MZWV	1	1	-1.144115640252023	1	0	1	1.144115640252023
TEPOTINIB HYDROCHLORIDE	2	2	-0.08589063404231473	2	1	1	0.7228565358900205
TEPRENONE	21	21	0.3795666752403231	21	17	4	0.8292486306643431
TEPROTUMUMAB-TRBW	34	34	-0.8540253691192833	34	0	34	1.6771292063422796
TERAZOSIN HYDROCHLORIDE	28	28	1.087324471259428	28	25	3	2.6424923599176338
TERAZOSIN\TERAZOSIN HYDROCHLORIDE	50	50	0.976968333290446	50	47	3	2.6843765754616786
TERBINAFINE	46	46	-0.2237469828019404	46	15	31	1.6870614207951768
TERBINAFINE HYDROCHLORIDE	35	35	-0.056839925723193685	35	17	18	1.670269312309059
TERBUTALINE	12	12	-0.4562744353348463	12	3	9	1.0244109186222505
TERBUTALINE SULFATE	58	58	0.13464123028814068	58	36	22	1.4426266448889387
TERIFLUNOMIDE	86	86	-0.6747194143730291	86	6	80	2.1869074419151384
TERIPARATIDE	89	89	-0.533940716586341	89	15	74	2.813244568738341
TERIZIDONE	5	5	0.11107158568658979	5	3	2	1.1949425229907198
TERLIPRESSIN	1	1	0.5726828017157484	1	1	0	0.5726828017157484
TESAMORELIN	1	1	-0.5256318497101913	1	0	1	0.5256318497101913
TESTOSTERONE	152	152	0.7357713593052717	152	130	22	3.1904926901259847
TESTOSTERONE CYPIONATE	13	13	1.1479479301539066	13	11	2	2.4439490573184357
TESTOSTERONE ENANTHATE	21	21	2.8911498146432923	21	21	0	5.2354226225067855
TESTOSTERONE UNDECANOATE	1	1	2.9779107668449827	1	1	0	2.9779107668449827
TETANUS TOXOID, REDUCED DIPHTHERIA TOXOID AND ACELLULAR PERTUSSIS VACCINE ADSORBED, TDAP	2	2	-3.056323234032746	2	0	2	3.1237945928065702
TETANUS TOXOID, REDUCED DIPHTHERIA TOXOID AND ACELLULAR PERTUSSIS VACCINE, ADSORBED ANTIGENS	2	2	-1.0314928837915602	2	0	2	1.3706975187265373
TETRABENAZINE	22	22	0.0642017091614774	22	12	10	1.0298472549161624
TETRACYCLINE	22	22	-0.15856096242849144	22	11	11	1.49006072908872
TETRACYCLINE HYDROCHLORIDE	4	4	-0.502921805136024	4	2	2	1.803820087907393
TETRAFERRIC TRICITRATE DECAHYDRATE	5	5	0.6073171166570284	5	5	0	0.7814938770845145
TETRAHYDROZOLINE HYDROCHLORIDE	23	23	-1.4318480083302623	23	2	21	2.6663738054027752
TETRAZEPAM	3	3	-0.6679838487316389	3	0	3	0.7916646214888577
TEZEPELUMAB	2	2	-0.6105053151811561	2	0	2	0.7097911149077941
TEZEPELUMAB-EKKO	10	10	-0.49856454122767574	10	1	9	1.3705988884810731
THALIDOMIDE	106	106	-0.0417340754354651	106	50	56	1.9242758799593551
THEOPHYLLINE	1	1	-0.7747854515902032	1	0	1	0.7747854515902032
