drug_name	n_aes	n_signals	mean_bias	n_strong	n_f_biased	n_m_biased	max_bias
ANIDULAFUNGIN	15	15	0.5690324544678868	15	12	3	1.6657686673371943
ANTHOXANTHUM ODORATUM POLLEN\DACTYLIS GLOMERATA POLLEN\LOLIUM PERENNE POLLEN\PHLEUM PRATENSE POLLEN\POA PRATENSIS POLLEN	4	4	-0.684814408351861	4	0	4	0.8200413654223212
ANTI THROMBIN III	1	1	1.1704110271440678	1	1	0	1.1704110271440678
ANTI-INHIBITOR COAGULANT COMPLEX	1	1	0.8391396840098768	1	1	0	0.8391396840098768
ANTIHEMOPHILIC FACTOR HUMAN	5	5	0.22265242177824338	5	3	2	1.037191502745444
ANTIHEMOPHILIC FACTOR PORCINE, B-DOMAIN TRUNCATED RECOMBINANT	1	1	3.5686218476013	1	1	0	3.5686218476013
ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT	6	6	0.8983475007345759	6	5	1	2.475410987725925
ANTIHISTAMINES NOS	3	3	-0.7380130285631686	3	0	3	0.8350156119245922
ANTITHROMBIN III HUMAN	2	2	0.6411441687718578	2	2	0	0.6931433483523961
APATINIB	3	3	-0.8733096924389594	3	1	2	2.3885746179761096
APIXABAN	379	379	0.22158165384647016	379	244	135	3.272695874385492
APLISOL DIAGNOSTIC ANTIGEN	3	3	-0.8429668404232805	3	0	3	1.1021966836774737
APOMORPHINE	5	5	0.8680992869154285	5	5	0	1.5612760830083008
APOMORPHINE HYDROCHLORIDE	43	43	-0.2436555828440254	43	13	30	1.3421894697499641
APPLE CIDER VINEGAR	5	5	-0.6387164124277841	5	0	5	0.7651278750474361
APREMILAST	240	240	0.7584660675671728	240	161	79	4.182519215672182
APREPITANT	122	122	0.6838382262666102	122	82	40	3.2367747761538883
APROTININ	10	10	0.8760503144425649	10	9	1	1.731935678361267
ARFORMOTEROL	1	1	-1.1457743762692187	1	0	1	1.1457743762692187
ARFORMOTEROL TARTRATE	7	7	-0.6063521780748905	7	0	7	0.7167621420985849
ARGATROBAN	5	5	0.7022951303394483	5	5	0	0.9546332098207669
ARGININE	10	10	0.010502271581329613	10	4	6	1.694676778474903
ARGININE\LYSINE	1	1	0.6541748877176826	1	1	0	0.6541748877176826
ARIPIPRAZOLE	378	378	-0.03528451491821007	378	186	192	2.3268319930223758
ARIPIPRAZOLE LAUROXIL	23	23	-0.29243653715848267	23	6	17	1.121623764979228
ARMODAFINIL	66	66	-0.5407196993647954	66	10	56	1.6484194399094747
ARSENIC TRIOXIDE	6	6	-0.2458079251351913	6	3	3	2.2453386639005486
ARTICAINE HYDROCHLORIDE\EPINEPHRINE BITARTRATE	7	7	-0.6364133631130988	7	0	7	0.7275200140180428
ARTIFICIAL TEARS	2	2	-0.7668473977003631	2	0	2	0.9440711463996662
ASA	4	4	0.09687192649676274	4	2	2	0.7537475190613258
ASCIMINIB	2	2	-0.20016227405697762	2	1	1	1.0667911433533552
ASCIMINIB HYDROCHLORIDE	1	1	0.7631443551049831	1	1	0	0.7631443551049831
ASCORBIC ACID	387	387	0.34368063076058564	387	238	149	3.5376632001751243
ASCORBIC ACID\ASPIRIN	10	10	1.004687063857546	10	9	1	1.6517336049319677
ASCORBIC ACID\BIOTIN\CALCIUM PANTOTHENATE\COBALAMIN\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE	2	2	0.6275723893617946	2	2	0	0.6307798675595598
ASCORBIC ACID\BIOTIN\CALCIUM PANTOTHENATE\CYANOCOBALAMIN\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE	9	9	0.05537199139566611	9	5	4	1.0494119842105532
ASCORBIC ACID\BIOTIN\CYANOCOBALAMIN\FOLIC ACID\NIACIN\PANTOTHENIC ACID\PYRIDOXINE\RIBOFLAVIN\THIAMINE	1	1	0.5077828628035685	1	1	0	0.5077828628035685
ASCORBIC ACID\CALCIUM PANTOTHENATE	3	3	-0.8350414328443619	3	0	3	1.0754574209113996
ASCORBIC ACID\FERROUS SULFATE	1	1	-0.8106876782064371	1	0	1	0.8106876782064371
ASCORBIC ACID\POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM ASCORBATE\SODIUM CHLORIDE\SODIUM SULFATE	45	45	-0.7584031373615668	45	9	36	2.664794373122134
ASENAPINE	6	6	0.17798261308457133	6	3	3	1.3893531872155536
ASENAPINE MALEATE	53	53	-0.2929568219139187	53	18	35	2.7946657197939477
ASFOTASE ALFA	38	38	-0.8058787427288167	38	3	35	1.882145055117075
ASIAN GINSENG	21	21	-0.02222336652762113	21	10	11	1.2445070886814582
ASPARAGINASE	58	58	0.4849961512890586	58	44	14	1.4457686849120241
ASPARAGINASE ERWINIA CHRYSANTHEMI	4	4	0.08406005850096221	4	2	2	1.0717011067461593
ASPARAGINASE ERWINIA CHRYSANTHEMI (RECOMBINANT)-RYWN	1	1	1.0014822864286659	1	1	0	1.0014822864286659
ASPERGILLUS NIGER .ALPHA.-GALACTOSIDASE	1	1	-0.5336011243776743	1	0	1	0.5336011243776743
ASPIRIN	822	822	0.35845879008648024	822	591	231	3.942745790976474
ASPIRIN DL-LYSINE	179	179	0.4975717239515094	179	142	37	2.017506368014232
ASPIRIN\CAFFEINE	1	1	-0.7487617700041163	1	0	1	0.7487617700041163
ASPIRIN\CARISOPRODOL	1	1	0.6963759265060805	1	1	0	0.6963759265060805
ASPIRIN\CLOPIDOGREL	12	12	0.8424944989073583	12	11	1	1.6387801190815374
ASPIRIN\DIHYDROXYALUMINUM AMINOACETATE ANHYDROUS\MAGNESIUM CARBONATE	8	8	0.43880471316182	8	7	1	0.8953840099774307
ASPIRIN\DIPYRIDAMOLE	21	21	0.12489222357414975	21	7	14	3.4582869150446256
ASPIRIN\MAGNESIUM HYDROXIDE	8	8	0.5516633150495754	8	7	1	1.3919404174763583
ASPIRIN\MAGNESIUM OXIDE	7	7	0.6055930932714089	7	6	1	1.3409799828973827
ASPIRIN\OXYCODONE HYDROCHLORIDE	11	11	0.16928236119973528	11	6	5	1.5578716443178962
ASPIRIN\OXYCODONE HYDROCHLORIDE\OXYCODONE TEREPHTHALATE	5	5	-1.7887554195072877	5	0	5	2.7825907695939263
ASS	6	6	0.8073619217081963	6	6	0	1.111871614625616
ASTAXANTHIN	2	2	-0.6796990082725645	2	0	2	0.8326586963090201
ASUNAPREVIR	4	4	0.6081967970631046	4	4	0	0.796736612613741
ATAZANAVIR	21	21	0.3877709751804593	21	16	5	2.75217734842277
ATAZANAVIR SULFATE	54	54	-0.1893572412938707	54	20	34	2.3795347029844343
ATAZANAVIR SULFATE\COBICISTAT	3	3	-0.7033521765106655	3	0	3	0.8023368918237465
ATAZANAVIR\RITONAVIR	4	4	0.7895152813850166	4	3	1	1.716558894117647
ATENOLOL	278	278	0.16882184897678792	278	161	117	1.9175389351308363
ATENOLOL HYDROCHLORIDE	1	1	0.6510310428536127	1	1	0	0.6510310428536127
ATENOLOL\CHLORTHALIDONE	25	25	0.2547327376788233	25	20	5	3.6368209717719053
ATEZOLIZUMAB	160	160	0.5534638257363079	160	130	30	2.1648162427172064
ATOGEPANT	7	7	-0.7768485715891158	7	0	7	1.4098463029554338
ATOMOXETINE	43	43	0.5731268458730766	43	26	17	2.6436891828015594
ATOMOXETINE HYDROCHLORIDE	139	139	0.7282406495768114	139	96	43	3.510806766790703
ATORVASTATIN	493	493	0.3017377666563014	493	341	152	3.1524584133077997
ATORVASTATIN CALCIUM	382	382	0.10370376725806855	382	208	174	2.924706347328511
ATORVASTATIN CALCIUM\EZETIMIBE	19	19	0.6427725624780978	19	17	2	1.3454155705281616
ATORVASTATIN\EZETIMIBE	1	1	1.05052747520324	1	1	0	1.05052747520324
ATOSIBAN	4	4	-2.097522116673208	4	0	4	2.498196352402144
ATOVAQUONE	53	53	0.5314123869894276	53	44	9	1.751594659017512
ATOVAQUONE\PROGUANIL HYDROCHLORIDE	7	7	-0.4252246854360422	7	1	6	0.9368337066326106
ATRACURIUM	9	9	0.3124392720932275	9	6	3	1.090189943815938
ATRACURIUM BESYLATE	3	3	0.21784246288081913	3	2	1	0.767963422718647
ATROPINE	75	75	0.1406383543368032	75	44	31	2.247584700483936
ATROPINE SULFATE	22	22	0.46163013752477566	22	15	7	1.6463693062207794
ATROPINE SULFATE\DIPHENOXYLATE HYDROCHLORIDE	82	82	-0.029019917402802627	82	35	47	2.215237864261825
ATROPINE\DIPHENOXYLATE	16	16	-0.15402345853089147	16	7	9	1.1134284911433505
AVACOPAN	10	10	0.14725091733916118	10	6	4	0.9626073050777904
AVALGLUCOSIDASE ALFA-NGPT	3	3	-0.3471834019063545	3	1	2	0.8755180431298338
AVAPRITINIB	50	50	-0.5078275893446308	50	5	45	1.2613431731338516
AVATROMBOPAG MALEATE	2	2	-0.02857283858633536	2	1	1	0.6590973332881693
AVELUMAB	18	18	0.24167937712449358	18	12	6	1.0901645739840349
AVIBACTAM SODIUM\CEFTAZIDIME	14	14	0.6666061144644947	14	12	2	1.6373764513178566
AVOBENZONE\HOMOSALATE\OCTINOXATE\OCTISALATE\OXYBENZONE	15	15	-0.6742754339587335	15	1	14	1.6101660731484269
AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE	5	5	-0.6963454475043896	5	1	4	1.2658117047758408
AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE\OXYBENZONE	8	8	-0.49823660340197096	8	2	6	1.3148420552083204
AVOBENZONE\OCTISALATE\OCTOCRYLENE	17	17	-0.39675231657786053	17	3	14	1.1632584161256145
AXICABTAGENE CILOLEUCEL	65	65	0.6686176634962633	65	59	6	1.4479799204379944
AXITINIB	69	69	0.18795793796162757	69	42	27	1.4993493327358904
AZACITIDINE	147	147	0.5437372781609061	147	119	28	1.6473456937641722
AZATHIOPRINE	445	445	0.32009626297896865	445	277	168	3.0177339938388235
AZATHIOPRINE SODIUM	76	76	0.3433979742965999	76	43	33	2.643033525770175
AZD-1222	65	65	-0.8821997995188264	65	13	52	3.5635728097913715
AZELAIC ACID	9	9	0.08809749397985613	9	5	4	1.2231458131008262
AZELASTINE	20	20	-0.5844405964116597	20	2	18	1.0567980925265643
AZELASTINE HYDROCHLORIDE	75	75	-0.6575191814684608	75	7	68	1.4908775425118768
AZELASTINE HYDROCHLORIDE\FLUTICASONE PROPIONATE	39	39	-0.6204134435504025	39	8	31	1.8670631066548191
AZELNIDIPINE	6	6	0.8504778647352608	6	6	0	1.2087750911717214
AZILSARTAN KAMEDOXOMIL	18	18	0.5760947098855547	18	16	2	1.1419751426660603
AZILSARTAN KAMEDOXOMIL\CHLORTHALIDONE	2	2	-0.7198737540979897	2	0	2	0.7939132638737727
AZITHROMYCIN	238	238	-0.04656772488028119	238	110	128	2.7180988867875358
AZITHROMYCIN ANHYDROUS	198	198	-0.08070970302377065	198	92	106	2.384860435560618
AZITHROMYCIN DIHYDRATE	119	119	-0.6378438721401531	119	21	98	2.767392999169456
AZITHROMYCIN MONOHYDRATE	11	11	-0.10630509450172604	11	4	7	1.4754346728562133
AZOSEMIDE	49	49	0.6706600421757857	49	46	3	1.2765492035101262
AZTREONAM	41	41	-0.06624517653709322	41	19	22	1.7723026613745083
AZTREONAM LYSINE	17	17	-0.04054702640261589	17	8	9	1.152303137498429
B-12	1	1	-0.6699375646718762	1	0	1	0.6699375646718762
B12	8	8	-0.5867518979042458	8	1	7	0.9627460023932124
B12 ACTIVE	4	4	-0.6378613537253165	4	0	4	0.7286750404882946
BACILLUS CALMETTE-GUERIN ANTIGEN, UNSPECIFIED SUBSTRAIN	3	3	1.7320141477736584	3	3	0	3.0377373368041423
BACILLUS CALMETTE-GUERIN SUBSTRAIN TICE LIVE ANTIGEN	7	7	0.9529150647412531	7	7	0	1.6535275817295636
BACILLUS SUBTILIS\LACTOBACILLUS ACIDOPHILUS\STREPTOCOCCUS FAECAIS	12	12	0.5705597751512678	12	11	1	1.0044506457545093
BACITRACIN	23	23	-0.5341461457610946	23	4	19	1.3652546728412756
BACITRACIN ZINC\NEOMYCIN SULFATE\POLYMYXIN B SULFATE	1	1	-0.8919095095231443	1	0	1	0.8919095095231443
BACITRACIN ZINC\POLYMYXIN B SULFATE	1	1	1.2764753033395329	1	1	0	1.2764753033395329
BACLOFEN	336	336	-0.3081695830662279	336	132	204	4.674769088646882
BACTRIM	2	2	0.6299644138125848	2	2	0	0.7475979806161593
BALOXAVIR MARBOXIL	6	6	-0.38791288198860646	6	1	5	0.8344763006937417
BALSALAZIDE	3	3	-0.6495491070269798	3	0	3	0.8441874277543059
BALSALAZIDE DISODIUM	4	4	-0.6505769051561998	4	0	4	1.0444290470889213
BALSAM PERU\BENZYL BENZOATE\BISMUTH HYDROXIDE\BISMUTH SUBGALLATE\HYDROCORTISONE ACETATE\ZINC OXIDE	3	3	-1.244971139964987	3	0	3	1.6518045961901258
BAMBUTEROL HYDROCHLORIDE	1	1	0.8128274167582558	1	1	0	0.8128274167582558
BAMLANIVIMAB	23	23	-0.18650911088658734	23	8	15	0.9229132678890766
BAMLANIVIMAB\ETESEVIMAB	6	6	-0.7661948655147164	6	0	6	1.0720636453319907
BARICITINIB	48	48	-0.5658264261543864	48	11	37	1.7566146713599766
BARNIDIPINE	1	1	0.5369187813691234	1	1	0	0.5369187813691234
BARNIDIPINE HYDROCHLORIDE	2	2	-0.6788955216849815	2	0	2	0.7482914424647361
BASILIXIMAB	135	135	0.8124699083065451	135	122	13	2.4981047984659632
BAYER ADVANCED ASPIRIN EXTRA STRENGTH	2	2	-0.8341002858868642	2	0	2	0.9533037199240659
BAYER GENUINE ASPIRIN ORIGINAL STRENGTH	1	1	-0.5561120944803946	1	0	1	0.5561120944803946
BCG VACCINE	3	3	1.5597171226047177	3	3	0	2.4533450800715393
BEBTELOVIMAB	9	9	-0.6680357335649307	9	0	9	0.9499841326437044
BECAPLERMIN	10	10	0.03269167010497405	10	5	5	1.4088770221416482
BECLOMETHASONE	35	35	0.09117894567310295	35	14	21	2.8935722532226373
BECLOMETHASONE DIPROPIONATE	158	158	-0.29388715939818116	158	49	109	2.1870844206150055
BECLOMETHASONE DIPROPIONATE MONOHYDRATE	12	12	-0.836851800622108	12	0	12	1.3568717487506035
BECLOMETHASONE DIPROPIONATE\FORMOTEROL	1	1	-0.6211269748538111	1	0	1	0.6211269748538111
BECLOMETHASONE DIPROPIONATE\FORMOTEROL FUMARATE	5	5	-0.7275484457435845	5	0	5	0.9202400910770072
BECLOMETHASONE DIPROPIONATE\FORMOTEROL FUMARATE\GLYCOPYRROLATE	5	5	-0.09605640961989019	5	2	3	0.8167229364491708
BECLOMETHASONE\FORMOTEROL	40	40	-0.05350598311469561	40	19	21	1.5948270685711083
BEDAQUILINE	23	23	0.5615664498400791	23	20	3	1.1916247546687826
BEDAQUILINE FUMARATE	5	5	0.4333894053649443	5	4	1	1.198043888802336
BEE POLLEN	2	2	-0.7245039163977761	2	0	2	0.7953967624683076
BELANTAMAB MAFODOTIN	9	9	0.1135476196196887	9	6	3	1.1219950659812146
BELATACEPT	28	28	0.8055399656108356	28	25	3	2.325733643209313
BELIMUMAB	23	23	-1.227067943558355	23	2	21	2.7218083671045306
BELINOSTAT	2	2	0.6764034885321071	2	2	0	0.6783702289589877
BELUMOSUDIL	8	8	-0.12160673617672113	8	3	5	0.7289783661218193
BELZUTIFAN	3	3	0.7728182870253896	3	3	0	0.8255401251112455
BEMIPARIN SODIUM	1	1	1.1177801300191903	1	1	0	1.1177801300191903
BEMPEDOIC ACID	8	8	-0.398131944940851	8	2	6	1.0567124284998728
BEMPEDOIC ACID\EZETIMIBE	3	3	-0.6766122897144667	3	0	3	0.9390194173293724
BENADRYL /00000402/	10	10	-0.8591703801807457	10	0	10	1.1640417157995109
BENAZEPRIL HYDROCHLORIDE	54	54	-0.31977677254991965	54	14	40	1.0741322858386728
BENAZEPRIL HYDROCHLORIDE\HYDROCHLOROTHIAZIDE	3	3	-0.6800237835706081	3	0	3	0.7574754618293215
BENDAMUSTINE	83	83	0.5525504752191326	83	69	14	1.9536161832405423
BENDAMUSTINE HYDROCHLORIDE	75	75	0.45298703060409756	75	58	17	2.848915196497598
BENDROFLUMETHIAZIDE	76	76	-0.354989347480844	76	20	56	1.629269901203968
BENFOTIAMINE	5	5	0.1180579353934534	5	3	2	1.0539240945360626
BENIDIPINE HYDROCHLORIDE	10	10	0.6851785607969335	10	9	1	1.1509443863935216
BENRALIZUMAB	39	39	-0.2084723072757954	39	14	25	1.44229936484408
BENSERAZIDE HYDROCHLORIDE\LEVODOPA	107	107	0.025237613802289786	107	56	51	2.939395554328016
BENSERAZIDE\LEVODOPA	36	36	0.39520014602438636	36	26	10	2.0101977191724525
BENUTREX	1	1	0.6614983699880141	1	1	0	0.6614983699880141
BENZALKONIUM CHLORIDE\CHLORHEXIDINE HYDROCHLORIDE\ISOPROPYL MYRISTATE\PARAFFIN	6	6	-0.7653956536138331	6	0	6	1.1320258078262255
BENZBROMARONE	10	10	1.0722147212905773	10	10	0	1.8358936527450562
BENZOCAINE	4	4	-0.023403299376245884	4	2	2	1.0344312889716707
BENZODIAZEPINE	12	12	0.24361736829239353	12	8	4	0.9005571107087557
BENZONATATE	66	66	0.008708988927430878	66	35	31	1.2606348324931524
BENZOYL PEROXIDE	22	22	-0.7706760594725598	22	2	20	1.4785486404208494
BENZOYL PEROXIDE\CLINDAMYCIN PHOSPHATE	6	6	-0.9595540646788772	6	0	6	1.6255941101157199
BENZOYLECGONINE	7	7	0.7890223472360988	7	6	1	1.9108757813256723
BENZTROPINE	38	38	0.38417397773948253	38	26	12	1.7220582042698152
BENZTROPINE MESYLATE	35	35	0.1099672441473399	35	20	15	1.5004034269289999
BENZYDAMINE	9	9	-0.11886785282545545	9	3	6	1.816122991715764
BENZYDAMINE HYDROCHLORIDE	12	12	0.562598387763215	12	9	3	1.28956319725168
BEPOTASTINE	4	4	0.28507922924291496	4	3	1	0.7518155387423684
BEPRIDIL	2	2	0.8262744826601159	2	2	0	1.0419661306303347
BERACTANT	1	1	0.5587240174157607	1	1	0	0.5587240174157607
BERAPROST	1	1	-0.6069137128648726	1	0	1	0.6069137128648726
BERAPROST SODIUM	13	13	0.07743918219623011	13	7	6	0.9632075683295838
BERBERINE	2	2	-0.7258651933392006	2	0	2	0.8349415067616259
BEROTRALSTAT HYDROCHLORIDE	1	1	-0.7720166268377421	1	0	1	0.7720166268377421
BESIFLOXACIN	1	1	0.569619523676503	1	1	0	0.569619523676503
BETA CAROTENE	10	10	-1.6262735762871063	10	1	9	3.018395647749105
BETAHISTINE	44	44	0.010486816640103274	44	26	18	2.138248068029377
BETAHISTINE HYDROCHLORIDE	5	5	0.26799989248409284	5	4	1	1.3836175316480737
BETAHISTINE MESILATE	2	2	0.04324429786927986	2	1	1	0.6473729272325678
BETAINE	1	1	-0.530607867675473	1	0	1	0.530607867675473
BETAMETHASONE	207	207	-0.24035339481759177	207	92	115	2.5723915706252933
BETAMETHASONE DIPROPIONATE	107	107	-0.5154223815636769	107	39	68	2.7241739496725996
BETAMETHASONE DIPROPIONATE\BETAMETHASONE SODIUM PHOSPHATE	2	2	0.5928974135150832	2	2	0	0.6756320155447739
BETAMETHASONE DIPROPIONATE\CALCIPOTRIENE	23	23	0.002199789350693846	23	12	11	1.494495454211165
BETAMETHASONE DIPROPIONATE\CALCIPOTRIENE HYDRATE	3	3	-0.6358894426065764	3	0	3	0.8276638285994116
BETAMETHASONE DIPROPIONATE\CALCIPOTRIENE MONOHYDRATE	5	5	-0.12842152994360564	5	2	3	0.7568357046307491
BETAMETHASONE DIPROPIONATE\CALCIPOTRIENE\CALCIPOTRIENE HYDRATE	4	4	-0.16277256631845147	4	2	2	0.980732768328219
BETAMETHASONE DIPROPIONATE\CLOTRIMAZOLE	26	26	-0.6516433528659709	26	10	16	2.525018305782442
BETAMETHASONE SODIUM PHOSPHATE	10	10	0.23796021095848735	10	7	3	0.8402001950158735
BETAMETHASONE VALERATE	66	66	0.5682102306164385	66	46	20	2.5859999913508327
BETAMETHASONE VALERATE\FUSIDIC ACID	1	1	-0.5733265368087058	1	0	1	0.5733265368087058
BETAMETHASONE VALERATE\GENTAMICIN SULFATE	2	2	0.8492548912247679	2	2	0	1.1312181605131482
BETAMETHASONE\BETAMETHASONE DIPROPIONATE\CLOTRIMAZOLE	1	1	0.5977807232204915	1	1	0	0.5977807232204915
BETAMETHASONE\CALCIPOTRIENE	6	6	0.4711896447479129	6	5	1	1.034272058652511
BETAMETHASONE\CLOTRIMAZOLE	8	8	-0.6726938185558038	8	1	7	1.3122967074879617
BETAMETHASONE\DEXCHLORPHENIRAMINE MALEATE	2	2	-0.6214103081967268	2	0	2	0.6902197433011639
BETAXOLOL	1	1	0.6742520491456739	1	1	0	0.6742520491456739
BETAXOLOL HYDROCHLORIDE	12	12	-0.3959516804707208	12	3	9	1.5453983983871917
BETHANECHOL	4	4	-0.8740078874397765	4	0	4	1.0617690695448234
BETHANECHOL CHLORIDE	2	2	0.13477021228133013	2	1	1	1.1014545131511457
BEVACIZUMAB	339	339	0.2094085639083769	339	208	131	2.680712625033017
BEVACIZUMAB-AWWB	8	8	-0.38657760208100567	8	1	7	1.8793764276199802
BEVACIZUMAB-BVZR	6	6	-0.7380686150528218	6	0	6	0.9545070726896201
BEXAROTENE	3	3	-0.3488016993814307	3	1	2	1.1728848982339997
BEZAFIBRATE	22	22	0.566430983124612	22	18	4	1.3859576549028894
BEZLOTOXUMAB	1	1	-0.5009220253600799	1	0	1	0.5009220253600799
BIAPENEM	1	1	0.6910228087886786	1	1	0	0.6910228087886786
BICALUTAMIDE	3	3	1.2469000187245456	3	3	0	1.5934460638650276
BICTEGRAVIR SODIUM\EMTRICITABINE\TENOFOVIR ALAFENAMIDE FUMARATE	55	55	0.21496106825653033	55	31	24	2.2128799475694483
BICTEGRAVIR\EMTRICITABINE\TENOFOVIR ALAFENAMIDE	9	9	0.8228225806416574	9	8	1	2.0493150344371234
BICYCLOL	2	2	0.8839376079848971	2	2	0	0.9899368186877148
BIFIDOBACTERIUM ANIMALIS LACTIS	34	34	-0.7195085100881248	34	0	34	1.3090518719010404
BIFIDOBACTERIUM LONGUM SUBSP. INFANTIS	21	21	0.0814714909648832	21	11	10	1.2180180424742144
BIFIDOBACTERIUM LONGUM\LACTOBACILLUS ACIDOPHILUS\LACTOBACILLUS RHAMNOSUS	1	1	-0.8672424731648438	1	0	1	0.8672424731648438
BIFIDOBACTERIUM SPP.	11	11	0.6608572520642574	11	11	0	0.9151477917096065
BILASTINE	68	68	0.3319492722743849	68	47	21	1.5904657549723271
BILBERRY	1	1	-1.5486103715828687	1	0	1	1.5486103715828687
BIMATOPROST	112	112	-0.5570725690841964	112	16	96	3.2086401227416435
BIMATOPROST\TIMOLOL	5	5	0.4810777487669512	5	4	1	0.9672155858242546
BIMEKIZUMAB	9	9	0.08344363370349335	9	5	4	0.8543416405375611
BIMEKIZUMAB-BKZX	19	19	-0.2697367424853082	19	5	14	0.9852071008865071
BINIMETINIB	32	32	0.15668559578389354	32	19	13	1.6844022106553238
BIOTIN	135	135	-1.572448454195292	135	5	130	5.140663411679158
BIPERIDEN	36	36	0.12646877453289587	36	21	15	1.5087755387219937
BIPERIDEN HYDROCHLORIDE	29	29	0.15776849481373914	29	17	12	1.5617847656170698
BISACODYL	175	175	-0.18883632853342217	175	73	102	3.1129243298267384
BISACODYL OR DOCUSATE SODIUM	64	64	-0.4700424593697331	64	13	51	2.762799043165098
BISMUTH	1	1	-1.9167658930272744	1	0	1	1.9167658930272744
BISMUTH SUBCITRATE	2	2	-1.089480410156404	2	0	2	1.360986776377493
BISMUTH SUBCITRATE POTASSIUM\METRONIDAZOLE\TETRACYCLINE HYDROCHLORIDE	10	10	-0.19795489921291218	10	4	6	1.0999088502492234
BISMUTH SUBSALICYLATE	25	25	-0.49096735432962035	25	6	19	1.261034464989897
BISOPROLOL	517	517	0.24706384452063246	517	329	188	3.0247635259368986
BISOPROLOL FUMARATE	258	258	0.3462054050809454	258	190	68	3.0850128236570495
BISOPROLOL FUMARATE\HYDROCHLOROTHIAZIDE	27	27	0.13137491895780304	27	16	11	1.1570107685189912
BIVALIRUDIN	8	8	1.039658886109568	8	8	0	1.3524787531910558
BIXALOMER	1	1	1.2143673448963326	1	1	0	1.2143673448963326
BLACK COHOSH	3	3	-2.049763343372714	3	0	3	2.9791547844221924
BLEOMYCIN SULFATE	80	80	0.6899850393344822	80	68	12	2.6712654373565528
BLINATUMOMAB	57	57	0.33945579288884986	57	38	19	2.457120068208314
BLONANSERIN	3	3	0.880435170421234	3	3	0	1.5202383574314655
BOCEPREVIR	48	48	0.15606742693236278	48	28	20	1.4200857646575027
BORTEZOMIB	265	265	0.2908606281828141	265	166	99	2.08370611521082
BORTEZOMIB D-MANNITOL	6	6	0.5094718546851352	6	5	1	0.9925687862303813
BOSENTAN	149	149	-0.3761649720746567	149	47	102	1.9085130364598242
BOSUTINIB	17	17	0.30191128633157494	17	10	7	1.4830670609095917
BOSUTINIB MONOHYDRATE	24	24	-0.18231366671952934	24	10	14	1.1927102346689598
BOTULINUM TOXIN NOS	4	4	-0.9274400304908424	4	0	4	1.3811154853531418
BOTULINUM TOXIN TYPE A	25	25	0.1845251112820944	25	17	8	3.8568537674317085
BREMELANOTIDE ACETATE	1	1	-3.72108938920042	1	0	1	3.72108938920042
BRENTUXIMAB	1	1	-0.6802190483068121	1	0	1	0.6802190483068121
BRENTUXIMAB VEDOTIN	59	59	0.4712710433029911	59	45	14	1.49872424176177
BREO ELLIPTA	1	1	-0.5733378003775397	1	0	1	0.5733378003775397
BREXPIPRAZOLE	56	56	-0.4009766789251786	56	11	45	2.0088884428091998
BREXUCABTAGENE AUTOLEUCEL	8	8	0.8654259723202623	8	8	0	1.3180931897077885
BRIGATINIB	17	17	0.37326562734350405	17	13	4	1.1451696894790808
BRIMONIDINE TARTRATE	86	86	-0.5511503791751795	86	10	76	1.607564894937691
BRIMONIDINE TARTRATE\BRINZOLAMIDE	19	19	-0.5403773687940995	19	3	16	1.2344542110146948
BRIMONIDINE TARTRATE\TIMOLOL MALEATE	39	39	-0.5216545557976169	39	6	33	1.688156545130479
BRINCIDOFOVIR	1	1	1.1564349673040695	1	1	0	1.1564349673040695
BRINZOLAMIDE	26	26	-0.32133579916294647	26	8	18	1.3807534127619918
BRINZOLAMIDE\TIMOLOL MALEATE	5	5	-0.595702371394968	5	1	4	1.0596368707945139
BRIVARACETAM	32	32	-0.15947307608204717	32	14	18	1.4831923802831906
BRIVUDINE	4	4	-0.40016544377451124	4	1	3	0.9095075497032553
BRODALUMAB	13	13	0.11209176045142882	13	7	6	1.226350154815174
BROLUCIZUMAB	6	6	-0.11968292931947692	6	3	3	0.9824160755873639
BROLUCIZUMAB-DBLL	20	20	-0.20275046558034787	20	8	12	1.290325340347878
BROMAZEPAM	123	123	0.07036552042866573	123	67	56	2.126541445347047
BROMFENAC SODIUM	8	8	-0.498314305180869	8	1	7	0.8769762431780658
BROMHEXINE	3	3	-0.768689375306926	3	0	3	0.8867423768866843
BROMHEXINE HYDROCHLORIDE	8	8	0.708822456375117	8	6	2	1.814475868131308
BROMOCRIPTINE	2	2	-1.2160674404423144	2	0	2	1.880092766308174
BROMOCRIPTINE MESYLATE	1	1	-0.5367218370139653	1	0	1	0.5367218370139653
BROTIZOLAM	64	64	0.30274669621910816	64	44	20	1.4550194679656747
BUCILLAMINE	1	1	-2.049785033744419	1	0	1	2.049785033744419
BUDESONIDE	409	409	-0.02604657857327077	409	209	200	4.332396405263212
BUDESONIDE\FORMOTEROL	59	59	-0.3815119893098564	59	17	42	1.6345954865240142
