drug	n_signals	n_ae	n_trials	signal_rate
DRUG:ELUXADOLINE	6	72	0	0.08333333333333333
DRUG:VIBEGRON	6	87	0	0.06896551724137931
DRUG:VERTEPORFIN	6	25	0	0.24
DRUG:CEFOXITIN	6	33	0	0.18181818181818182
DRUG:DARUNAVIR;RITONAVIR	6	18	0	0.3333333333333333
DRUG:MOXIFLOXACIN HYDROCHLORIDE	6	106	0	0.05660377358490566
DRUG:ZANUBRUTINIB	6	27	0	0.2222222222222222
DRUG:MOSUNETUZUMAB	6	18	0	0.3333333333333333
DRUG:LOPERAMIDE HYDROCHLORIDE	6	57	0	0.10526315789473684
DRUG:DIHYDROERGOTAMINE	6	33	0	0.18181818181818182
DRUG:ACEBUTOLOL	6	84	0	0.07142857142857142
DRUG:THIOCOLCHICOSIDE	5	72	0	0.06944444444444445
DRUG:NALOXONE;TILIDINE	5	168	0	0.02976190476190476
DRUG:ASCORBIC ACID;MACROGOL;POTASSIUM;SODIUM	5	70	0	0.07142857142857142
DRUG:ASCIMINIB	5	83	0	0.060240963855421686
DRUG:PENTAMIDINE	5	71	0	0.07042253521126761
DRUG:OLANZAPINE;SAMIDORPHAN	5	37	0	0.13513513513513514
DRUG:CHLORPROTHIXENE	5	88	0	0.056818181818181816
DRUG:STREPTOMYCIN	5	57	0	0.08771929824561403
DRUG:POLIDOCANOL	5	40	0	0.125
DRUG:CALCIUM;GLUCOSE;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	5	21	0	0.23809523809523808
DRUG:METHYLPHENIDATE HYDROCHLORIDE	5	96	0	0.052083333333333336
DRUG:TEBENTAFUSP	5	10	0	0.5
DRUG:FLUDROCORTISONE	5	77	0	0.06493506493506493
DRUG:OLARATUMAB	5	16	0	0.3125
DRUG:POMALIDOMIDE, TRIAL	5	19	0	0.2631578947368421
DRUG:CLORHEXIDINE;ISOPROPANOL	5	252	0	0.01984126984126984
DRUG:CASIRIVIMAB	5	27	0	0.18518518518518517
DRUG:GADOTERIDOL	5	75	0	0.06666666666666667
DRUG:CARBON MONOXIDE	5	9	0	0.5555555555555556
DRUG:MORPHINE;NALTREXONE	5	22	0	0.22727272727272727
DRUG:FERROUS SULFATE	5	96	0	0.052083333333333336
DRUG:SUXAMETHONIUM	5	90	0	0.05555555555555555
DRUG:CARGLUMIC ACID	5	9	0	0.5555555555555556
DRUG:MOCLOBEMIDE	5	50	0	0.1
DRUG:EMICIZUMAB	5	204	0	0.024509803921568627
DRUG:VORINOSTAT	5	54	0	0.09259259259259259
DRUG:VONOPRAZAN	5	90	0	0.05555555555555555
DRUG:NORFLOXACIN	5	57	0	0.08771929824561403
DRUG:EDARAVONE	5	57	0	0.08771929824561403
DRUG:PIMECROLIMUS	5	59	0	0.0847457627118644
DRUG:MICAFUNGIN SODIUM	5	41	0	0.12195121951219512
DRUG:BAMLANIVIMAB;ETESEVIMAB	5	31	0	0.16129032258064516
DRUG:OMEPRAZOLE MAGNESIUM	5	50	0	0.1
DRUG:PAPAVERINE	5	36	0	0.1388888888888889
DRUG:ETONOGESTREL	5	651	0	0.007680491551459293
DRUG:CALCIUM;GLUCOSE;HYDROCHLORIC ACID;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	5	18	0	0.2777777777777778
DRUG:TAFASITAMAB	5	52	0	0.09615384615384616
DRUG:PITOLISANT	5	64	0	0.078125
DRUG:CLOTIAPINE	5	31	0	0.16129032258064516
DRUG:ALMOTRIPTAN	5	136	0	0.03676470588235294
DRUG:SULFAGUANIDINE	5	39	0	0.1282051282051282
DRUG:PERITONEAL DIALYTICS, UNSPECIFIED	5	55	0	0.09090909090909091
DRUG:DEXCHLORPHENIRAMINE	5	89	0	0.056179775280898875
DRUG:BENVITIMOD	5	18	0	0.2777777777777778
DRUG:DOPAMINE	5	69	0	0.07246376811594203
DRUG:BRINZOLAMIDE;TIMOLOL	5	30	0	0.16666666666666666
DRUG:BROMOCRIPTINE	5	60	0	0.08333333333333333
DRUG:RAMELTEON	5	32	0	0.15625
DRUG:LORCASERIN	5	96	0	0.052083333333333336
DRUG:IOFLUPANE (123I)	5	7	0	0.7142857142857143
DRUG:HYDROCHLOROTHIAZIDE;TRIAMTERENE	5	104	0	0.04807692307692308
DRUG:LEVOGLUTAMIDE	5	62	0	0.08064516129032258
DRUG:MEDROXYPROGESTERONE	5	373	3	0.013404825737265416
DRUG:INTRAUTERINE CONTRACEPTIVE DEVICE	5	372	0	0.013440860215053764
DRUG:LEMBOREXANT	5	27	0	0.18518518518518517
DRUG:MEPERIDINE HYDROCHLORIDE	5	35	0	0.14285714285714285
DRUG:CEFDINIR	5	73	0	0.0684931506849315
DRUG:RILMENIDINE	5	96	0	0.052083333333333336
DRUG:HERBALS, UNSPECIFIED;NUTRIENTS, UNSPECIFIED	5	266	0	0.018796992481203006
DRUG:AMPICILLIN;SULBACTAM	5	73	0	0.0684931506849315
DRUG:PRUCALOPRIDE	5	61	0	0.08196721311475409
DRUG:ANAGRELIDE	5	49	0	0.10204081632653061
DRUG:RUFINAMIDE	5	33	0	0.15151515151515152
DRUG:HISTRELIN	5	30	0	0.16666666666666666
DRUG:INTERFERON GAMMA	5	34	1	0.14705882352941177
DRUG:LEVOSALBUTAMOL	5	73	0	0.0684931506849315
DRUG:LEVAMISOLE	5	26	0	0.19230769230769232
DRUG:BENDROFLUMETHIAZIDE	5	80	0	0.0625
DRUG:CRIZANLIZUMAB	5	34	0	0.14705882352941177
DRUG:ROCURONIUM BROMIDE	5	44	0	0.11363636363636363
DRUG:RITLECITINIB	5	28	0	0.17857142857142858
DRUG:TROPICAMIDE	5	50	0	0.1
DRUG:ACETAMINOPHEN\CODEINE PHOSPHATE	5	25	0	0.2
DRUG:RASBURICASE	5	58	0	0.08620689655172414
DRUG:SOLRIAMFETOL	5	78	0	0.0641025641025641
DRUG:ANIDULAFUNGIN	5	67	0	0.07462686567164178
DRUG:TRIMEBUTINE	5	39	0	0.1282051282051282
DRUG:BENZOYL PEROXIDE	5	37	0	0.13513513513513514
DRUG:ACLIDINIUM;FORMOTEROL	5	51	0	0.09803921568627451
DRUG:COVID-19 VACCINE NOS	5	126	0	0.03968253968253968
DRUG:ATOVAQUONE;PROGUANIL	5	27	0	0.18518518518518517
DRUG:AMLODIPINE;PERINDOPRIL	5	53	0	0.09433962264150944
DRUG:BRIMONIDINE TARTRATE\TIMOLOL MALEATE	5	19	0	0.2631578947368421
DRUG:ASUNAPREVIR	5	18	0	0.2777777777777778
DRUG:SELPERCATINIB	5	49	0	0.10204081632653061
DRUG:DIFLUPREDNATE	4	51	0	0.0784313725490196
DRUG:ELECTROLYTES, UNSPECIFIED;MACROGOL	4	48	0	0.08333333333333333
DRUG:NICORANDIL	4	43	0	0.09302325581395349
DRUG:SACUBITRIL, TRIAL;VALSARTAN, TRIAL	4	17	0	0.23529411764705882
DRUG:DEFERASIROX, TRIAL	4	28	0	0.14285714285714285
DRUG:CEMIPLIMAB	4	66	0	0.06060606060606061
DRUG:TELBIVUDINE	4	46	0	0.08695652173913043
DRUG:LEVOMETHADONE	4	37	0	0.10810810810810811
DRUG:OMAVELOXOLONE	4	44	0	0.09090909090909091
DRUG:CEFPODOXIME	4	41	0	0.0975609756097561
DRUG:NETARSUDIL	4	21	0	0.19047619047619047
DRUG:IMDEVIMAB	4	23	0	0.17391304347826086
DRUG:LEVOMILNACIPRAN	4	230	0	0.017391304347826087
DRUG:NITISINONE	4	18	0	0.2222222222222222
DRUG:AMINOLEVULINIC ACID	4	38	0	0.10526315789473684
DRUG:LENOGRASTIM	4	109	0	0.03669724770642202
DRUG:EXEMESTANE	4	638	0	0.006269592476489028
DRUG:AVALGLUCOSIDASE ALFA	4	22	0	0.18181818181818182
DRUG:CEFTOLOZANE;TAZOBACTAM	4	43	0	0.09302325581395349
DRUG:KETOROLAC TROMETHAMINE	4	29	0	0.13793103448275862
DRUG:ISOPROPANOL	4	252	0	0.015873015873015872
DRUG:DEXAMETHASONE SODIUM PHOSPHATE	4	34	0	0.11764705882352941
DRUG:ENTRECTINIB	4	55	0	0.07272727272727272
DRUG:BIVALIRUDIN	4	25	0	0.16
DRUG:TORSEMIDE	4	29	0	0.13793103448275862
DRUG:AVOBENZONE\HOMOSALATE\OCTISALATE\OCTOCRYLENE	4	35	0	0.11428571428571428
DRUG:IPRATROPIUM BROMIDE	4	50	0	0.08
DRUG:.ALPHA.1-PROTEINASE INHIBITOR HUMAN	4	49	0	0.08163265306122448
DRUG:LAROTRECTINIB	4	17	0	0.23529411764705882
DRUG:ARTIFICIAL TEARS;GLYCEROL	4	35	0	0.11428571428571428
DRUG:CLAVULANIC ACID	4	90	0	0.044444444444444446
DRUG:IOMEPROL	4	35	0	0.11428571428571428
DRUG:LATANOPROSTENE BUNOD	4	20	0	0.2
DRUG:CLEMASTINE	4	75	0	0.05333333333333334
DRUG:IOBITRIDOL	4	14	0	0.2857142857142857
DRUG:TENAPANOR	4	38	0	0.10526315789473684
DRUG:NITROUS OXIDE	4	55	0	0.07272727272727272
DRUG:TIMOLOL MALEATE	4	35	0	0.11428571428571428
DRUG:INVESTIGATIONAL PRODUCT	4	35	0	0.11428571428571428
DRUG:VERAPAMIL HYDROCHLORIDE	4	27	0	0.14814814814814814
DRUG:INTRAUTERINE CONTRACEPTIVE DEVICE;LEVONORGESTREL	4	988	0	0.004048582995951417
DRUG:CANRENOIC ACID	4	48	0	0.08333333333333333
DRUG:ARSENIC TRIOXIDE	4	39	0	0.10256410256410256
DRUG:NIRSEVIMAB	4	16	0	0.25
DRUG:LENACAPAVIR	4	16	0	0.25
DRUG:ZAFIRLUKAST	4	35	0	0.11428571428571428
DRUG:ANTHOXANTHUM SPP;DACTYLIS SPP;LOLIUM SPP;PHLEUM SPP;POA SPP	4	21	0	0.19047619047619047
DRUG:FLUMAZENIL	4	22	0	0.18181818181818182
DRUG:TROSPIUM	4	101	0	0.039603960396039604
DRUG:OMEPRAZOLE SODIUM	4	30	0	0.13333333333333333
DRUG:ETHIODIZED OIL	4	33	0	0.12121212121212122
DRUG:MEGESTROL	4	23	0	0.17391304347826086
DRUG:MELPERONE	4	83	0	0.04819277108433735
DRUG:FOSPHENYTOIN	4	39	0	0.10256410256410256
DRUG:CYCLOPHOSPHAMIDE;DOXORUBICIN;PREDNISONE;VINCRISTINE	4	20	0	0.2
DRUG:EBASTINE	4	69	0	0.057971014492753624
DRUG:MIGLUSTAT	4	39	0	0.10256410256410256
DRUG:PRISTINAMYCIN	4	35	0	0.11428571428571428
DRUG:OMEPRAZOLE;SODIUM BICARBONATE	4	55	0	0.07272727272727272
DRUG:OMEPRAZOLE\SODIUM BICARBONATE	4	5	0	0.8
DRUG:CARBIMAZOLE	4	52	0	0.07692307692307693
DRUG:ADAPALENE;BENZOYL PEROXIDE	4	37	0	0.10810810810810811
DRUG:MEPIVACAINE	4	43	0	0.09302325581395349
DRUG:DILTIAZEM HYDROCHLORIDE	4	89	0	0.0449438202247191
DRUG:DUTASTERIDE	4	318	0	0.012578616352201259
DRUG:GADOLINIUM	4	97	0	0.041237113402061855
DRUG:OPIOIDS, UNSPECIFIED	4	20	0	0.2
DRUG:GEMFIBROZIL	4	55	0	0.07272727272727272
DRUG:OPICAPONE	4	43	0	0.09302325581395349
DRUG:CORTISONE ACETATE	4	163	0	0.024539877300613498
DRUG:ANDEXANET ALFA	4	21	0	0.19047619047619047
DRUG:GLYCEROL;GLYCINE SPP;MEDIUM-CHAIN TRIGLYCERIDES;PHOSPHOLIPIDS	4	11	0	0.36363636363636365
DRUG:POLYETHYLENE GLYCOL 3350	4	54	0	0.07407407407407407
DRUG:STIRIPENTOL	4	43	0	0.09302325581395349
DRUG:PRALATREXATE	4	24	0	0.16666666666666666
DRUG:SOTORASIB	4	58	0	0.06896551724137931
DRUG:ETHIONAMIDE	4	37	0	0.10810810810810811
DRUG:FOSINOPRIL	4	55	0	0.07272727272727272
DRUG:MECLOZINE	4	128	0	0.03125
DRUG:CYPROTERONE	4	122	0	0.03278688524590164
DRUG:MITAPIVAT	4	21	0	0.19047619047619047
DRUG:FLUNITRAZEPAM	4	67	0	0.05970149253731343
DRUG:SELENIUM	4	11	0	0.36363636363636365
DRUG:ETIFOXINE	4	51	0	0.0784313725490196
DRUG:PHENCYCLIDINE	4	9	0	0.4444444444444444
DRUG:FLUORESCEIN	4	22	0	0.18181818181818182
DRUG:BUPROPION;DEXTROMETHORPHAN	4	75	0	0.05333333333333334
DRUG:UMECLIDINIUM BROMIDE\VILANTEROL TRIFENATATE	4	47	0	0.0851063829787234
DRUG:FLUOROMETHOLONE	4	193	0	0.02072538860103627
DRUG:SELUMETINIB	4	32	0	0.125
DRUG:BUTALBITAL;CAFFEINE;PARACETAMOL	4	61	0	0.06557377049180328
DRUG:PHLEUM SPP	4	19	0	0.21052631578947367
DRUG:TALIMOGENE LAHERPAREPVEC	4	22	0	0.18181818181818182
DRUG:BUTENAFINE	4	16	0	0.25
DRUG:LUBIPROSTONE	4	64	0	0.0625
DRUG:HYDRALAZINE HYDROCHLORIDE	4	29	0	0.13793103448275862
DRUG:CEFIXIME	4	83	0	0.04819277108433735
DRUG:DOLUTEGRAVIR;LAMIVUDINE	4	69	0	0.057971014492753624
DRUG:PROPYLTHIOURACIL	4	38	0	0.10526315789473684
DRUG:MOMETASONE FUROATE	4	74	0	0.05405405405405406
DRUG:MACROGOL;POTASSIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM SULFATE	4	77	0	0.05194805194805195
DRUG:SUNITINIB MALATE	4	42	0	0.09523809523809523
DRUG:MOBOCERTINIB	4	49	0	0.08163265306122448
DRUG:SNAKE VENOM ANTISERUM	4	36	0	0.1111111111111111
DRUG:GUANIDINE	4	39	0	0.10256410256410256
DRUG:PHENELZINE	4	25	0	0.16
DRUG:PALONOSETRON	3	49	0	0.061224489795918366
DRUG:ASPIRIN\OXYCODONE HYDROCHLORIDE\OXYCODONE TEREPHTHALATE	3	14	0	0.21428571428571427
DRUG:TIROFIBAN	3	10	0	0.3
DRUG:TILDRAKIZUMAB	3	46	0	0.06521739130434782
DRUG:TRIFLUOPERAZINE	3	34	0	0.08823529411764706
DRUG:AESCULUS SPP	3	101	0	0.0297029702970297
DRUG:TERBUTALINE SULFATE	3	35	0	0.08571428571428572
DRUG:ULOBETASOL	3	24	0	0.125
DRUG:SIMETICONE	3	67	0	0.04477611940298507
DRUG:PROTAMINE	3	14	0	0.21428571428571427
DRUG:PROTHIPENDYL	3	18	0	0.16666666666666666
DRUG:PROTIONAMIDE	3	25	0	0.12
DRUG:PYRIMETHAMINE	3	41	0	0.07317073170731707
DRUG:SATRALIZUMAB	3	68	0	0.04411764705882353
DRUG:VILOXAZINE	3	31	0	0.0967741935483871
DRUG:RESLIZUMAB	3	32	0	0.09375
DRUG:RESTASIS?	3	24	0	0.125
DRUG:AMINO ACIDS, UNSPECIFIED	3	17	0	0.17647058823529413
DRUG:AMINOBENZOIC ACID	3	97	0	0.030927835051546393
DRUG:AMLODIPINE;BENAZEPRIL	3	29	0	0.10344827586206896
DRUG:VALGANCICLOVIR HYDROCHLORIDE	3	9	0	0.3333333333333333
DRUG:ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE	3	54	0	0.05555555555555555
DRUG:RITODRINE	3	12	0	0.25
DRUG:VALPROMIDE	3	54	0	0.05555555555555555
DRUG:UBROGEPANT	3	72	0	0.041666666666666664
DRUG:PROMETHAZINE HYDROCHLORIDE	3	38	0	0.07894736842105263
DRUG:OXYMORPHONE HYDROCHLORIDE	3	13	0	0.23076923076923078
DRUG:PHLOROGLUCINOL	3	61	0	0.04918032786885246
DRUG:ZOLBETUXIMAB	3	32	0	0.09375
DRUG:.DELTA.8-TETRAHYDROCANNABINOL\HERBALS	3	24	0	0.125
DRUG:ARTICAINE;EPINEPHRINE	3	36	0	0.08333333333333333
DRUG:ZANAMIVIR	3	16	0	0.1875
DRUG:PENTOSTATIN	3	17	0	0.17647058823529413
DRUG:ZALEPLON	3	11	0	0.2727272727272727
DRUG:TARLATAMAB	3	15	0	0.2
DRUG:VON WILLEBRAND FACTOR	3	28	0	0.10714285714285714
DRUG:TRIMIPRAMINE	3	104	0	0.028846153846153848
DRUG:PIPERACILLIN	3	45	0	0.06666666666666667
DRUG:ALLERGENS, ANIMALS	3	6	0	0.5
DRUG:ALLERGENS, HOUSE DUST & MITE	3	6	0	0.5
DRUG:PITAVASTATIN	3	59	0	0.05084745762711865
DRUG:TRICLOSAN	3	164	0	0.018292682926829267
DRUG:POTASSIUM BROMIDE	3	53	0	0.05660377358490566
DRUG:ACAMPROSATE	3	24	0	0.125
DRUG:OXYTOCIN	3	80	0	0.0375
DRUG:.ALPHA.-TOCOPHEROL	3	67	0	0.04477611940298507
DRUG:MEMANTINE HYDROCHLORIDE	3	30	0	0.1
DRUG:MIDAZOLAM HYDROCHLORIDE	3	56	0	0.05357142857142857
DRUG:MILRINONE	3	18	0	0.16666666666666666
DRUG:FACTOR IX	3	156	0	0.019230769230769232
DRUG:DARVOCET /00220901/	3	9	0	0.3333333333333333
DRUG:CERITINIB, TRIAL	3	18	0	0.16666666666666666
DRUG:CALCIUM;MAGNESIUM;POTASSIUM;SODIUM ACETATE;SODIUM CHLORIDE;SODIUM CITRATE	3	23	0	0.13043478260869565
DRUG:CALCIUM;IRON;VITAMIN A;VITAMIN B1;VITAMIN B12;VITAMIN B2;VITAMIN B3;VITAMIN B6;VITAMIN B9;VITAMIN C;VITAMIN D, UNSPECIFIED;VITAMIN E;ZINC	3	6	0	0.5
DRUG:GUAIFENESIN;PSEUDOEPHEDRINE	3	38	0	0.07894736842105263
DRUG:EFGARTIGIMOD ALFA	3	38	0	0.07894736842105263
DRUG:CHARCOAL, ACTIVATED	3	37	0	0.08108108108108109
DRUG:ELACESTRANT	3	211	0	0.014218009478672985
DRUG:LECITHIN;POLOXAMER	3	31	0	0.0967741935483871
DRUG:FOSAMPRENAVIR	3	23	0	0.13043478260869565
DRUG:CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	3	6	0	0.5
DRUG:CALASPARGASE PEGOL-MKNL	3	12	0	0.25
DRUG:LASMIDITAN	3	26	0	0.11538461538461539
DRUG:CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM CHLORIDE	3	10	0	0.3
DRUG:NALBUPHINE	3	13	0	0.23076923076923078
DRUG:ENALAPRIL MALEATE	3	50	0	0.06
DRUG:ISONIAZID;PYRAZINAMIDE;RIFAMPICIN	3	14	0	0.21428571428571427
DRUG:CALCIUM CHLORIDE\DEXTROSE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE SOLUTION	3	10	0	0.3
DRUG:IRINOTECAN HYDROCHLORIDE	3	58	0	0.05172413793103448
DRUG:COSMETICS	3	32	1	0.09375
DRUG:CORTICOSTEROID, UNSPECIFIED	3	68	0	0.04411764705882353
DRUG:COLLAGENASE	3	19	0	0.15789473684210525
DRUG:IPTACOPAN	3	13	0	0.23076923076923078
DRUG:DROPERIDOL	3	64	0	0.046875
DRUG:BELZUTIFAN	3	27	0	0.1111111111111111
DRUG:ENALAPRIL;HYDROCHLOROTHIAZIDE	3	31	0	0.0967741935483871
DRUG:FACTOR VIII;VON WILLEBRAND FACTOR	3	27	0	0.1111111111111111
DRUG:LUSPATERCEPT	3	35	0	0.08571428571428572
DRUG:MAGNESIUM SULFATE	3	81	0	0.037037037037037035
DRUG:CAFFEINE;OPIUM;PARACETAMOL	3	48	0	0.0625
DRUG:FAMOTIDINE;IBUPROFEN	3	28	0	0.10714285714285714
DRUG:BETAHISTINE	3	125	0	0.024
DRUG:CEFIDEROCOL	3	13	0	0.23076923076923078
DRUG:BUTALBITAL;PARACETAMOL	3	108	0	0.027777777777777776
DRUG:FEDRATINIB	3	37	0	0.08108108108108109
DRUG:GENTAMICIN SULFATE	3	28	0	0.10714285714285714
DRUG:BENZOYL PEROXIDE;CLINDAMYCIN	3	44	0	0.06818181818181818
DRUG:CALCITONIN	3	63	0	0.047619047619047616
DRUG:GALLIUM (68GA) DOTATATE	3	5	0	0.6
DRUG:DORAVIRINE	3	12	0	0.25
DRUG:DEXTROAMPHETAMINE	3	24	0	0.125
DRUG:METFORMIN;SAXAGLIPTIN	3	46	0	0.06521739130434782
DRUG:DORIPENEM	3	8	0	0.375
DRUG:DORZOLAMIDE HYDROCHLORIDE	3	12	0	0.25
DRUG:FELBAMATE	3	31	0	0.0967741935483871
DRUG:BENFOTIAMINE	3	79	0	0.0379746835443038
DRUG:DEXAMETHASONE;NEOMYCIN;POLYMYXIN B	3	33	0	0.09090909090909091
DRUG:FUSIDIC ACID	3	59	0	0.05084745762711865
DRUG:FLUNARIZINE	3	26	0	0.11538461538461539
DRUG:DOXEPIN HYDROCHLORIDE	3	21	0	0.14285714285714285
DRUG:METOPIMAZINE	3	26	0	0.11538461538461539
DRUG:BEMPEDOIC ACID	3	64	0	0.046875
DRUG:COLESTIPOL	3	110	1	0.02727272727272727
DRUG:NABUMETONE	3	32	0	0.09375
DRUG:ICODEXTRIN	3	9	0	0.3333333333333333
DRUG:CAPLACIZUMAB	3	60	0	0.05
DRUG:ETODOLAC	3	37	0	0.08108108108108109
DRUG:HERBALS, UNSPECIFIED;MITRAGYNA SPP	3	34	0	0.08823529411764706
DRUG:IMMUNOGLOBULIN CYTOMEGALOVIRUS	3	29	0	0.10344827586206896
DRUG:NITRENDIPINE	3	93	0	0.03225806451612903
DRUG:CHLORPROMAZINE HYDROCHLORIDE	3	18	0	0.16666666666666666
DRUG:ILOPERIDONE	3	46	0	0.06521739130434782
DRUG:CIPROFLOXACIN;DEXAMETHASONE	3	27	0	0.1111111111111111
DRUG:NO MEDICATION	3	46	0	0.06521739130434782
DRUG:CHLORPHENAMINE;DEXTROMETHORPHAN	3	16	0	0.1875
DRUG:FLUOCINONIDE	3	32	0	0.09375
DRUG:AZELAIC ACID	3	219	0	0.0136986301369863
DRUG:BUPRENORPHINE HYDROCHLORIDE\NALOXONE HYDROCHLORIDE	3	10	0	0.3
DRUG:BUPIVACAINE;EPINEPHRINE	3	20	0	0.15
DRUG:CHLORZOXAZONE	3	14	0	0.21428571428571427
DRUG:CARBOCISTEINE	3	66	0	0.045454545454545456
DRUG:OCTREOTIDE ACETATE	3	17	0	0.17647058823529413
DRUG:HYDROCORTISONE;PRAMOCAINE	3	17	0	0.17647058823529413
DRUG:NIROGACESTAT	3	40	0	0.075
DRUG:CODEINE SULFATE	3	31	0	0.0967741935483871
DRUG:BUTALBITAL	3	19	0	0.15789473684210525
DRUG:FLIBANSERIN	3	70	0	0.04285714285714286
DRUG:INTERLEUKIN-2	3	13	0	0.23076923076923078
DRUG:ESTAZOLAM	3	28	0	0.10714285714285714
DRUG:ATENOLOL;CHLORTALIDONE	3	39	0	0.07692307692307693
DRUG:ATOSIBAN	3	22	0	0.13636363636363635
DRUG:PROXYMETACAINE	2	14	0	0.14285714285714285
DRUG:TROFINETIDE	2	196	0	0.01020408163265306
DRUG:TIANEPTINE	2	27	0	0.07407407407407407
DRUG:ETHINYLESTRADIOL;ETONOGESTREL	2	643	0	0.003110419906687403
DRUG:REBAMIPIDE	2	11	0	0.18181818181818182
DRUG:GLYCINE SPP;OLEA SPP;TRIGLYCERIDES, UNSPECIFIED;UNSATURATED FATTY ACIDS	2	12	0	0.16666666666666666
DRUG:LIPEGFILGRASTIM	2	33	0	0.06060606060606061
DRUG:BESIFLOXACIN	2	16	0	0.125
DRUG:LUMIGAN 0.01%	2	7	0	0.2857142857142857
DRUG:DORZOLAMIDE HYDROCHLORIDE\TIMOLOL MALEATE	2	12	0	0.16666666666666666
DRUG:SIMVASTATIN;VITAMIN B3	2	18	0	0.1111111111111111
DRUG:HOMEOPATHICS	2	12	0	0.16666666666666666
DRUG:HUMAN IMMUNOGLOBULIN G	2	39	0	0.05128205128205128
DRUG:AMPHETAMINE SULFATE	2	9	0	0.2222222222222222
DRUG:SETMELANOTIDE	2	12	0	0.16666666666666666
DRUG:SILTUXIMAB	2	24	0	0.08333333333333333
DRUG:BETAMETHASONE DIPROPIONATE	2	19	0	0.10526315789473684
DRUG:GLYCEROL;SACCHARIN;SODIUM BENZOATE	2	15	0	0.13333333333333333
DRUG:DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR	2	6	0	0.3333333333333333
DRUG:AMOXICILLIN;CLARITHROMYCIN;LANSOPRAZOLE	2	4	0	0.5
DRUG:SOFOSBUVIR;VELPATASVIR;VOXILAPREVIR	2	27	0	0.07407407407407407
DRUG:RALTITREXED	2	16	0	0.125
DRUG:DOLUTEGRAVIR;RILPIVIRINE	2	37	0	0.05405405405405406
DRUG:TICLOPIDINE	2	18	0	0.1111111111111111
DRUG:GLYBURIDE	2	36	0	0.05555555555555555
DRUG:CAMRELIZUMAB	2	22	0	0.09090909090909091
DRUG:ETOMIDATE	2	24	0	0.08333333333333333
DRUG:UBLITUXIMAB	2	23	0	0.08695652173913043
DRUG:LOTILANER	2	40	0	0.05
DRUG:LOW CALCIUM PERITONEAL DIALYSIS SOLUTION	2	11	0	0.18181818181818182
DRUG:SOFOSBUVIR\VELPATASVIR	2	3	0	0.6666666666666666
DRUG:ENFUVIRTIDE	2	68	0	0.029411764705882353
DRUG:LINAGLIPTIN, TRIAL	2	4	0	0.5
DRUG:IMEGLIMIN	2	6	0	0.3333333333333333
DRUG:TRANYLCYPROMINE	2	45	0	0.044444444444444446
DRUG:HERBALS	2	20	0	0.1
DRUG:TOFERSEN	2	6	0	0.3333333333333333
DRUG:ELBASVIR\GRAZOPREVIR	2	2	0	1.0
DRUG:RUBELLA VAACCINE	2	49	0	0.04081632653061224
DRUG:SODIUM PHENYLBUTYRATE;TAURURSODIOL	2	20	0	0.1
DRUG:TRAMETINIB, TRIAL	2	10	0	0.2
DRUG:EMAPALUMAB	2	11	0	0.18181818181818182
DRUG:SODIUM GLYCEROPHOSPHATE	2	9	0	0.2222222222222222
DRUG:IVACAFTOR, TRIAL	2	8	0	0.25
DRUG:ALUMINIUM	2	69	0	0.028985507246376812
DRUG:ISONIAZID;RIFAMPICIN	2	26	0	0.07692307692307693
DRUG:ROXITHROMYCIN	2	26	0	0.07692307692307693
DRUG:TORIPALIMAB	2	7	0	0.2857142857142857
DRUG:ADUCANUMAB	2	9	0	0.2222222222222222
DRUG:TOLODODEKIN ALFA	2	18	0	0.1111111111111111
DRUG:ALTIZIDE;SPIRONOLACTONE	2	12	0	0.16666666666666666
DRUG:INTERFERON ALFA-2A	2	34	0	0.058823529411764705
DRUG:ALPROSTADIL	2	85	0	0.023529411764705882
DRUG:LEBRIKIZUMAB	2	13	0	0.15384615384615385
DRUG:EGG PHOSPHOLIPIDS\GLYCERIN\MEDIUM-CHAIN TRIGLYCERIDES\SOYBEAN OIL	2	7	0	0.2857142857142857
DRUG:TRIMETAZIDINE	2	105	0	0.01904761904761905
DRUG:RUXOLITINIB, TRIAL	2	12	0	0.16666666666666666
DRUG:AMILORIDE;HYDROCHLOROTHIAZIDE	2	30	0	0.06666666666666667
DRUG:IBUPROFEN;PHENYLEPHRINE	2	15	0	0.13333333333333333
DRUG:IBUPROFEN;PSEUDOEPHEDRINE	2	30	0	0.06666666666666667
DRUG:LIDOCAINE;PRILOCAINE	2	20	0	0.1
DRUG:SINTILIMAB	2	15	0	0.13333333333333333
DRUG:TETRAZEPAM	2	34	0	0.058823529411764705
DRUG:DOXYLAMINE SUCCINATE	2	12	0	0.16666666666666666
DRUG:SALBUTAMOL;BUDESONIDE	2	22	0	0.09090909090909091
DRUG:DOXYLAMINE;VITAMIN B6	2	63	0	0.031746031746031744
